,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,355,430,404,512,610,842,696,1633,278,265,271,Upgrade
1,Market Cap Growth,-15.88%,-15.88%,-33.78%,-39.26%,-12.35%,-48.42%,150.00%,517.28%,2.86%,-24.67%,-46.15%,Upgrade
2,Enterprise Value,370,376,352,456,579,783,549,1532,277,179,175,Upgrade
3,Last Close Price,0.20,0.25,0.23,0.29,0.35,0.49,0.41,0.95,0.18,0.17,0.17,Upgrade
4,PE Ratio,32.29,-,7.05,23.50,-,-,-,-,-10.93,-,-,Upgrade
5,Forward PE,-,15.09,15.09,15.09,15.09,15.09,15.09,15.09,15.09,15.09,15.09,Upgrade
6,PS Ratio,1.49,1.82,1.62,2.10,2.82,5.64,5.41,11.17,2.00,2.04,2.14,Upgrade
7,PB Ratio,0.64,0.76,0.70,0.94,1.18,1.49,1.15,2.39,0.48,0.49,0.47,Upgrade
8,P/TBV Ratio,0.80,0.80,0.73,0.99,1.24,1.53,1.18,2.47,0.49,0.49,0.48,Upgrade
9,P/FCF Ratio,33.02,-,11.05,14.54,-27.57,-,-,-,-,-,-,Upgrade
10,P/OCF Ratio,25.49,-,9.15,11.90,-120.05,-,-,-,-,-,-,Upgrade
11,PEG Ratio,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,Upgrade
12,EV/Sales Ratio,1.56,1.59,1.41,1.88,2.67,5.25,4.27,10.48,1.99,1.38,1.39,Upgrade
13,EV/EBITDA Ratio,15.50,20.65,7.55,21.12,-,-,-,-,-,-,-,Upgrade
14,EV/EBIT Ratio,21.54,26.46,8.35,25.59,-,-,-,-,-,-,-,Upgrade
15,EV/FCF Ratio,34.38,-,9.64,12.97,-26.14,-,-,-,-,-,-,Upgrade
16,Debt / Equity Ratio,0.18,0.18,0.18,0.14,0.16,0.17,0.17,0.12,0.14,0.27,0.25,Upgrade
17,Debt / FCF Ratio,9.31,-,2.93,2.19,-3.79,-,-,-,-,-,-,Upgrade
18,Return on Capital Employed (ROCE),2.13%,2.13%,6.17%,2.83%,-,-,-,-,-,-,-,Upgrade
19,Earnings Yield,3.08%,2.54%,14.18%,4.25%,-5.49%,-10.84%,-13.77%,-0.64%,-9.15%,-28.76%,-33.20%,Upgrade
20,FCF Yield,3.03%,2.50%,9.05%,6.88%,-3.63%,-11.65%,-14.34%,-4.72%,-27.36%,-33.99%,-49.02%,Upgrade
21,Buyback Yield / Dilution,-0.69%,-0.11%,-1.28%,-0.76%,0.07%,-7.50%,-11.19%,-3.36%,-,-,-0.60%,Upgrade
22,Total Shareholder Return,-0.69%,-0.11%,-1.28%,-0.76%,0.07%,-7.50%,-11.19%,-3.36%,-,-,-0.60%,Upgrade
