,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,347,355,378,391,333,315,375,451,308,347,100,Upgrade
1,Market Cap Growth,-9.09%,-9.09%,13.33%,23.94%,-11.24%,-30.05%,21.87%,30.13%,209.53%,122.83%,-52.01%,Upgrade
2,Enterprise Value,92,68,93,131,162,193,229,365,251,469,279,Upgrade
3,Last Close Price,0.16,0.15,0.15,0.15,0.12,0.11,0.12,0.14,0.09,0.10,0.06,Upgrade
4,PE Ratio,7.04,7.23,6.53,4.01,3.18,4.43,5.13,5.20,3.84,4.56,1.86,Upgrade
5,PS Ratio,1.38,1.42,1.33,1.17,0.98,1.06,1.21,1.43,1.03,1.05,0.35,Upgrade
6,PB Ratio,0.37,0.37,0.39,0.41,0.33,0.34,0.37,0.47,0.33,0.40,0.15,Upgrade
7,P/TBV Ratio,0.69,0.69,0.72,0.78,0.63,0.70,0.77,0.99,0.71,0.89,0.46,Upgrade
8,P/FCF Ratio,5.58,5.72,4.39,2.43,1.83,5.17,5.89,4.06,3.02,3.99,1.34,Upgrade
9,P/OCF Ratio,5.24,5.24,4.12,2.42,1.82,4.99,5.69,3.90,2.89,3.70,1.22,Upgrade
10,EV/Sales Ratio,0.37,0.27,0.33,0.39,0.48,0.65,0.74,1.16,0.84,1.43,0.97,Upgrade
11,EV/EBITDA Ratio,1.03,0.78,0.95,0.92,1.05,1.62,1.80,2.51,1.90,3.70,2.74,Upgrade
12,EV/EBIT Ratio,1.34,0.98,1.17,1.06,1.21,1.96,2.18,2.95,2.26,4.49,3.53,Upgrade
13,EV/FCF Ratio,1.49,1.09,1.09,0.82,0.89,3.17,3.60,3.28,2.46,5.40,3.74,Upgrade
14,Debt / Equity Ratio,0.03,0.03,0.02,0.03,0.04,0.04,0.05,0.12,0.14,0.16,0.24,Upgrade
15,Debt / FCF Ratio,0.54,0.54,0.21,0.15,0.25,0.59,0.78,1.06,1.29,1.63,2.22,Upgrade
16,Return on Capital Employed (ROCE),6.16%,6.16%,7.06%,11.29%,11.39%,9.11%,8.77%,10.38%,9.45%,9.35%,8.50%,Upgrade
17,Earnings Yield,14.20%,13.84%,15.31%,24.94%,31.49%,22.56%,19.48%,19.22%,26.07%,21.91%,53.90%,Upgrade
18,FCF Yield,17.94%,17.49%,22.75%,41.22%,54.76%,19.33%,16.96%,24.63%,33.16%,25.07%,74.90%,Upgrade
19,Dividend Yield,11.54%,11.63%,13.81%,15.39%,17.03%,13.06%,15.02%,13.83%,19.35%,8.33%,-,Upgrade
20,Buyback Yield / Dilution,-,-,-,-,-,-0.53%,-50.02%,-167.36%,-99.95%,-11.61%,Upgrade,
21,Total Shareholder Return,11.54%,11.63%,13.81%,15.39%,17.03%,13.06%,14.50%,-36.20%,-148.00%,-91.61%,-11.61%,Upgrade
