,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jan '25 Jan 2, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,1043,1180,1273,1807,1627,1577,1540,900,1242,1273,1490
1,Market Cap Growth,-34.71%,-34.71%,-21.76%,14.57%,5.65%,75.17%,24.00%,-29.27%,-16.67%,5.75%,-14.22%
2,Enterprise Value,258,341,639,1247,1130,1224,1304,848,1227,1318,1696
3,Last Close Price,1.68,1.90,1.97,2.79,2.43,2.36,2.19,1.28,1.71,1.76,2.00
4,PE Ratio,4.64,5.24,6.08,14.26,7.40,4.89,4.71,3.58,8.35,11.19,8.25
5,PS Ratio,0.37,0.42,0.40,0.55,0.46,0.41,0.44,0.33,0.53,0.58,0.63
6,PB Ratio,0.54,0.61,0.65,1.01,0.89,0.85,0.85,0.52,0.85,0.99,1.16
7,P/TBV Ratio,0.61,0.61,0.66,1.02,0.89,0.86,0.86,0.56,0.85,1.00,1.17
8,P/FCF Ratio,4.51,5.10,3.82,8.24,5.51,4.98,4.48,3.06,7.27,4.67,4.05
9,P/OCF Ratio,3.82,3.82,3.10,6.44,4.70,3.93,3.58,1.90,3.34,3.19,3.18
10,EV/Sales Ratio,0.09,0.12,0.20,0.38,0.32,0.32,0.37,0.31,0.53,0.60,0.71
11,EV/EBITDA Ratio,0.58,0.77,1.49,4.10,2.47,1.92,1.93,1.53,3.09,3.63,3.76
12,EV/EBIT Ratio,0.87,1.15,2.28,7.58,3.67,2.56,2.71,2.43,5.93,6.88,6.04
13,EV/FCF Ratio,1.12,1.48,1.92,5.69,3.83,3.86,3.80,2.88,7.18,4.83,4.61
14,Debt / Equity Ratio,0.02,0.02,0.02,0.02,0.02,0.02,0.08,0.30,0.26,0.34,0.41
15,Debt / FCF Ratio,0.13,0.13,0.09,0.14,0.11,0.11,0.44,1.75,2.22,1.62,1.43
16,Return on Capital Employed (ROCE),14.90%,14.90%,14.11%,9.02%,16.46%,25.29%,25.79%,19.74%,13.62%,14.49%,21.21%
17,Earnings Yield,21.57%,19.07%,16.45%,7.01%,13.51%,20.46%,21.21%,27.90%,11.98%,8.94%,12.13%
18,FCF Yield,22.18%,19.61%,26.17%,12.13%,18.14%,20.10%,22.30%,32.68%,13.75%,21.43%,24.70%
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,-0.01%,-0.00%,-0.08%,
20,Total Shareholder Return,4.76%,-,-,-,-,-,-,-,-0.01%,-0.00%,-0.08%
