,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,758.08,797.78,624.02,535.47,459.98,425.06,717.74,367.1,419.1,431.83
1,Short-Term Investments,5.76,-,-,-,-,-,-,-,-,-
2,Trading Asset Securities,-,0.03,-,-,-,-,-,-,-,-
3,Cash & Short-Term Investments,763.83,797.81,624.02,535.47,459.98,425.06,717.74,367.1,419.1,431.83
4,Cash Growth,22.40%,48.99%,35.66%,25.97%,-35.91%,15.79%,71.26%,-14.99%,-4.40%,100.39%
5,Accounts Receivable,6.45,4.13,8.79,9.78,14.21,17.84,24.78,8.49,14.63,0.19
6,Other Receivables,112.15,85.18,74.85,58.38,57.73,41.31,18.22,30.62,41.05,53.9
7,Receivables,118.6,89.31,83.65,68.16,71.94,59.16,42.99,39.11,55.68,54.09
8,Inventory,109.15,132.98,119.4,203.82,166.09,200.33,97.53,83.63,48.38,82
9,Prepaid Expenses,-,-,1.14,-,0.75,3.15,8.94,12,12,12
10,Other Current Assets,41.82,95.69,3.63,4.7,7.34,4.66,46.36,6.23,5.94,10.29
11,Total Current Assets,1033,1116,831.83,812.14,706.1,692.35,913.56,508.07,541.1,590.2
12,"Property, Plant & Equipment",998.67,977.7,1020,1043,1098,1131,1164,1228,1184,1227
13,Long-Term Investments,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,-,-
14,Long-Term Deferred Tax Assets,0.15,0.08,0.04,0.06,-,-,-,-,-,-
15,Other Long-Term Assets,7.34,7.61,13.31,13.9,13.79,17.64,25.42,23.23,17.67,7.74
16,Total Assets,2040,2101,1865,1869,1818,1841,2103,1759,1743,1825
17,Accounts Payable,50.07,68.67,39.94,50.06,47.82,54.38,82.52,62.92,74.52,77.36
18,Accrued Expenses,14.29,22.38,14.28,14.48,16.94,17.09,11.18,12.2,11.08,16.54
19,Short-Term Debt,0.04,0.04,0.04,0.04,0.04,96.04,399.14,281.04,373.04,418.1
20,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,-,24
21,Current Portion of Leases,0.1,0.09,0.24,0.24,0.08,0.08,0.25,0.25,0.08,0.11
22,Current Income Taxes Payable,4.57,26.2,6.95,6,46.59,12.62,28.48,10.09,11.4,7.51
23,Current Unearned Revenue,55.32,105.8,51.53,81.21,28.6,71.64,60.56,67.26,36.06,47.91
24,Other Current Liabilities,58.93,70.96,63.9,60.07,64.28,70.76,52.12,45.84,30.83,48.62
25,Total Current Liabilities,183.32,294.15,176.87,212.1,204.34,322.6,634.24,479.6,537.01,640.15
26,Long-Term Debt,-,-,-,-,-,-,-,10,-,-
27,Long-Term Leases,28.92,27.95,28.94,28.12,29.19,28.21,29.14,28.15,29.26,28.21
28,Long-Term Unearned Revenue,10.25,2.34,2.76,3.17,3.58,4,4.41,4.82,5.64,7.27
29,Long-Term Deferred Tax Liabilities,3.2,9.6,3.29,5.3,5.07,6.72,0.09,2.4,1.69,3.58
30,Total Liabilities,225.68,334.04,211.85,248.69,242.19,361.52,667.88,524.98,573.6,679.21
31,Common Stock,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39
32,Additional Paid-In Capital,738.85,738.85,738.85,738.85,738.85,738.85,738.85,738.85,738.85,738.85
33,Retained Earnings,1565,1521,1401,1380,1335,1242,1112,1001,929.87,911.29
34,Comprehensive Income & Other,-494.81,-501.73,-495.69,-510.41,-505.43,-515.24,-509.74,-509.71,-503.36,-507.1
35,Total Common Equity,1809,1758,1645,1609,1569,1466,1342,1231,1166,1143
36,Minority Interest,4.42,8.67,8.33,11.5,6.87,13.05,93.43,3.17,3.27,1.96
37,Shareholders' Equity,1814,1767,1653,1620,1576,1479,1435,1234,1169,1145
38,Total Liabilities & Equity,2040,2101,1865,1869,1818,1841,2103,1759,1743,1825
39,Total Debt,29.06,28.08,29.22,28.4,29.31,124.33,428.53,319.44,402.38,470.42
40,Net Cash (Debt),734.77,769.73,594.8,507.06,430.67,300.73,289.21,47.67,16.72,-38.6
41,Net Cash Growth,23.53%,51.80%,38.11%,68.61%,48.91%,530.93%,1629.95%,-,-,-
42,Net Cash Per Share,1.18,1.24,0.96,0.82,0.69,0.48,0.47,0.08,0.03,-0.06
43,Filing Date Shares Outstanding,620.94,620.94,620.94,620.94,620.94,620.94,620.94,620.94,620.94,620.94
44,Total Common Shares Outstanding,620.94,620.94,620.94,620.94,620.94,620.94,620.94,620.94,620.94,620.94
45,Working Capital,850.09,821.64,654.97,600.05,501.76,369.76,279.32,28.47,4.09,-49.95
46,Book Value Per Share,2.91,2.83,2.65,2.59,2.53,2.36,2.16,1.98,1.88,1.84
47,Tangible Book Value,1809,1758,1645,1609,1569,1466,1342,1231,1166,1143
48,Tangible Book Value Per Share,2.91,2.83,2.65,2.59,2.53,2.36,2.16,1.98,1.88,1.84
49,Buildings,-,373.18,-,354.17,-,346.4,-,339.37,-,340.6
50,Machinery,-,2063,-,2021,-,1997,-,1934,-,1789
51,Construction In Progress,-,55.66,-,48.71,-,34.14,-,41.06,-,33.35
