,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Operating Revenue,205.65,-312.88,312.88,-,355.66,-,372.07,-,499.07,-,Upgrade
1,Other Revenue,-,565.91,-,-,-,-,-,-,-,-,Upgrade
2,Revenue,205.65,253.02,312.88,-,355.66,-,372.07,-,499.07,-,Upgrade
3,Revenue Growth (YoY),-34.27%,-,-12.03%,-,-4.41%,-,-25.45%,-,731.25%,-,Upgrade
4,Cost of Revenue,162.5,190.74,220.71,-,258.77,-,286.35,-,402.68,-,Upgrade
5,Gross Profit,43.16,62.28,92.18,-,96.9,-,85.72,-,96.39,-,Upgrade
6,"Selling, General & Admin",43.67,53.32,54.5,-,70.44,-,61.28,-,73.02,-,Upgrade
7,Operating Expenses,43.67,52.96,54.91,-,71.37,-,61.28,-,73.02,-,Upgrade
8,Operating Income,-0.51,9.32,37.27,-,25.52,-,24.44,-,23.37,-,Upgrade
9,Interest Expense,-12.53,-9.43,-8.98,-,-10.3,-,-11.61,-,-21.88,-,Upgrade
10,Interest & Investment Income,-,0.86,-,-,-,-,-,-,-,-,Upgrade
11,Earnings From Equity Investments,-0.37,0.17,-1.46,-,0.16,-,-,-,-,-,Upgrade
12,Currency Exchange Gain (Loss),-0.01,0.56,-,-,1.31,-,-0.56,-,0,-,Upgrade
13,Other Non Operating Income (Expenses),-12.09,-2.68,-23.68,-,-29.13,-,-4.07,-,0.41,-,Upgrade
14,EBT Excluding Unusual Items,-25.51,-1.21,3.17,-,-12.44,-,8.21,-,1.9,-,Upgrade
15,Impairment of Goodwill,-,-14.1,-5.61,-,-28.68,-,-,-,-,-,Upgrade
16,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,2.1,-,0.07,-,Upgrade
17,Gain (Loss) on Sale of Assets,-,-0.9,0.05,-,-2.2,-,8.09,-,0.02,-,Upgrade
18,Legal Settlements,-,0.38,-,-,-,-,-,-,-,-,Upgrade
19,Other Unusual Items,-,-8.52,-0.11,-,-,-,-,-,-2.69,-,Upgrade
20,Pretax Income,-25.51,-24.35,-2.51,-,-43.33,-,18.4,-,-0.7,-,Upgrade
21,Income Tax Expense,-1.11,3.32,1.27,-,-1.68,-,-0.7,-,4.45,-,Upgrade
22,Earnings From Continuing Operations,-24.4,-27.67,-3.78,-,-41.65,-,19.1,-,-5.15,-,Upgrade
23,Earnings From Discontinued Operations,-,-,-,-,-9.73,-,2.24,-,14.61,-,Upgrade
24,Net Income to Company,-24.4,-27.67,-3.78,-,-51.38,-,21.34,-,9.46,-,Upgrade
25,Minority Interest in Earnings,-,-,-,-,-,-,-,-,0,-,Upgrade
26,Net Income,-24.4,-27.67,-3.78,-,-51.38,-,21.34,-,9.46,-,Upgrade
27,Net Income to Common,-24.4,-27.67,-3.78,-,-51.38,-,21.34,-,9.46,-,Upgrade
28,Net Income Growth,-,-,-,-,-,-,125.61%,-,-29.89%,-,Upgrade
29,Shares Outstanding (Basic),756,592,420,-,409,-,350,-,329,-,Upgrade
30,Shares Outstanding (Diluted),756,592,420,-,409,-,350,-,329,-,Upgrade
31,Shares Change (YoY),80.00%,-,2.71%,-,16.81%,-,6.39%,-,31.81%,-,Upgrade
32,EPS (Basic),-0.03,-0.05,-0.01,-,-0.13,-,0.06,-,0.03,-,Upgrade
33,EPS (Diluted),-0.03,-0.05,-0.01,-,-0.13,-,0.06,-,0.03,-,Upgrade
34,EPS Growth,-,-,-,-,-,-,112.07%,-,-46.82%,-,Upgrade
35,Free Cash Flow,5.23,99.44,-8.74,-,-26.85,-,-6.33,-,72.16,-,Upgrade
36,Free Cash Flow Per Share,0.01,0.17,-0.02,-,-0.07,-,-0.02,-,0.22,-,Upgrade
37,Operating Margin,-0.25%,3.68%,11.91%,-,7.18%,-,6.57%,-,4.68%,-,Upgrade
38,Profit Margin,-11.86%,-10.93%,-1.21%,-,-14.45%,-,5.74%,-,1.90%,-,Upgrade
39,Free Cash Flow Margin,2.54%,39.30%,-2.79%,-,-7.55%,-,-1.70%,-,14.46%,-,Upgrade
40,EBITDA,9.14,19.59,47.27,-,36.42,-,37.91,-,36.72,-,Upgrade
41,D&A For EBITDA,9.65,10.28,10,6.73,10.9,9.94,13.47,10.92,13.36,6.15,Upgrade
42,EBIT,-0.51,9.32,37.27,-,25.52,-,24.44,-,23.37,-,Upgrade
43,Revenue as Reported,-,565.91,-,-,-,-,-,-,-,-,Upgrade
