,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Operating Revenue,97.56,90.34,83.62,74.09,94.95,83.45,80.33,73.33,93.81,79.66,78.83,69.08,87.09,74.2,68.55,64.66,73.88,65.95,42.16
1,Other Revenue,-4.83,4.83,-,11.94,-5.79,5.79,-,11.49,-4.97,4.97,-,10.15,-4.59,4.59,-,9.31,-4.32,4.32,-
2,Revenue,92.73,95.17,83.62,86.03,89.16,89.24,80.33,84.82,88.84,84.63,78.83,79.23,82.49,78.8,68.55,73.97,69.57,70.27,42.16
3,Revenue Growth (YoY),4.01%,6.65%,4.09%,1.42%,0.35%,5.44%,1.90%,7.06%,7.69%,7.41%,15.00%,7.11%,18.58%,12.14%,62.61%,-,-,-,-
4,Cost of Revenue,32.71,33.02,29.59,40.9,28.79,29.48,27.56,38.17,28.61,28.49,27.92,36.1,29.03,30.09,25.78,35.67,26.12,25.58,24.31
5,Gross Profit,60.02,62.16,54.03,45.13,60.36,59.76,52.77,46.65,60.23,56.15,50.91,43.13,53.46,48.7,42.78,38.3,43.45,44.69,17.85
6,"Selling, General & Admin",17.09,13.63,12.87,28.01,14.64,13.32,12.37,24.94,13.09,12.63,11.08,24.09,14.1,11.67,10.66,10.22,12.03,12.47,10.38
7,Research & Development,6.43,6.12,5.43,9.31,6.18,5.54,4.77,10.18,5.68,5.42,4.48,8.62,4.94,4.28,3.25,6.85,3.61,3.88,3.5
8,Other Operating Expenses,-1.87,1.92,1.79,1.35,1.13,0.95,0.42,3.14,0.54,0.96,1.04,7.77,1.35,-4.17,0.3,4.21,0.5,0.02,-0.05
9,Operating Expenses,21.61,22.27,20.3,38.12,21.95,19.85,18.04,37.83,19.4,19.03,17.4,39.68,20.53,11.65,14.99,20.63,16.16,17.17,13.83
10,Operating Income,38.41,39.89,33.73,7.01,38.41,39.91,34.73,8.82,40.83,37.12,33.51,3.45,32.94,37.05,27.79,17.68,27.28,27.52,4.01
11,Interest Expense,-0.44,-0.51,-0.46,-0.34,-0.43,-0.42,-0.45,-0.64,-0.49,-0.51,-0.46,-0.47,-0.77,-0.84,-0.56,-0.64,-0.97,-1.32,-1.96
12,Interest & Investment Income,0.84,0.77,2.11,0.73,1.17,1.44,1.52,1.36,2.06,1.23,1.55,1.15,1.77,0.89,0.06,0.12,0.11,-,1.17
13,Currency Exchange Gain (Loss),-0.05,0.05,-,-0,0.05,-0.05,-,0.12,-0.09,0.09,-,-0.09,0.06,-0.06,-,0.05,-0.15,0.15,-
14,Other Non Operating Income (Expenses),0.01,-0.05,-0.04,0.03,-0.14,0.03,-0.06,-0.21,0.17,-0,-0.01,0.27,-0.32,0.09,-0.11,1.46,0.08,-2.5,0.86
15,EBT Excluding Unusual Items,38.77,40.14,35.34,7.42,39.06,40.91,35.74,9.45,42.47,37.94,34.59,4.31,33.68,37.14,27.18,18.67,26.36,23.85,4.08
16,Gain (Loss) on Sale of Assets,-,0,-0,-,-,-,-,-,-0,-0,-,-0.44,-,-,-,-0.04,-,-0.02,-
17,Asset Writedown,0.05,-0.05,-,-0.06,0,-0,-,-0.07,-,0.08,-0.08,-0.42,0.38,-0.07,-,-3.49,0.03,-0.03,-
18,Other Unusual Items,-2.35,1.11,0.8,5.09,0.01,-0.01,-,3.2,-,-,-,8.73,-,-,-,1.85,-0,0,-
19,Pretax Income,36.46,41.21,36.15,12.45,39.07,40.9,35.74,12.58,42.47,38.01,34.51,12.18,34.06,37.06,27.18,17,26.38,23.8,4.08
20,Income Tax Expense,4.23,4.64,5.34,0.31,5.13,4.72,4.97,-0.88,7.08,5.71,5.04,6.58,4.08,5.12,3.88,1.02,3.28,3.19,1.27
21,Earnings From Continuing Operations,32.23,36.57,30.8,12.14,33.94,36.18,30.77,13.45,35.4,32.31,29.47,5.6,29.97,31.94,23.3,15.98,23.1,20.61,2.81
22,Minority Interest in Earnings,-1.03,-1.72,-0.97,-0.57,-1.42,-1.49,-1.47,0.36,-1.13,-1.14,-0.99,0.15,-1.4,-2.03,-0.41,-0.91,-1.19,1.34,-0.2
23,Net Income,31.21,34.85,29.84,11.57,32.52,34.69,29.3,13.82,34.27,31.16,28.48,5.75,28.57,29.91,22.89,15.06,21.91,21.95,2.61
24,Net Income to Common,31.21,34.85,29.84,11.57,32.52,34.69,29.3,13.82,34.27,31.16,28.48,5.75,28.57,29.91,22.89,15.06,21.91,21.95,2.61
25,Net Income Growth,-4.02%,0.45%,1.82%,-16.25%,-5.11%,11.32%,2.88%,140.41%,19.94%,4.17%,24.43%,-61.85%,30.36%,36.26%,778.18%,-,-,-,-
26,Shares Outstanding (Basic),264,264,264,264,264,264,264,264,264,264,264,264,264,202,260,198,198,213,184
27,Shares Outstanding (Diluted),264,264,264,264,264,264,264,264,264,264,264,264,264,202,260,198,198,213,184
