,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,75015,31946,13582,13607,17971,23781,7467,18797,13216,19221,15223,12541,25043,10654,231841,12522,29692,23363,242193,239260,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,220000,220000,220000,-,-,Upgrade
2,Cash & Short-Term Investments,75015,31946,13582,13607,17971,23781,7467,18797,13216,19221,15223,12541,25043,10654,231841,232522,249692,243363,242193,239260,Upgrade
3,Cash Growth,317.41%,34.33%,81.90%,-27.61%,35.99%,23.73%,-50.95%,49.89%,-47.23%,80.41%,-93.43%,-94.61%,-89.97%,-95.62%,-4.27%,-2.82%,0.65%,-0.53%,1099.94%,631.17%,Upgrade
4,Accounts Receivable,6857,1868,460.32,271.2,31908,2340,1462,5394,6794,7098,3344,882.29,7011,2093,1439,2236,11280,2389,1323,3057,Upgrade
5,Other Receivables,859.6,17891,2918,2208,316.87,743.31,17989,5102,3899,2316,12394,3498,10750,8349,11157,12632,19619,10877,11673,6240,Upgrade
6,Receivables,7717,19758,3379,2480,32224,3083,19451,10497,10692,9414,15738,4381,17761,10442,12596,14867,30899,13265,12997,9297,Upgrade
7,Inventory,27384,19710,17286,16766,14285,13599,11852,9249,24628,69554,43421,41347,38929,25332,15263,18998,22714,14264,10140,24218,Upgrade
8,Prepaid Expenses,-,-,9392,5027,1441,-,9943,6066,2796,-,5156,830.57,830.57,-,5836,-,830.57,2832,5624,5561,Upgrade
9,Other Current Assets,285.57,1263,733.59,635.66,562.41,717.67,717.67,1472,410.98,450.98,488.4,190.13,106.19,1047,192.46,180.58,1252,128.46,151.01,128.46,Upgrade
10,Total Current Assets,110401,72677,44372,38515,66484,41180,49430,46081,51743,98639,80026,59289,82670,47476,265729,266568,305387,273853,271105,278463,Upgrade
11,"Property, Plant & Equipment",494628,504642,507427,507821,511303,513147,513829,518051,517445,519352,521463,522986,523448,521178,524635,517568,514504,517530,520971,519602,Upgrade
12,Long-Term Investments,238505,223233,237733,237861,237861,237947,237947,238203,238203,238203,238203,238006,238006,237325,237325,237325,238011,238206,238206,238294,Upgrade
13,Other Intangible Assets,788.97,800.2,811.44,818.93,828.91,841.04,851.74,860.3,868.86,881.92,893.44,901.13,908.81,922.39,932.78,940.77,948.75,961.81,971.8,980.25,Upgrade
14,Other Long-Term Assets,3579,3518,3123,2534,2454,3623,3298,2599,2378,3724,3614,2759,2759,4646,4370,4761,4551,6488,5040,4316,Upgrade
15,Total Assets,847902,804871,793466,787550,818930,796739,805356,805795,810638,860800,844199,823941,847791,811547,1032992,1027163,1063402,1037039,1036293,1041655,Upgrade
16,Accounts Payable,4997,2759,559.45,306.66,4842,852.31,1047,59.68,814.42,1607,3432,296.78,3369,2536,1298,173.52,3987,2149,1881,275.83,Upgrade
17,Accrued Expenses,29654,16118,11751,5359,22554,15984,11319,8439,21818,22524,20512,4905,18496,18785,10488,3197,16290,5749,8264,3434,Upgrade
18,Short-Term Debt,134998,85269,76983,68798,119671,79052,69406,69341,95505,95000,89991,37980,109293,74318,76613,73739,80986,70597,72693,70856,Upgrade
19,Current Portion of Long-Term Debt,-,9117,21197,21197,27130,5340,19874,22261,25069,0,-,35358,20895,8446,24910,24910,39361,17627,17627,18826,Upgrade
20,Current Income Taxes Payable,-,0.3,0.23,-,-,0.32,0.26,-,-,0.39,-,0.1,-,0.46,-,-,-,105.7,356.62,-,Upgrade
21,Other Current Liabilities,6182,52619,49947,49000,2255,38451,39109,39645,1806,57547,46881,51210,2166,12335,225130,223530,222005,225105,220897,231599,Upgrade
22,Total Current Liabilities,175831,165881,160438,144661,176453,139680,140755,139746,145012,176678,160815,129748,154218,116421,338440,325550,362628,321333,321718,324991,Upgrade
23,Long-Term Debt,64708,90332,90332,90332,90332,117463,117463,117463,117463,142532,142532,142532,142532,163472,163472,163472,163472,183913,183913,181987,Upgrade
24,Total Liabilities,240539,256214,250770,234993,266786,257143,258217,257209,262475,319210,303347,272280,296750,279893,501912,489022,526100,505246,505632,506978,Upgrade
25,Common Stock,302066,302066,302066,302066,302066,302066,302066,302066,302066,302066,302066,302066,302066,302066,302066,302066,302066,302066,302066,302066,Upgrade
26,Additional Paid-In Capital,-5533,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
27,Retained Earnings,310829,252123,246162,256023,255611,243063,250605,252052,251629,245057,244318,255128,254507,235121,234547,241607,240769,235259,234128,238144,Upgrade
28,Comprehensive Income & Other,-,-5533,-5533,-5533,-5533,-5533,-5533,-5533,-5533,-5533,-5533,-5533,-5533,-5533,-5533,-5533,-5533,-5533,-5533,-5533,Upgrade
29,Shareholders' Equity,607363,548657,542696,552557,552145,539596,547138,548586,548163,541590,540852,551661,551041,531654,531080,538140,537302,531793,530662,534677,Upgrade
30,Total Liabilities & Equity,847902,804871,793466,787550,818930,796739,805356,805795,810638,860800,844199,823941,847791,811547,1032992,1027163,1063402,1037039,1036293,1041655,Upgrade
31,Total Debt,199706,184718,188513,180327,237134,201855,206743,209065,238037,237531,232523,215869,272719,246236,264995,262121,283818,272137,274233,271668,Upgrade
32,Net Cash (Debt),-124690,-152772,-174931,-166720,-219163,-178074,-199276,-190268,-224822,-218311,-217300,-203328,-247677,-235582,-33154,-29599,-34127,-28773,-32039,-32409,Upgrade
33,Net Cash Per Share,-4126.89,-5057.56,-5791.14,-5519.33,-7255.45,-5895.19,-6597.09,-6298.89,-7442.79,-7227.25,-7193.78,-6731.25,-8199.42,-7799.02,-1097.57,-979.89,-1129.77,-952.54,-1060.67,-1072.90,Upgrade
34,Filing Date Shares Outstanding,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,Upgrade
35,Total Common Shares Outstanding,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,Upgrade
