,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+14 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+14 Quarters
0,Cash & Equivalents,85.78,85.78,189.71,189.71,104.47,-,106.45,-,106.64,-,7.81,-,67.35,-,63.7,-,46.91,-,42.58,-,Upgrade
1,Short-Term Investments,0.18,0.18,7.57,7.57,7.58,-,7.55,-,7.55,-,3.16,-,1.6,-,2.1,-,2.36,-,2.98,-,Upgrade
2,Cash & Short-Term Investments,85.96,85.96,197.28,197.28,112.05,113.99,113.99,114.18,114.18,10.97,10.97,-,68.95,65.79,65.79,-,49.27,45.56,45.56,-,Upgrade
3,Cash Growth,-23.29%,-24.60%,73.06%,72.77%,-1.87%,939.33%,939.33%,-,65.62%,-83.33%,-83.33%,-,39.93%,44.41%,44.41%,-,250.55%,58.10%,58.10%,-,Upgrade
4,Accounts Receivable,44.38,44.38,49.57,49.57,37.88,-,32.86,-,52.6,-,498.05,-,34.55,-,137.53,-,207.52,-,59.39,-,Upgrade
5,Other Receivables,25.85,25.85,22.19,22.19,26.97,-,14.74,-,-,-,3.73,-,-,-,7.44,-,-,-,6.57,-,Upgrade
6,Receivables,70.23,70.23,71.76,71.76,64.84,-,47.6,-,52.6,-,501.77,-,34.55,-,144.97,-,207.52,-,65.95,-,Upgrade
7,Inventory,156.39,156.39,58.3,58.3,208.32,-,124.14,-,103.94,-,42.13,-,110.93,-,80.85,-,79.14,-,85.74,-,Upgrade
8,Other Current Assets,185.91,185.91,144.93,144.93,64.59,-,180.55,-,159.93,-,15.21,-,267.88,-,85.69,-,63.04,-,107.68,-,Upgrade
9,Total Current Assets,498.47,498.47,472.27,472.27,449.8,-,466.29,-,430.65,-,570.08,-,482.3,-,377.31,-,398.97,-,304.94,-,Upgrade
