,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,289,211,223,360,332,422,641,594,571,516,415,Upgrade
1,Market Cap Growth,-41.30%,-41.30%,-32.94%,-14.81%,-48.17%,-28.95%,12.33%,15.15%,37.74%,-34.00%,-43.01%,Upgrade
2,Enterprise Value,496,149,349,196,347,64,677,37,328,-54,248,Upgrade
3,Last Close Price,0.37,0.27,0.28,0.46,0.42,0.54,0.82,0.76,0.73,0.66,0.53,Upgrade
4,PE Ratio,-,-,-,-,5.33,9.06,11.53,3.66,3.68,5.41,3.28,Upgrade
5,Forward PE,-,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,Upgrade
6,PS Ratio,0.15,0.11,0.11,0.20,0.17,0.23,0.32,0.27,0.28,0.27,0.21,Upgrade
7,PB Ratio,0.10,0.07,0.07,0.11,0.10,0.12,0.18,0.17,0.17,0.17,0.13,Upgrade
8,P/TBV Ratio,0.09,0.09,0.09,0.14,0.12,0.15,0.22,0.20,0.20,0.19,0.15,Upgrade
9,P/FCF Ratio,-,-,3.03,-,-3.96,-,-34.39,-,12.19,-,24.88,Upgrade
10,P/OCF Ratio,43.25,-,2.81,-,-6.63,-,55.39,-,5.42,-,8.47,Upgrade
11,PEG Ratio,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,Upgrade
12,EV/Sales Ratio,0.26,0.08,0.17,0.11,0.18,0.04,0.34,0.02,0.16,-,0.13,Upgrade
13,EV/EBITDA Ratio,-,-,-,1.53,2.13,0.43,4.00,0.13,1.26,-,1.08,Upgrade
14,EV/EBIT Ratio,-,-,-,-,9.49,2.67,17.63,0.23,2.18,-,2.09,Upgrade
15,EV/FCF Ratio,-532.55,-,4.75,-,-4.13,-,-36.30,-,7.00,-,14.86,Upgrade
16,Debt / Equity Ratio,0.10,0.10,0.10,0.07,0.06,0.06,0.03,0.06,0.08,0.06,0.09,Upgrade
17,Debt / FCF Ratio,-,-,4.32,-,-2.59,-,-6.70,-,5.52,-,17.44,Upgrade
18,Return on Capital Employed (ROCE),-,-,-,-,1.07%,0.68%,1.05%,4.57%,4.33%,2.95%,3.76%,Upgrade
19,Earnings Yield,-57.82%,-79.24%,-49.90%,8.61%,18.75%,11.03%,8.67%,27.32%,27.16%,18.48%,30.46%,Upgrade
20,FCF Yield,-0.32%,-0.44%,32.96%,-7.74%,-25.24%,15.37%,-2.91%,-8.59%,8.20%,37.23%,4.02%,Upgrade
21,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,0.03%,Upgrade,
22,Total Shareholder Return,-,-,-,-,-,-,-,-,-,0.03%,Upgrade,
