,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,22.62,26.97,15.14,20.85,31.49,33.39,53.77,63.85,67.73,47.84
1,Cash & Short-Term Investments,22.62,26.97,15.14,20.85,31.49,33.39,53.77,63.85,67.73,47.84
2,Cash Growth,49.39%,29.32%,-51.93%,-37.56%,-41.42%,-47.71%,-20.61%,33.48%,-13.79%,-36.80%
3,Accounts Receivable,153.29,166.49,106.56,127.51,108.43,124.85,226.76,142.71,174.35,137.32
4,Other Receivables,0.18,-15.92,23.43,-10.14,4.62,0.18,8.44,4.01,18.73,17.27
5,Receivables,153.47,150.57,129.99,117.37,113.04,125.03,238.49,150.01,193.08,154.59
6,Inventory,26.58,28.27,33.71,52.83,45.07,40.02,23.41,35.85,37.31,34.66
7,Prepaid Expenses,1.47,2.48,2.51,2.59,3.68,4.13,0.75,2.49,3.35,3.53
8,Other Current Assets,0.91,10.66,0.96,0.72,0.95,0.84,1.76,1.65,1.97,1.69
9,Total Current Assets,205.04,218.95,182.3,194.35,194.24,203.42,318.18,253.85,303.43,242.3
10,"Property, Plant & Equipment",57.83,61.47,63.49,65.44,68.54,74.25,76.88,81.02,85.02,90.91
11,Goodwill,15.53,15.53,15.82,15.82,16.82,16.82,18.12,18.12,18.12,18.15
12,Other Intangible Assets,6.4,6.4,6.4,6.4,6.75,6.75,7.61,7.61,8.46,8.46
13,Long-Term Accounts Receivable,-,-,-,-,-,2.71,-,-,-,-
14,Long-Term Deferred Tax Assets,10.07,10.07,10.78,10.78,11.78,11.78,4.13,4.13,2.48,2.51
15,Other Long-Term Assets,9.16,9.05,8.89,8.78,8.62,8.51,19.95,19.84,8.08,7.97
16,Total Assets,304.03,321.48,287.67,301.57,306.75,324.24,444.86,384.58,428.82,373.52
17,Accounts Payable,124.71,74.74,96.42,84.3,128.7,83.89,92.48,62.62,55.95,53.3
18,Accrued Expenses,-,-,-,-,-,-,2.7,-,2.57,-
19,Short-Term Debt,116.73,188.55,127.08,145.59,122.26,165.16,229.05,237.08,246.7,231.44
20,Current Portion of Leases,0.62,1.06,0.99,1.05,1.85,3.47,2.73,6.23,6.88,8.63
21,Current Income Taxes Payable,-,-,0.14,0.14,-,-,-,-,-,-
22,Other Current Liabilities,13.92,16.24,11.12,10.83,9.19,15.84,19.52,14.76,17.56,13.42
23,Total Current Liabilities,255.98,280.58,235.75,241.91,262,268.37,346.47,320.68,329.66,306.79
24,Long-Term Debt,-,-,-,-,-,18.99,20.7,-,34,-
25,Long-Term Leases,4.27,4.49,3.78,4.38,4.41,5.61,5.56,3.32,4.45,6.9
26,Long-Term Deferred Tax Liabilities,5.45,6.11,5.64,6.06,2.34,2.36,0.68,0.67,1.01,0.79
27,Total Liabilities,268.26,294.15,247.35,254.57,270.82,297.39,376.18,327.58,371.74,316.83
28,Common Stock,11.52,9.6,9.6,9.6,8,8,8,8,8,8
29,Additional Paid-In Capital,72.94,69.74,69.74,69.74,66.54,66.54,66.54,66.54,66.54,66.54
30,Retained Earnings,-90.29,-93.5,-83.1,-75.14,-83.74,-95.07,-55.89,-56.22,-22.4,-22.97
31,Comprehensive Income & Other,41.61,41.49,44.09,42.81,45.13,47.37,50.03,38.69,4.93,5.12
32,Shareholders' Equity,35.77,27.33,40.32,47,35.93,26.85,68.68,57,57.08,56.69
33,Total Liabilities & Equity,304.03,321.48,287.67,301.57,306.75,324.24,444.86,384.58,428.82,373.52
34,Total Debt,121.62,194.1,131.85,151.02,128.53,193.23,258.04,246.62,292.03,246.96
35,Net Cash (Debt),-99,-167.14,-116.71,-130.17,-97.03,-159.84,-204.27,-182.77,-224.3,-199.13
36,Net Cash Per Share,-0.39,-0.70,-0.49,-0.57,-0.49,-0.80,-1.02,-0.91,-1.12,-1.00
37,Filing Date Shares Outstanding,288,240,240,240,200,200,200,200,200,200
38,Total Common Shares Outstanding,288,240,240,240,200,200,200,200,200,200
39,Working Capital,-50.94,-61.63,-53.45,-47.55,-67.76,-64.95,-28.29,-66.83,-26.23,-64.48
40,Book Value Per Share,0.12,0.11,0.17,0.20,0.18,0.13,0.34,0.29,0.29,0.28
41,Tangible Book Value,13.84,5.4,18.11,24.79,12.36,3.27,42.95,31.28,30.49,30.08
42,Tangible Book Value Per Share,0.05,0.02,0.08,0.10,0.06,0.02,0.21,0.16,0.15,0.15
43,Land,-,-,-,-,-,-,-,33.65,-,33.23
44,Buildings,-,31.7,-,31.64,-,31.84,-,-,-,-
45,Machinery,-,55.12,-,54,-,54.42,-,65.35,-,63.69
46,Construction In Progress,-,-,-,-,-,0.16,-,0.16,-,0.78
47,Leasehold Improvements,-,22.11,-,22.1,-,21.77,-,20.54,-,19.96
