,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,273.59,249.21,322.18,285.7,337.74,209.81,246.16,177,194.27,275.72
1,Revenue Growth (YoY),-15.08%,-12.77%,-4.61%,36.17%,37.20%,18.54%,26.71%,-35.80%,-38.36%,-2.94%
2,Cost of Revenue,221.97,208.33,271.08,231.3,284.95,183.11,211.79,167.68,159.75,215.67
3,Gross Profit,51.61,40.88,51.11,54.4,52.79,26.7,34.37,9.32,34.53,60.05
4,"Selling, General & Admin",35.4,37.53,39.44,38.86,42.15,39.61,36.07,36.95,38.39,57.96
5,Other Operating Expenses,-1.39,-2.57,-3.86,-3.11,-3.59,-1.82,-3.59,0.32,-4.26,-0.55
6,Operating Expenses,39.16,45.94,50.7,37.85,38.55,75.46,32.48,44.58,34.14,110.48
7,Operating Income,12.45,-5.06,0.41,16.54,14.24,-48.76,1.89,-35.26,0.39,-50.43
8,Interest Expense,-6.22,-2.53,-5.06,-2.67,-4.4,-1.87,-2.32,-1.96,-4.08,-5
9,Interest & Investment Income,0.62,0.62,0.71,3.95,0.01,1.33,0.92,2.21,0.1,0.27
10,Currency Exchange Gain (Loss),-0.12,2.15,-1.1,-0.25,1.38,2.58,-0.26,-1.99,-0.49,-0.92
11,Other Non Operating Income (Expenses),-3.54,-5.16,-2.92,-3.97,0.11,2.15,0.11,-0.7,2.06,-2.22
12,EBT Excluding Unusual Items,3.21,-9.98,-7.96,13.61,11.33,-44.56,0.33,-37.69,-2.02,-58.3
13,Gain (Loss) on Sale of Assets,-,0.29,-,0.04,-,-0.37,-,-0.01,-,0.11
14,Asset Writedown,-,-,-,-0.35,-,-0.86,-,-0.86,-,-2.39
15,Other Unusual Items,-,-,-,-,-,-,-,2.4,2.89,-
16,Pretax Income,3.21,-9.69,-7.96,13.3,11.33,-45.79,0.33,-36.15,0.87,-60.57
17,Income Tax Expense,-,0.71,-,4.7,-,-6.61,-,-2.33,0.3,-0.79
18,Net Income,3.21,-10.4,-7.96,8.6,11.33,-39.18,0.33,-33.83,0.57,-59.79
19,Net Income to Common,3.21,-10.4,-7.96,8.6,11.33,-39.18,0.33,-33.83,0.57,-59.79
20,Net Income Growth,-,-,-,-,3343.16%,-,-42.48%,-,-50.30%,-
21,Shares Outstanding (Basic),252,240,240,227,200,200,200,200,200,200
22,Shares Outstanding (Diluted),252,240,240,227,200,200,200,200,200,200
23,Shares Change (YoY),5.03%,5.88%,20.00%,13.33%,-,-,-,-,-,2.60%
24,EPS (Basic),0.01,-0.04,-0.03,0.04,0.06,-0.20,0.00,-0.17,0.00,-0.30
25,EPS (Diluted),0.01,-0.04,-0.03,0.04,0.06,-0.20,0.00,-0.17,0.00,-0.30
26,EPS Growth,-,-,-,-,3343.16%,-,-42.48%,-,-50.30%,-
27,Free Cash Flow,62.09,-36.47,17.81,-27.93,64.4,45.29,-28.27,10.89,-21.24,28.34
28,Free Cash Flow Per Share,0.25,-0.15,0.07,-0.12,0.32,0.23,-0.14,0.05,-0.11,0.14
29,Operating Margin,4.55%,-2.03%,0.13%,5.79%,4.21%,-23.24%,0.77%,-19.92%,0.20%,-18.29%
30,Profit Margin,1.17%,-4.17%,-2.47%,3.01%,3.35%,-18.67%,0.13%,-19.11%,0.29%,-21.68%
31,Free Cash Flow Margin,22.70%,-14.63%,5.53%,-9.78%,19.07%,21.59%,-11.49%,6.15%,-10.93%,10.28%
32,EBITDA,14.93,-2.92,3.12,18.77,17.06,-46.3,4.59,-32.68,3.3,-45.57
33,D&A For EBITDA,2.48,2.14,2.72,2.22,2.82,2.45,2.7,2.58,2.91,4.87
34,EBIT,12.45,-5.06,0.41,16.54,14.24,-48.76,1.89,-35.26,0.39,-50.43
