,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,29.66,37.88,67.98,39.93,41.15,46.81,41.62,19,34.07,22.55,20.96,16.42,27.29,23.58,-,27.8,-,-,-
1,Cash & Short-Term Investments,29.66,37.88,67.98,39.93,41.15,46.81,41.62,19,34.07,22.55,20.96,16.42,27.29,23.58,27.8,27.8,-,-,9.94
2,Cash Growth,-27.92%,-19.07%,63.33%,110.16%,20.77%,107.56%,98.56%,15.73%,24.87%,-4.35%,-24.60%,-40.94%,-,-,179.59%,-,-,-,-
3,Accounts Receivable,381.75,433.29,326.43,347.39,340.26,244.87,264.18,200.09,253.89,220.01,285.28,235.42,247.55,213.6,-,227.57,-,-,-
4,Other Receivables,0.01,3.11,0,0.01,0.08,0.04,0.28,0.2,0.19,0.34,0.61,1.53,0.54,0.57,-,0.37,-,-,-
5,Receivables,381.76,436.4,326.43,347.4,340.34,244.91,264.46,200.29,254.08,220.35,285.89,236.96,248.09,214.16,-,227.94,-,-,-
6,Inventory,237.61,200,201.5,226.56,216.18,287.28,295.22,304.91,224.98,311.59,264.17,228.02,128.42,191.18,-,110.13,-,-,-
7,Other Current Assets,7.17,1.96,8.69,9.34,6.37,6.48,15.77,23.32,9.54,7.45,6.64,16.75,9.97,16.95,-,10.97,-,-,-
8,Total Current Assets,656.2,676.24,604.6,623.22,604.05,585.48,617.06,547.52,522.68,561.95,577.66,498.14,413.78,445.88,-,376.84,-,-,-
9,"Property, Plant & Equipment",973.28,996.41,1023,1040,1065,1101,1133,1169,1177,1200,1219,1237,1168,1162,-,1063,-,-,-
10,Long-Term Investments,90.19,90.19,90.19,90.19,92.1,92.1,92.1,92.1,91.94,91.94,91.94,91.94,91.05,91.05,-,91.05,-,-,-
11,Other Intangible Assets,92.02,93.22,90.86,91.76,89.43,90.04,90.67,91.31,91.96,91.5,91.95,92.68,93.41,94.15,-,96.08,-,-,-
12,Long-Term Deferred Tax Assets,2.97,3.23,3.95,3.87,3.89,3.78,3.91,3.69,9.86,9.24,9.34,8.82,9.71,8.89,-,9.69,-,-,-
13,Other Long-Term Assets,12.35,3.04,1.57,2.46,19.41,13.61,13.91,11.28,13.27,13.46,11.99,11.21,27.44,26.4,-,22.09,-,-,-
14,Total Assets,1827,1862,1814,1851,1874,1886,1951,1915,1907,1968,2002,1940,1803,1829,-,1659,-,-,-
15,Accounts Payable,144.14,170.09,149.43,135.39,131.36,109.74,145.57,170.47,165.53,177.1,192.55,228.54,157.29,257.39,-,195.38,-,-,-
16,Accrued Expenses,8.02,19.59,8,13.98,7.54,13.15,7.1,13.29,9.46,13.13,8.87,13.58,10.24,15.76,-,16.01,-,-,-
17,Short-Term Debt,-,-,25,100,144.45,196.95,212.21,156.94,152.29,177.89,115.74,68.18,10,306.12,-,347.85,-,-,-
18,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,-,-,0.08,0.06,-,-,-,-,-,-,-
19,Current Income Taxes Payable,5.78,3.61,9.42,1.63,7.7,-,7.34,-,10.73,-,2.11,-,2.13,7.22,-,6.93,-,-,-
20,Current Unearned Revenue,3.7,5.96,5.2,4.21,7.28,3.12,5.61,3.51,5.48,7.1,7.61,3.82,6.85,5.76,-,6.96,-,-,-
21,Other Current Liabilities,2.26,0.72,3.43,0.74,2.26,2.17,2.18,0.47,1.99,0.57,2.7,0.91,6.45,0.92,-,1.25,-,-,-
22,Total Current Liabilities,163.91,199.97,200.48,255.95,300.59,325.11,380.02,344.68,345.48,375.8,329.66,315.1,192.96,593.17,-,574.38,-,-,-
23,Long-Term Debt,-,-,-,-,-,-,-,-,-,20,20,-,0.06,137.7,-,72.1,-,-,-
24,Long-Term Unearned Revenue,16.99,17.64,18.29,18.94,19.44,20.16,20.89,21.61,22.34,23.06,23.78,24.51,25.23,25.96,-,26.1,-,-,-
25,Long-Term Deferred Tax Liabilities,9.41,8.78,8.43,8.42,9.61,9.85,9.73,9.84,12.82,12.83,12.84,12.84,12.72,12.73,-,12.74,-,-,-
26,Total Liabilities,190.31,226.39,227.2,283.31,329.64,355.12,410.63,376.13,380.64,431.69,386.28,352.45,230.97,769.56,-,685.32,-,-,-
27,Common Stock,100,100,100,100,100,100,100,100,100,100,100,100,100,75,-,75,-,-,-
28,Additional Paid-In Capital,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,523.33,-,523.33,-,-,-
