,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,172648,198271,187559,183613,116824,130534,116689,138207,103975,102760,134100,128832,136149,147141,127764,129201,150667,85777,81082,75630,99300,Upgrade
1,Market Cap Growth,51.89%,51.89%,60.73%,32.85%,12.36%,27.03%,-12.98%,7.28%,-23.63%,-30.16%,4.96%,-0.29%,-9.64%,71.54%,57.57%,70.83%,51.73%,6.21%,-9.19%,-30.73%,14.19%,Upgrade
2,Enterprise Value,192336,219084,201345,207625,146818,154423,137504,163114,127920,123561,160424,158539,165809,185128,162124,166611,180080,121148,111520,109765,135208,Upgrade
3,Last Close Price,6.35,7.63,7.14,6.49,4.17,4.91,4.00,4.53,3.44,2.93,4.18,3.83,3.85,4.54,4.32,4.37,4.70,2.54,2.35,1.98,3.04,Upgrade
4,PE Ratio,8.54,12.71,13.46,16.93,12.85,37.96,41.18,26.34,15.16,13.59,16.72,17.70,21.72,28.48,28.48,37.70,54.48,33.82,35.93,34.84,47.80,Upgrade
5,Forward PE,9.85,11.07,11.48,12.68,7.45,10.52,10.66,12.57,12.74,9.94,11.84,10.56,22.44,22.44,22.44,19.92,31.63,19.94,25.15,23.57,26.87,Upgrade
6,PS Ratio,0.57,0.86,0.86,0.90,0.57,0.71,0.64,0.70,0.53,0.52,0.63,0.58,0.64,0.76,0.70,0.83,1.12,0.65,0.70,0.80,1.29,Upgrade
7,PB Ratio,1.94,2.29,2.30,2.27,1.47,1.81,1.70,1.98,1.48,1.52,2.04,2.11,2.30,2.52,2.26,2.30,2.68,1.54,1.49,1.39,1.79,Upgrade
8,P/TBV Ratio,4.24,4.24,4.44,4.35,2.93,4.19,4.03,3.88,2.89,3.08,4.32,4.82,5.53,6.42,6.08,6.41,7.47,3.59,3.67,3.51,4.51,Upgrade
9,P/FCF Ratio,8.88,13.02,24.07,37.85,40.51,-,45.55,12.66,-,13.33,17.08,-,58.10,-17.11,-,-41.39,-,10.30,-,15.72,-,Upgrade
10,P/OCF Ratio,7.88,7.88,9.94,10.34,6.82,8.25,6.87,5.71,5.95,6.43,8.56,-,17.92,90.42,-,21.04,-,7.54,-,9.71,52.07,Upgrade
11,PEG Ratio,0.61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,EV/Sales Ratio,0.83,0.94,0.93,1.02,0.72,0.84,0.76,0.83,0.65,0.62,0.76,0.72,0.78,0.96,0.89,1.08,1.34,0.92,0.96,1.16,1.76,Upgrade
13,EV/EBITDA Ratio,5.67,6.10,6.29,10.43,8.52,12.64,14.91,12.32,6.80,6.30,7.23,6.52,7.88,9.32,7.46,9.20,15.55,18.17,36.10,-,-,Upgrade
14,EV/EBIT Ratio,5.97,6.81,7.19,12.65,11.09,19.60,27.75,19.31,9.04,8.14,9.19,8.18,10.29,12.38,9.53,12.35,25.36,48.28,-111.25,-,-,Upgrade
15,EV/FCF Ratio,12.63,14.38,25.84,42.80,50.91,-,53.68,14.94,-,16.03,20.43,-,70.76,-21.52,-,-53.38,-,14.54,-,22.82,-,Upgrade
16,Debt / Equity Ratio,0.63,0.63,0.69,0.58,0.67,0.88,0.86,0.77,0.78,0.95,0.87,1.21,0.98,1.10,1.07,1.13,1.00,0.97,0.98,1.03,0.91,Upgrade
17,Debt / EBITDA Ratio,1.61,1.69,1.02,2.24,1.58,3.13,10.06,5.57,3.55,7.74,2.73,2.09,2.52,4.36,2.40,2.91,3.04,2.53,5.21,-,-,Upgrade
18,Debt / FCF Ratio,3.59,3.59,7.23,9.63,18.48,-,22.95,4.89,-,8.29,7.27,-,24.73,-7.46,-,-20.32,-,6.49,-,11.67,-,Upgrade
19,Asset Turnover,1.13,1.25,1.05,1.22,0.98,0.99,1.08,0.97,1.00,1.17,1.17,1.35,1.24,1.39,1.25,1.06,1.10,0.79,0.74,1.18,Upgrade,
20,Inventory Turnover,5.18,5.45,5.63,5.22,5.53,4.66,5.21,5.50,4.87,5.47,5.86,5.11,6.45,6.22,6.82,6.48,5.54,5.43,4.40,4.74,6.93,Upgrade
21,Quick Ratio,0.81,0.81,0.84,0.92,0.91,0.83,0.89,0.93,0.86,0.92,0.92,0.69,0.69,0.74,0.65,0.71,0.64,0.80,0.75,0.84,0.76,Upgrade
22,Current Ratio,1.46,1.46,1.52,1.64,1.71,1.56,1.62,1.73,1.71,1.69,1.75,1.35,1.40,1.39,1.34,1.31,1.35,1.48,1.51,1.44,1.57,Upgrade
23,Return on Equity (ROE),16.59%,21.24%,12.72%,36.01%,10.17%,2.20%,1.78%,6.27%,9.61%,22.25%,15.42%,10.03%,11.61%,13.64%,10.35%,6.41%,5.73%,4.69%,3.39%,4.77%,Upgrade,
24,Return on Assets (ROA),9.04%,15.70%,5.91%,9.59%,4.97%,0.75%,1.54%,3.25%,1.34%,5.16%,10.10%,6.13%,3.75%,7.93%,7.00%,5.43%,7.74%,2.71%,-3.77%,-2.30%,Upgrade,
25,Return on Capital (ROIC),13.00%,23.18%,8.70%,13.92%,7.45%,1.14%,2.32%,4.75%,1.95%,7.77%,15.01%,8.69%,5.08%,10.40%,9.12%,7.01%,9.75%,3.35%,-4.65%,-2.88%,Upgrade,
26,Return on Capital Employed (ROCE),24.60%,24.60%,21.22%,12.21%,9.69%,5.85%,3.64%,6.40%,10.89%,12.04%,14.00%,16.92%,15.12%,14.31%,17.69%,14.01%,7.47%,2.67%,-1.10%,-,-,Upgrade
27,Earnings Yield,9.03%,7.87%,7.43%,5.91%,7.78%,2.63%,2.43%,3.80%,6.60%,7.36%,5.98%,5.65%,4.60%,3.51%,3.51%,2.65%,1.84%,2.96%,2.78%,2.87%,2.09%,Upgrade
28,FCF Yield,8.82%,7.68%,4.16%,2.64%,2.47%,0.91%,2.20%,7.90%,5.37%,7.50%,5.85%,-2.53%,1.72%,-5.85%,-2.20%,-2.42%,0.69%,9.71%,1.35%,6.36%,-1.14%,Upgrade
29,Dividend Yield,2.67%,-,-,-,4.08%,-,-,-,2.80%,-,-,-,2.27%,-,-,-,0.83%,-,-,-,1.58%,Upgrade
30,Payout Ratio,54.44%,144.46%,33.61%,41.30%,26.85%,160.21%,239.86%,314.69%,213.09%,198.12%,21.39%,20.75%,41.80%,89.89%,23.55%,42.22%,79.57%,80.51%,198.45%,104.78%,104.75%,Upgrade
31,Buyback Yield / Dilution,5.91%,-2.76%,12.10%,2.01%,-0.27%,6.82%,-18.87%,2.08%,-10.19%,2.22%,-0.34%,-0.73%,-0.51%,-0.88%,-0.13%,-0.45%,7.90%,-3.49%,3.03%,0.55%,-1.32%,Upgrade
32,Total Shareholder Return,8.58%,-2.76%,12.10%,2.01%,3.81%,6.82%,-18.87%,2.08%,-7.39%,2.22%,-0.34%,-0.73%,1.76%,-0.88%,-0.13%,-0.45%,8.74%,-3.49%,3.03%,0.55%,0.27%,Upgrade
