,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,172,132,86,110,103,116,103,133,130,116,123,Upgrade
1,Market Cap Growth,20.20%,20.20%,-16.13%,-5.71%,0%,-12.50%,-20.51%,14.29%,5.41%,-50.10%,-38.07%,Upgrade
2,Enterprise Value,156,110,91,118,111,138,109,151,151,151,154,Upgrade
3,Last Close Price,0.31,0.24,0.16,0.28,0.27,0.30,0.27,0.34,0.34,0.30,0.32,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-25.76,-,-,Upgrade
5,PS Ratio,2.25,1.89,1.37,1.75,1.39,1.22,0.96,1.02,1.13,0.93,0.79,Upgrade
6,PB Ratio,1.49,1.14,0.70,1.04,0.94,0.95,0.82,1.00,0.96,0.86,0.88,Upgrade
7,P/TBV Ratio,1.14,1.14,0.70,1.04,0.94,0.97,0.83,1.02,0.98,0.88,0.90,Upgrade
8,P/FCF Ratio,-,-,-,8.80,5.79,-18.49,-,7.69,6.56,7.91,-13.76,Upgrade
9,P/OCF Ratio,-,-,-,7.40,5.11,-18.59,-,7.53,6.45,7.53,-15.03,Upgrade
10,EV/Sales Ratio,2.24,1.58,1.44,1.88,1.50,1.44,1.01,1.16,1.31,1.21,1.00,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-76.51,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-33.35,-,-,Upgrade
13,EV/FCF Ratio,-13.41,-,-,9.45,6.25,-21.90,-,8.72,7.62,10.26,-17.27,Upgrade
14,Debt / Equity Ratio,0.02,0.02,0.04,0.10,0.13,0.09,0.23,0.11,0.18,0.26,0.32,Upgrade
15,Debt / FCF Ratio,-,-,-,0.87,0.79,-1.67,-,0.83,1.25,2.34,-5.05,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-3.31%,-,-,Upgrade
17,Earnings Yield,-10.72%,-13.97%,-18.14%,-16.26%,-16.09%,-8.58%,-8.45%,-1.36%,-3.88%,-22.36%,-26.30%,Upgrade
18,FCF Yield,-6.79%,-8.84%,1.30%,11.37%,17.27%,-5.41%,-3.41%,13.01%,15.23%,12.63%,-7.27%,Upgrade
19,Buyback Yield / Dilution,-31.05%,-66.67%,-4.16%,-,-32.48%,-,-,-,-2.25%,-15.49%,-18.52%,Upgrade
20,Total Shareholder Return,-31.05%,-66.67%,-4.16%,-,-32.48%,-,-,-,-2.25%,-15.49%,-18.52%,Upgrade
