,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,59151,44918,45279,60707,83174,60098,32418,56338,33676,58496
1,Investment Securities,334457,362159,359426,359660,307234,214766,239748,225592,210339,208343
2,Trading Asset Securities,88639,61174,53133,35616,44057,22068,17355,19661,29444,37873
3,Total Investments,423096,423333,412560,395276,351291,236834,257103,245254,239783,246216
4,Gross Loans,773066,776107,793683,747256,721029,423757,421951,389235,372968,331719
5,Allowance for Loan Losses,-25216,-24303,-26569,-23250,-21327,-14254,-14011,-13103,-12257,-10578
6,Other Adjustments to Gross Loans,-1406,-824.95,-444.35,-287.85,-98.53,-11.25,-12.17,-19.65,-4107,-3849
7,Net Loans,746444,750979,766669,723718,699603,409491,407927,376112,356605,317292
8,"Property, Plant & Equipment",7979,8490,8788,9131,9180,4939,4833,5078,5149,5282
9,Goodwill,1982,1982,1982,1982,1982,970.78,970.78,970.78,970.78,970.78
10,Other Intangible Assets,1966,2089,2062,2132,2083,1575,1530,1585,1541,1459
11,Investments in Real Estate,21.8,23.11,24.71,26.3,23.18,2.05,2.42,2.8,3.18,3.55
12,Accrued Interest Receivable,7578,6416,4775,6401,3654,4469,4342,3909,2933,3210
13,Other Receivables,1970,833.6,3150,1031,1712,1709,2046,2307,1976,2081
14,Restricted Cash,44689,42024,43419,42494,46136,27410,29846,29051,28925,33010
15,Other Current Assets,108,173.8,92.97,620.01,2212,-,917.67,2041,23382,5750
16,Long-Term Deferred Tax Assets,12093,10797,10377,10206,10535,5773,5495,4833,4655,3651
17,Other Real Estate Owned & Foreclosed,1329,1325,1347,1347,1304,1173,1489,1516,1586,1765
18,Other Long-Term Assets,52994,52782,61687,71336,53986,13418,3695,28042,22149,30177
19,Total Assets,1361668,1346446,1362496,1326736,1267299,768233,753001,757482,723808,709885
20,Accrued Expenses,2605,3226,2728,4065,2361,2592,2092,2753,2226,2883
21,Interest Bearing Deposits,913562,876070,890853,857312,850803,475698,505727,484068,463206,442116
22,Non-Interest Bearing Deposits,-,-,-,-,-,-,3139,-,9424,4303
23,Total Deposits,913562,876070,890853,857312,850803,475698,508866,484068,472630,446419
24,Short-Term Borrowings,241659,262285,250435,263690,209543,164313,119636,153050,129909,174874
25,Current Portion of Long-Term Debt,70418,68335,75005,55845,56519,33017,35836,33963,37233,3161
26,Current Portion of Leases,279.07,431.62,327.52,316.21,324.39,259.81,358.27,306,329.08,362.02
27,Current Income Taxes Payable,1062,130.3,125.77,81.08,62.57,858.64,126.71,785.82,223.14,799.9
28,Accrued Interest Payable,21106,22418,19244,18061,15196,7395,6766,6662,5619,4890
29,Other Current Liabilities,409.95,187.02,193,184.62,210.09,295.52,254.59,299.02,589.62,1043
30,Long-Term Debt,2502,7365,17771,22361,28082,14443,10702,10482,10849,13230
31,Long-Term Leases,308.37,299.69,465.48,640.04,647.67,467.42,423.28,537.73,564.04,611.86
32,Pension & Post-Retirement Benefits,512.03,492.19,502.42,488.94,477.33,234.63,74.11,79.76,88.3,91.75
33,Other Long-Term Liabilities,8413,8318,8874,10058,10607,6281,6490,5142,4675,3688
34,Total Liabilities,1262835,1249558,1266523,1233102,1174833,705854,691626,698127,664936,652054
35,"Preferred Stock, Redeemable",-,-,-,-,-,-,9633,-,9633,9633
36,"Preferred Stock, Convertible",-,-,9633,9688,9633,9688,-,9633,-,-
37,"Preferred Stock, Other",-,-,-,-55,-,-55,-,-,-,-
38,Total Preferred Equity,-,-,9633,9633,9633,9633,9633,9633,9633,9633
39,Common Stock,36550,36550,36550,36550,36550,20075,20075,20075,20075,20075
40,Additional Paid-In Capital,19182,19182,19505,19505,19505,14477,14477,14477,14477,14477
41,Retained Earnings,23993,22087,21540,19681,18790,16840,15918,13838,13083,12015
42,Comprehensive Income & Other,15195,14686,4276,3859,3870,184.4,147.55,237.8,488.46,544.95
43,Total Common Equity,94919,92505,81870,79595,78714,51577,50618,48629,48124,47112
44,Minority Interest,3914,4384,4470,4406,4120,1169,1125,1094,1115,1086
45,Shareholders' Equity,98833,96888,95973,93635,92466,62380,61376,59355,58872,57831
46,Total Liabilities & Equity,1361668,1346446,1362496,1326736,1267299,768233,753001,757482,723808,709885
47,Total Debt,315166,338717,344004,342851,295117,212500,166956,198338,178885,192238
48,Net Cash (Debt),-91187,-143949,-160986,-154998,-112579,-97370,-82563,-87814,-77916,-67524
49,Net Cash Per Share,-2.49,-3.94,-4.40,-4.24,-4.93,-4.85,-4.11,-4.37,-3.88,-3.36
50,Filing Date Shares Outstanding,36550,36550,36550,36550,36550,20075,20075,20075,20075,20075
51,Total Common Shares Outstanding,36550,36550,36550,36550,36550,20075,20075,20075,20075,20075
52,Book Value Per Share,2.21,2.15,2.13,2.18,2.04,2.57,2.52,2.42,2.40,2.35
53,Tangible Book Value,90971,88434,77826,75481,74649,49032,48117,46073,45612,44682
54,Tangible Book Value Per Share,2.11,2.04,2.02,2.07,1.93,2.44,2.40,2.30,2.27,2.23
