,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Interest Income on Loans,24364,25591,25114,26477,17137,15873,15995,15584,15362,15015
1,Interest Paid on Deposits,13660,14221,14221,13578,8760,7629,7547,7331,7050,6899
2,Net Interest Income,10704,11370,10893,12899,8377,8244,8449,8252,8313,8116
3,Net Interest Income Growth (YoY),-1.73%,-11.85%,30.03%,56.46%,-0.85%,-0.10%,1.64%,1.68%,9.50%,10.61%
4,Income From Trading Activities,492.65,-285.53,597.68,399.6,558.06,242.12,-110.07,-521.73,337.24,243.19
5,Gain (Loss) on Sale of Assets,39.43,33.37,2.41,-107.08,22.67,0.03,-2.28,-6.51,56.11,17.73
6,Gain (Loss) on Sale of Investments,1389,1049,842.96,1033,416.62,236.53,231.48,352.06,783.13,148.95
7,Other Non-Interest Income,1367,465,1215,979.54,1033,841.97,1150,759.95,1103,838.41
8,Total Non-Interest Income,3288,1262,2658,2305,2030,1321,1269,583.77,2279,1248
9,Non-Interest Income Growth (YoY),23.69%,-45.24%,30.94%,74.52%,59.95%,126.23%,-44.31%,-53.23%,10.32%,-33.05%
10,Revenues Before Loan Losses,13992,12632,13551,15204,10407,9565,9718,8836,10592,9364
11,Provision for Loan Losses,8096,5547,7013,6118,5072,3265,4375,2728,5121,3448
12,Revenue,5896,7086,6538,9086,5335,6300,5342,6108,5471,5916
13,Revenue Growth (YoY),-9.82%,-22.02%,22.54%,44.22%,-0.13%,3.15%,-2.35%,3.25%,-8.16%,27.54%
14,Salaries and Employee Benefits,2618,3634,2584,4387,1914,2473,1785,2085,1803,2273
15,Occupancy Expenses,792.68,901.38,882.05,916.41,559.27,518.51,492.21,542.14,542.45,617.99
16,"Selling, General & Administrative",769.15,1721,735.28,1450,717.29,1005,617.37,1274,611.26,1187
17,Other Non-Interest Expense,216.77,198.55,204.86,200.89,134.29,114.78,137.65,147.65,112.69,76.7
18,Total Non-Interest Expense,4321,6342,4325,6932,3182,4114,2930,4046,3085,4181
19,EBT Excluding Unusual Items,1574,743.95,2213,2154,2154,2187,2412,2062,2386,1735
20,Pretax Income,1574,743.95,2213,2154,2154,2187,2412,2062,2386,1735
21,Income Tax Expense,-544.04,-400.46,151.22,468.18,14.44,664.9,300.22,733.71,360.51,607.5
22,Earnings From Continuing Operations,2118,1144,2062,1686,2139,1522,2112,1329,2026,1127
23,Minority Interest in Earnings,-68.91,74.54,-59.9,-129.08,-45.87,-36.09,-32.15,0.03,-53.94,-37.91
24,Net Income,2049,1219,2002,1557,2093,1486,2079,1329,1972,1089
25,Preferred Dividends & Other Adjustments,144,671.36,144,665.17,144,563.01,-,573.49,-,615.05
26,Net Income to Common,1905,547.58,1858,891.71,1949,922.52,2079,755.32,1972,474.28
27,Net Income Growth,2.37%,-21.71%,-4.36%,4.80%,0.66%,11.79%,5.45%,21.98%,-4.94%,93.47%
28,Basic Shares Outstanding,36550,36550,36550,36550,22821,20075,20075,20075,20075,20075
29,Diluted Shares Outstanding,36550,36550,36550,36550,22821,20075,20075,20075,20075,20075
30,Shares Change (YoY),-,0.00%,60.16%,82.07%,13.68%,-,-,-,-,-
31,EPS (Basic),0.05,0.01,0.05,0.02,0.09,0.05,0.10,0.04,0.10,0.02
32,EPS (Diluted),0.05,0.01,0.05,0.02,0.09,0.05,0.10,0.04,0.10,0.02
33,EPS Growth,2.55%,-38.59%,-40.49%,-46.91%,-17.54%,22.14%,5.45%,59.26%,-4.94%,-15.76%
