,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,"Property, Plant & Equipment",24046,23988,23689,23553,23190,22724,22163,22372,22810,25153,Upgrade
1,Cash & Equivalents,5.37,45.88,14.43,141.34,51.85,54.15,32.23,244.02,52.59,120.16,Upgrade
2,Accounts Receivable,4.25,12.46,6.64,6.35,47.83,11.5,13.97,19.43,20.18,10.18,Upgrade
3,Other Receivables,5.88,5.29,7.61,9.5,2.79,2.85,1.12,3.51,6.79,5.08,Upgrade
4,Investment In Debt and Equity Securities,7.04,-,-,-,-,-,-,-,-,-,Upgrade
5,Restricted Cash,344.8,330.36,319.36,124.35,107.54,99.23,88.67,88.49,71.79,75.98,Upgrade
6,Other Current Assets,9.65,9.37,7.09,6.5,7.92,6.93,6.32,6.07,7.4,6.07,Upgrade
7,Other Long-Term Assets,-,1,4.25,7.47,10.66,13.82,-,1.58,6.72,-,Upgrade
8,Total Assets,24423,24392,24048,23849,23419,22912,22305,22735,22975,25370,Upgrade
9,Current Portion of Long-Term Debt,454.22,919.36,2545,5727,350.25,248,4671,4756,747.8,747.24,Upgrade
10,Current Portion of Leases,4.25,6.47,6.41,6.35,6.29,6.82,6.72,10.22,10.1,9.99,Upgrade
11,Long-Term Debt,9882,9421,7680,4454,9616,9744,5297,5292,9159,9184,Upgrade
12,Long-Term Leases,-,1,4.25,7.47,10.66,13.82,-,1.58,6.72,11.8,Upgrade
13,Accounts Payable,46.98,40.24,28.16,70.03,24.48,32.11,23.04,60.8,37.85,41.33,Upgrade
14,Accrued Expenses,223.83,183.72,144.03,0.52,1.05,0.4,0.45,0.96,0.75,0.67,Upgrade
15,Current Income Taxes Payable,3.07,0.6,9.98,6.73,37.72,18.12,17.98,14.06,14.74,40.81,Upgrade
16,Current Unearned Revenue,0.59,0.46,0.64,1.1,1.16,0.44,0.53,0.38,0.45,0.39,Upgrade
17,Other Current Liabilities,66.2,72.31,53.6,70.93,40.06,25.24,17.41,21.82,23.51,43.48,Upgrade
18,Long-Term Deferred Tax Liabilities,661.52,670.37,688.13,696.31,685.98,673.91,656.18,643.04,625.82,619.26,Upgrade
19,Other Long-Term Liabilities,2.87,2.87,0.43,-,2.23,2.67,2.67,2.67,0.43,-,Upgrade
20,Total Liabilities,11345,11318,11161,11041,10776,10766,10693,10804,10627,10699,Upgrade
21,Common Stock,8432,8432,8432,8432,8432,8432,8432,8432,8432,8432,Upgrade
22,Retained Earnings,4386,4405,4244,4170,4019,3538,3033,3354,3762,6040,Upgrade
23,Comprehensive Income & Other,259.1,236.33,210.94,205.35,192.09,176.23,146.95,144.39,153.59,198.58,Upgrade
24,Shareholders' Equity,13078,13074,12887,12808,12643,12147,11612,11931,12348,14671,Upgrade
25,Total Liabilities & Equity,24423,24392,24048,23849,23419,22912,22305,22735,22975,25370,Upgrade
26,Total Debt,10340,10348,10236,10195,9983,10013,9975,10061,9924,9953,Upgrade
27,Net Cash / Debt,-10335,-10302,-10222,-10054,-9931,-9959,-9943,-9817,-9871,-9833,Upgrade
28,Net Cash Per Share,-3.17,-3.16,-3.14,-3.09,-3.05,-3.06,-3.05,-3.01,-3.03,-3.02,Upgrade
29,Filing Date Shares Outstanding,3257,3257,3257,3257,3257,3257,3257,3257,3257,3257,Upgrade
30,Total Common Shares Outstanding,3257,3257,3257,3257,3257,3257,3257,3257,3257,3257,Upgrade
31,Book Value Per Share,4.01,4.01,3.96,3.93,3.88,3.73,3.56,3.66,3.79,4.50,Upgrade
32,Tangible Book Value,13078,13074,12887,12808,12643,12147,11612,11931,12348,14671,Upgrade
33,Tangible Book Value Per Share,4.01,4.01,3.96,3.93,3.88,3.73,3.56,3.66,3.79,4.50,Upgrade
