,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1336,1661,1987,3518,4560,4202,4658,5440,4463,3974,6580,Upgrade
1,Market Cap Growth,-52.78%,-52.78%,-56.43%,-16.28%,-2.10%,-22.75%,4.38%,36.89%,-32.18%,-49.59%,-9.42%,Upgrade
2,Enterprise Value,11670,11963,12209,13572,14491,14161,14601,15256,14334,13807,16422,Upgrade
3,Last Close Price,0.41,0.51,0.61,1.08,1.39,1.23,1.32,1.50,1.18,1.00,1.59,Upgrade
4,PE Ratio,9.49,-,7.48,8.34,4.90,3.32,8.07,-,-,-,-,Upgrade
5,PS Ratio,2.01,2.50,3.22,6.14,7.40,6.50,7.85,7.44,5.12,4.32,6.74,Upgrade
6,PB Ratio,0.10,0.13,0.15,0.27,0.36,0.33,0.38,0.47,0.37,0.32,0.45,Upgrade
7,P/FCF Ratio,-,-100.02,-,18.45,15.37,11.68,15.31,12.39,9.33,9.22,12.54,Upgrade
8,P/OCF Ratio,-,-100.02,-,18.45,15.37,11.68,15.31,12.39,9.33,9.22,12.54,Upgrade
9,EV/Sales Ratio,17.57,18.01,19.76,23.69,23.51,21.92,24.60,20.86,16.45,15.02,16.83,Upgrade
10,EV/EBITDA Ratio,21.66,22.21,24.54,29.83,28.94,26.63,30.34,24.52,19.05,17.42,19.53,Upgrade
11,EV/EBIT Ratio,21.98,22.53,24.93,30.35,29.41,27.03,30.83,24.83,19.26,17.62,19.76,Upgrade
12,EV/FCF Ratio,-,-720.29,-,71.16,48.85,39.35,47.98,34.74,29.98,32.02,31.29,Upgrade
13,Debt / Equity Ratio,0.79,0.79,0.79,0.79,0.80,0.79,0.82,0.86,0.84,0.80,0.68,Upgrade
14,Debt / FCF Ratio,-,-622.56,-,53.67,34.37,27.74,32.90,22.71,21.04,23.01,18.96,Upgrade
15,Earnings Yield,10.54%,8.47%,13.37%,12.00%,20.39%,30.10%,12.39%,-5.30%,-51.76%,-96.51%,-31.95%,Upgrade
16,FCF Yield,-1.00%,-1.00%,2.35%,5.42%,6.51%,8.56%,6.53%,8.07%,10.71%,10.85%,7.98%,Upgrade
17,Dividend Yield,0.00%,-,-,-,4.39%,7.49%,6.51%,8.07%,11.55%,11.62%,7.81%,Upgrade
18,Total Shareholder Return,-,-,-,4.39%,7.49%,6.51%,8.07%,11.55%,11.62%,7.81%,Upgrade,
