,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,4900,5593,4428,5115,6422,4849,6057,7344,7319,2606,2378,2332,2246,2000,2114,2118,2278,2235,2513,2132,2439,Upgrade
1,Market Cap Growth,15.35%,15.35%,-26.90%,-30.35%,-12.25%,86.05%,154.72%,214.98%,225.87%,30.30%,12.48%,10.10%,-1.41%,-10.53%,-15.89%,-0.67%,-6.58%,17.42%,27.26%,-3.43%,43.42%,Upgrade
2,Enterprise Value,5219,5909,4808,4751,6058,4459,5396,6692,6667,2069,1841,1828,1742,1487,1416,1338,1499,1576,1853,1427,1733,Upgrade
3,Last Close Price,13.49,15.39,12.23,14.06,17.65,13.53,16.90,20.49,20.43,7.27,6.64,6.35,6.12,5.45,5.76,5.62,6.05,5.93,6.67,5.54,6.33,Upgrade
4,PE Ratio,37.54,43.32,37.22,78.74,99.75,71.67,66.70,55.13,49.11,15.29,13.80,15.59,15.61,16.10,18.24,15.85,17.15,15.41,16.27,13.86,15.97,Upgrade
5,PS Ratio,1.48,1.71,1.38,1.77,2.55,2.35,3.53,4.68,4.36,1.37,1.19,1.15,1.17,1.18,1.31,1.42,1.60,1.57,1.81,1.53,1.66,Upgrade
6,PB Ratio,2.77,2.79,2.32,2.72,3.45,2.68,3.35,4.15,4.14,1.52,1.42,1.38,1.36,1.26,1.40,1.37,1.51,1.53,1.78,1.49,1.74,Upgrade
7,P/TBV Ratio,4.15,4.15,3.47,4.16,5.28,3.74,4.76,4.75,4.77,1.73,1.63,1.59,1.57,1.44,1.57,1.55,1.69,1.69,1.96,1.65,1.93,Upgrade
8,P/FCF Ratio,-,-39.41,-16.26,-,-,-,18.54,-,36.46,12.58,20.20,-51.78,-18.59,-12.19,-,-,19.72,14.23,23.89,-,15.58,Upgrade
