,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q2 2019,Q1 2019,Q4 2018,+15 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Jun '19 Jun 30, 2019","Mar '19 Mar 31, 2019","Dec '18 Dec 31, 2018",+15 Quarters
0,Market Capitalization,3628,3253,2994,2712,2895,3253,3597,3444,3538,3627,2877,3677,3641,6143,-,-,-,-,-,-,-,Upgrade
1,Market Cap Growth,-0.02%,-0.02%,-16.79%,-21.27%,-18.17%,-10.30%,25.05%,-6.33%,-2.85%,-40.97%,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,3646,3271,2898,2661,2908,3267,3144,3603,3604,3693,1908,3400,3786,6288,-,-,-,-,-,-,-,Upgrade
3,Last Close Price,20.31,18.21,16.71,15.28,15.57,17.49,19.34,18.52,18.77,19.24,15.26,19.50,19.08,32.19,-,-,-,-,-,-,-,Upgrade
4,PE Ratio,20.21,18.12,17.56,15.44,17.25,19.96,21.91,21.97,23.87,24.69,19.93,25.29,26.56,45.03,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,1.95,1.75,1.72,1.64,1.84,2.10,2.46,2.49,2.77,3.06,2.60,3.56,3.80,6.87,-,-,-,-,-,-,-,Upgrade
6,PB Ratio,1.67,1.34,1.24,1.14,1.24,1.41,1.57,1.51,1.52,1.61,1.36,1.76,1.73,3.01,-,-,-,-,-,-,-,Upgrade
7,P/TBV Ratio,1.71,1.71,1.58,1.45,1.48,1.68,1.86,1.81,1.84,1.93,1.53,1.95,1.92,3.22,-,-,-,-,-,-,-,Upgrade
8,P/FCF Ratio,-,-,-71.79,-,-,-28.58,-,-31.14,-,-23.38,-,-,-,-356.29,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,-,-,19.94,29.78,-,72.08,599.34,126.58,-,-600.68,81.17,-,-,79.99,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,1.96,1.76,1.66,1.61,1.85,2.11,2.15,2.61,2.82,3.12,1.72,3.29,3.95,7.03,-,-,-,-,-,-,-,Upgrade
11,EV/EBITDA Ratio,11.81,10.49,10.75,10.01,11.66,13.62,13.14,17.40,18.98,21.92,11.99,19.39,21.14,34.01,-,-,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,14.63,13.12,14.01,12.79,14.90,17.14,16.13,21.42,23.00,26.25,13.95,22.08,23.22,37.02,-,-,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,-,-,-69.49,-,-,-28.70,-,-32.58,-,-23.82,-,-,-,-364.67,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.28,0.28,0.28,0.26,0.16,0.18,0.15,0.15,0.16,0.10,0.10,0.06,0.05,0.07,0.29,-,0.18,0.18,0.25,0.25,0.24,Upgrade
15,Debt / EBITDA Ratio,2.19,2.02,2.26,1.89,1.26,2.09,1.22,1.30,1.38,1.21,1.31,0.69,0.63,0.99,0.85,-,0.50,0.56,0.68,0.68,0.75,Upgrade
16,Debt / FCF Ratio,-,-,-16.20,-,-,-3.59,-,-3.09,-,-1.43,-,-,-,-7.79,-,-,-,-,2.99,4.38,7.54,Upgrade
17,Asset Turnover,-,0.48,0.54,0.46,0.45,0.45,0.49,0.46,0.40,0.42,0.44,0.41,0.47,-,-,-,-,0.92,0.96,0.96,Upgrade,
18,Inventory Turnover,-,-,1.85,2.07,1.65,1.77,1.69,2.02,1.90,1.84,2.03,2.16,2.24,2.20,-,-,-,-,2.57,2.59,2.48,Upgrade
19,Quick Ratio,-,-,1.29,1.45,1.50,1.69,1.40,1.95,1.33,2.22,1.11,2.85,1.72,3.29,1.18,-,-,1.30,1.03,1.03,1.04,Upgrade
20,Current Ratio,-,-,1.91,2.02,2.50,2.35,2.54,2.63,2.79,2.90,3.05,3.58,3.91,3.93,1.77,-,-,1.83,1.57,1.57,1.62,Upgrade
21,Return on Equity (ROE),3.93%,7.12%,10.70%,8.63%,6.51%,8.26%,9.54%,8.33%,7.83%,7.60%,8.22%,7.77%,11.26%,-,-,28.60%,-,26.91%,27.60%,20.66%,Upgrade,
22,Return on Assets (ROA),-,3.86%,4.18%,4.34%,1.92%,4.55%,3.59%,4.31%,2.54%,3.03%,3.29%,3.66%,3.45%,-,-,-,-,10.89%,11.44%,9.76%,Upgrade,
23,Return on Capital (ROIC),5.56%,4.91%,5.29%,5.54%,2.47%,5.80%,4.48%,5.38%,3.21%,3.79%,4.07%,4.49%,4.45%,-,-,17.74%,-,16.48%,16.95%,14.14%,Upgrade,
