,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,21.63,18.33,12.29,2.39,7.03,11.95,24.81,47.32,47.05,64.7,Upgrade
1,Cash & Short-Term Investments,21.63,18.33,12.29,2.39,7.03,11.95,24.81,47.32,47.05,64.7,Upgrade
2,Cash Growth,76.06%,666.50%,74.90%,-80.00%,-71.68%,-74.74%,-47.28%,-26.86%,115.75%,-42.71%,Upgrade
3,Accounts Receivable,125.44,146.29,185.86,236.49,1469,2311,1177,2130,1117,1189,Upgrade
4,Other Receivables,28.07,406.95,28.32,431.58,25,439.62,11.38,349.07,0.77,255.48,Upgrade
5,Receivables,153.5,553.24,214.17,668.07,1494,2751,1188,2479,1118,1445,Upgrade
6,Inventory,34,64.54,142.4,100.95,835.33,189.46,1330,316.78,1371,563.8,Upgrade
7,Other Current Assets,530.54,161.48,1014,1007,3701,3088,2855,2638,2512,2019,Upgrade
8,Total Current Assets,739.67,797.58,1383,1778,6037,6040,5398,5481,5047,4092,Upgrade
9,"Property, Plant & Equipment",499.49,518.17,530.28,552.71,599.72,625.9,657.81,683.96,694.71,722.01,Upgrade
10,Long-Term Investments,46.54,46.81,46.95,47.11,47.91,48,48.15,67.35,68.47,68.11,Upgrade
11,Goodwill,-,-,-,-,-,-,-,-,277.9,277.9,Upgrade
12,Long-Term Deferred Tax Assets,-,-,-,-,-,-,8.34,6.49,18.95,16.61,Upgrade
13,Other Long-Term Assets,20.14,19.76,25.85,19.76,19.4,19.76,19.33,18.93,33.73,24.44,Upgrade
14,Total Assets,1306,1382,1986,2398,6704,6734,6132,6258,6141,5201,Upgrade
15,Accounts Payable,790.51,789.71,1489,1614,1839,1344,706.14,1069,1172,559.89,Upgrade
16,Accrued Expenses,2052,1399,1701,1166,1274,1127,1002,891.35,728.56,557.28,Upgrade
17,Short-Term Debt,1303,1356,1241,1298,1074,857.2,884.15,925.76,691.23,597.67,Upgrade
18,Current Portion of Long-Term Debt,357.49,357.49,357.75,357.75,362.75,935.6,963.29,948.82,989.04,1094,Upgrade
19,Current Portion of Leases,0.1,0.38,1.89,1.86,4.12,3.95,3.85,3.61,1.77,3.17,Upgrade
20,Current Income Taxes Payable,92.14,91.83,92.06,91.59,93.61,90.43,64.71,58.85,27.45,63.78,Upgrade
21,Current Unearned Revenue,381.37,392,238.56,238.28,265.15,304.98,493.25,364.2,487.34,225.5,Upgrade
22,Other Current Liabilities,61.92,500.94,62.19,330.13,187.86,351.12,319.87,495.46,291.72,129.07,Upgrade
23,Total Current Liabilities,5038,4888,5183,5097,5100,5014,4437,4757,4389,3231,Upgrade
24,Long-Term Leases,-,-,0.1,0.37,1.28,3.21,5.53,7.52,3,3.36,Upgrade
25,Long-Term Unearned Revenue,0.35,0.64,0.96,1.32,3.08,6.56,3.95,3.67,3.44,4.01,Upgrade
26,Long-Term Deferred Tax Liabilities,1.15,1.15,1.15,1.15,0.94,0.94,1.56,1.7,-,1.1,Upgrade
27,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,105.77,151.31,Upgrade
28,Total Liabilities,5040,4890,5185,5100,5105,5025,4448,4770,4501,3391,Upgrade
29,Common Stock,363.61,363.61,363.61,363.61,363.61,280.46,266.24,211.74,211.74,211.74,Upgrade
30,Additional Paid-In Capital,2205,2205,2205,2205,2205,1901,1884,1539,1539,1539,Upgrade
31,Retained Earnings,-6398,-6177,-5867,-5371,-1132,-607.99,-664.74,-596.14,-406.86,-258.02,Upgrade
32,Comprehensive Income & Other,95.93,101,99.44,100.8,162.04,135.61,197.98,333.72,296.19,317.56,Upgrade
33,Total Common Equity,-3734,-3507,-3200,-2702,1599,1709,1684,1488,1640,1810,Upgrade
34,Shareholders' Equity,-3734,-3507,-3200,-2702,1599,1709,1684,1488,1640,1810,Upgrade
35,Total Liabilities & Equity,1306,1382,1986,2398,6704,6734,6132,6258,6141,5201,Upgrade
36,Total Debt,1661,1714,1601,1658,1442,1800,1857,1886,1685,1699,Upgrade
37,Net Cash (Debt),-1639,-1696,-1589,-1655,-1435,-1788,-1832,-1838,-1638,-1634,Upgrade
38,Net Cash Per Share,-0.37,-0.38,-0.35,-0.37,-0.34,-0.53,-0.61,-0.69,-0.61,-0.62,Upgrade
39,Filing Date Shares Outstanding,4482,4482,4482,4482,4482,3456,3284,2632,2632,2632,Upgrade
40,Total Common Shares Outstanding,4482,4482,4482,4482,4482,3456,3284,2632,2632,2632,Upgrade
41,Working Capital,-4299,-4090,-3801,-3319,937.16,1026,961.15,724.27,658.34,860.8,Upgrade
42,Book Value Per Share,-0.83,-0.78,-0.71,-0.60,0.36,0.49,0.51,0.57,0.62,0.69,Upgrade
43,Tangible Book Value,-3734,-3507,-3200,-2702,1599,1709,1684,1488,1362,1532,Upgrade
44,Tangible Book Value Per Share,-0.83,-0.78,-0.71,-0.60,0.36,0.49,0.51,0.57,0.52,0.58,Upgrade
45,Buildings,-,398.57,-,400,-,400.02,-,400.01,-,398.44,Upgrade
