,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 10, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Market Capitalization,176,189,198,150,216,236,224,208,204,172,220
1,Market Cap Growth,25.53%,25.53%,-8.15%,-36.27%,-3.57%,13.46%,9.80%,20.93%,-7.27%,-46.25%,-36.78%
2,Enterprise Value,199,248,232,172,210,96,59,65,95,-19,96
3,Last Close Price,0.22,0.24,0.24,0.18,0.26,0.29,0.27,0.24,0.20,0.16,0.21
4,PE Ratio,18.61,19.96,566.86,-,77.14,-,8.29,3.71,3.75,10.11,10.17
5,PS Ratio,0.41,0.44,0.38,0.43,0.70,0.57,0.55,0.44,0.37,0.33,0.37
6,PB Ratio,1.07,1.15,1.22,0.96,1.33,1.50,1.34,1.29,1.13,1.18,1.63
7,P/TBV Ratio,1.15,1.15,1.21,0.95,1.32,1.49,1.33,1.28,1.12,1.18,1.63
8,P/FCF Ratio,6.35,6.82,-,-,-,-,-,3.38,-,-,1.84
9,P/OCF Ratio,6.81,6.81,-,-,-,-,-,3.30,-,-,1.84
10,EV/Sales Ratio,0.46,0.57,0.44,0.49,0.68,0.23,0.15,0.14,0.17,-,0.16
11,EV/EBITDA Ratio,7.01,9.56,13.98,-,34.54,-,1.73,1.14,1.87,-,3.88
12,EV/EBIT Ratio,7.74,9.63,14.35,-,38.05,-,1.76,1.15,1.88,-,3.93
13,EV/FCF Ratio,7.20,8.95,-,-,-,-,-,1.05,-,-,0.81
14,Debt / Equity Ratio,0.47,0.47,0.51,0.47,0.51,0.38,0.03,0.04,0.02,0.03,0.04
15,Debt / FCF Ratio,2.79,2.79,-,-,-,-,-,0.09,-,-,0.05
16,Return on Capital Employed (ROCE),15.71%,15.71%,7.37%,-,2.46%,-,19.97%,34.31%,27.53%,10.12%,17.70%
17,Earnings Yield,5.37%,5.01%,0.18%,-1.32%,1.30%,6.14%,12.06%,26.93%,26.66%,9.89%,9.83%
18,FCF Yield,15.74%,14.67%,-9.91%,-22.64%,-18.75%,-18.75%,23.90%,29.58%,-49.12%,8.99%,54.34%
19,Dividend Yield,2.27%,-,-,-,-,-,7.53%,20.98%,24.56%,6.07%,-
20,Total Shareholder Return,2.27%,-,-,-,-,-,7.53%,20.98%,24.56%,6.07%,-
