,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,10072,18280,19791,18381,17877,24424,26035,26790,19337,18834,18935,Upgrade
1,Market Cap Growth,-0.55%,-0.55%,10.70%,-24.74%,-31.33%,-8.83%,34.64%,42.25%,2.13%,-1.58%,-17.54%,Upgrade
2,Enterprise Value,14218,22958,25305,23314,23151,29544,31320,30384,23436,20155,22758,Upgrade
3,Last Close Price,2.00,3.63,3.93,3.65,3.50,4.78,5.02,5.07,3.66,3.57,3.54,Upgrade
4,PE Ratio,10.22,18.54,13.98,18.30,20.69,14.72,10.97,11.97,9.79,11.75,10.66,Upgrade
5,Forward PE,11.64,10.59,10.42,11.79,9.72,9.06,10.41,11.42,8.85,8.82,8.61,Upgrade
6,PS Ratio,0.54,0.99,0.99,0.96,1.11,1.24,1.11,1.37,1.10,1.22,1.18,Upgrade
7,PB Ratio,0.44,0.70,0.75,0.73,0.69,0.92,0.94,1.02,0.78,0.87,0.89,Upgrade
8,P/TBV Ratio,1.35,1.35,1.47,1.49,1.46,2.03,2.13,2.42,1.99,2.39,2.55,Upgrade
9,P/FCF Ratio,4.90,8.90,26.23,-,27.81,37.98,2373.82,-,-18.07,-,25.77,Upgrade
10,P/OCF Ratio,7.22,7.22,15.37,-,14.48,18.19,26.64,-,71.27,-,10.68,Upgrade
11,PEG Ratio,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.80,0.43,0.37,Upgrade
12,EV/Sales Ratio,0.77,1.24,1.27,1.22,1.43,1.50,1.34,1.55,1.33,1.31,1.42,Upgrade
13,EV/EBITDA Ratio,6.46,10.68,9.48,8.68,9.24,8.71,7.28,7.44,6.34,6.43,6.83,Upgrade
14,EV/EBIT Ratio,14.20,22.82,17.01,15.20,17.43,12.95,9.42,9.40,7.98,8.04,8.37,Upgrade
15,EV/FCF Ratio,6.92,11.18,33.54,-,36.02,45.94,2855.67,-,-21.90,-,30.97,Upgrade
16,Debt / Equity Ratio,0.23,0.23,0.22,0.31,0.22,0.33,0.22,0.30,0.25,0.36,0.30,Upgrade
17,Debt / FCF Ratio,2.87,2.87,7.53,-,8.87,13.51,566.72,-,-5.79,-,8.80,Upgrade
18,Return on Capital Employed (ROCE),3.38%,3.39%,4.87%,5.16%,4.60%,7.68%,9.81%,10.00%,9.68%,9.41%,11.40%,Upgrade
19,Earnings Yield,9.79%,5.39%,7.15%,5.47%,4.83%,6.79%,9.11%,8.35%,10.21%,8.51%,9.38%,Upgrade
20,FCF Yield,20.39%,11.24%,3.81%,-1.93%,3.60%,2.63%,0.04%,3.84%,-5.53%,2.13%,3.88%,Upgrade
21,Dividend Yield,0.00%,-,-,-,-,-,2.79%,1.31%,-,-,2.99%,Upgrade
22,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,0.07%,Upgrade,
23,Total Shareholder Return,-,-,-,-,-,2.79%,1.31%,-,-,3.06%,Upgrade,
