,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,24458,25995,22103,29179,30937,42392,32286,20887,18653,11411,12384,12163,15944,14562,19007,18299,18686,20500,21926,20057,21882,Upgrade
1,Market Cap Growth,-38.68%,-38.68%,-31.54%,39.70%,65.86%,271.51%,160.71%,71.73%,16.99%,-21.64%,-34.85%,-33.53%,-14.67%,-28.96%,-13.31%,-8.77%,-14.60%,-8.22%,11.22%,-28.02%,171.10%,Upgrade
2,Enterprise Value,22414,23726,19750,26899,28657,40001,29874,18523,16289,8771,10174,10202,13984,12562,16849,16014,16401,18225,19635,17890,19714,Upgrade
3,Last Close Price,22.12,23.51,19.82,26.16,27.74,38.01,28.80,18.63,16.64,10.18,10.94,10.75,14.09,12.87,16.60,15.99,16.32,17.91,19.03,17.41,18.99,Upgrade
4,PE Ratio,86.60,89.60,79.86,-,93.40,157.48,118.57,59.39,60.04,50.62,47.91,-,96.13,48.24,61.64,-,58.70,60.51,68.53,-,64.96,Upgrade
5,Forward PE,-,50.38,50.38,50.38,50.38,50.38,50.38,50.38,50.38,50.38,50.38,50.38,50.38,50.38,50.38,50.38,50.38,50.38,50.38,50.38,50.38,Upgrade
6,PS Ratio,11.92,12.34,10.46,13.86,14.63,20.93,16.04,10.50,9.43,5.61,5.92,5.65,7.30,6.56,8.63,8.60,8.90,9.78,10.60,9.30,10.18,Upgrade
7,PB Ratio,6.81,6.75,5.77,7.30,7.69,11.22,8.60,5.29,4.74,3.04,3.33,3.30,4.29,4.00,5.32,4.95,4.99,5.88,6.44,5.74,6.16,Upgrade
8,P/TBV Ratio,7.41,7.41,6.38,8.02,8.47,12.41,9.50,5.91,5.32,3.41,3.74,3.73,4.87,4.55,6.08,5.55,5.65,6.63,7.26,6.39,6.92,Upgrade
9,P/FCF Ratio,69.02,73.36,57.88,-,71.64,126.98,125.14,-,55.13,32.04,26.15,-,41.30,30.73,37.77,-,41.77,81.17,-,-,42.65,Upgrade
10,P/OCF Ratio,63.77,63.77,50.73,-,65.85,112.81,108.23,-,49.80,29.65,24.55,-,37.83,27.99,34.63,-,37.95,67.55,-,-,38.50,Upgrade
11,EV/Sales Ratio,10.64,11.26,9.34,12.77,13.55,19.75,14.84,9.31,8.24,4.31,4.86,4.74,6.41,5.66,7.65,7.52,7.81,8.69,9.49,8.29,9.17,Upgrade
12,EV/EBITDA Ratio,62.98,87.49,69.78,-,96.68,180.57,128.66,-,69.30,29.41,29.75,-,38.12,26.93,36.73,-,37.47,44.26,50.97,-,45.16,Upgrade
13,EV/EBIT Ratio,93.78,94.96,77.00,-,110.67,223.67,158.54,-,86.27,34.96,34.72,-,44.23,30.34,41.43,-,42.68,50.81,58.77,-,50.77,Upgrade
14,EV/FCF Ratio,63.25,66.95,51.72,-,66.36,119.81,115.79,-,48.14,24.63,21.48,-,36.22,26.51,33.48,-,36.66,72.16,-,-,38.43,Upgrade
15,Debt / Equity Ratio,0.06,0.06,0.07,0.04,0.05,0.06,0.06,0.07,0.08,0.09,0.10,0.11,0.11,0.12,0.13,0.09,-,-,-,-,-,Upgrade
16,Debt / EBITDA Ratio,0.61,2.17,0.65,-,0.15,1.56,0.59,-,0.29,1.85,0.85,-,0.31,1.21,0.83,-,-,-,-,-,-,Upgrade
17,Debt / FCF Ratio,0.61,0.61,0.69,-,0.46,0.69,0.94,-,0.94,0.99,0.78,-,1.09,0.93,0.92,-,-,-,-,-,-,Upgrade
18,Asset Turnover,0.33,0.33,0.24,0.71,0.34,0.33,0.25,0.64,0.33,0.31,0.25,0.70,0.38,0.35,0.27,0.79,0.41,0.35,0.28,0.83,Upgrade,
19,Inventory Turnover,4.58,3.88,4.10,3.61,6.84,4.15,4.08,4.05,7.74,4.61,4.78,4.74,10.10,7.19,8.19,8.45,16.39,9.88,8.64,9.28,30.55,Upgrade
20,Quick Ratio,2.76,2.76,2.64,3.11,2.91,3.09,2.85,3.42,2.96,3.34,3.16,3.32,2.97,3.10,2.77,2.92,3.04,3.30,3.08,3.36,3.04,Upgrade
21,Current Ratio,3.06,3.06,2.88,3.42,3.14,3.38,3.11,3.69,3.18,3.60,3.37,3.55,3.16,3.32,2.96,3.09,3.19,3.49,3.26,3.53,3.17,Upgrade
22,Return on Equity (ROE),4.89%,3.71%,-2.26%,24.71%,3.09%,4.61%,2.03%,20.19%,3.85%,13.32%,-2.13%,11.02%,7.63%,5.68%,-3.55%,28.61%,9.50%,6.46%,-4.14%,36.66%,Upgrade,
23,Return on Assets (ROA),0.94%,1.86%,-1.42%,10.60%,1.29%,1.76%,-1.17%,6.69%,1.73%,1.70%,-1.12%,9.86%,3.81%,3.27%,-1.62%,15.94%,3.95%,3.20%,-2.44%,15.42%,Upgrade,
24,Return on Capital (ROIC),1.19%,2.35%,-1.80%,13.47%,1.63%,2.20%,-1.47%,8.47%,2.17%,2.12%,-1.41%,12.39%,4.79%,4.20%,-2.12%,20.85%,5.10%,4.13%,-3.16%,20.34%,Upgrade,
25,Return on Capital Employed (ROCE),5.95%,6.22%,6.37%,-,6.22%,4.55%,4.81%,-,4.55%,6.25%,7.34%,-,7.83%,10.37%,10.31%,-,10.21%,10.23%,9.76%,-,10.88%,Upgrade
26,Earnings Yield,1.19%,1.12%,1.25%,0.98%,1.07%,0.64%,0.84%,1.68%,1.67%,1.98%,2.09%,1.42%,1.04%,2.07%,1.62%,1.76%,1.70%,1.65%,1.46%,1.68%,1.54%,Upgrade
27,FCF Yield,1.45%,1.36%,1.73%,1.38%,1.40%,0.79%,0.80%,1.53%,1.81%,3.12%,3.82%,3.24%,2.42%,3.25%,2.65%,2.52%,2.39%,1.23%,1.66%,2.57%,2.34%,Upgrade
28,Dividend Yield,0.75%,-,-,-,0.61%,-,-,-,0.98%,-,-,-,0.75%,-,-,-,0.99%,-,-,-,0.69%,Upgrade
29,Payout Ratio,64.41%,465.10%,-,-,-,671.73%,-,-,-,387.82%,-,-,-,282.70%,-,-,-,208.49%,-,-,0.01%,Upgrade
30,Buyback Yield / Dilution,-1.43%,80.65%,-135.47%,34.31%,5.06%,12.80%,-17.82%,-1.86%,-20.08%,-580.55%,62.92%,-33.21%,14.44%,73.66%,-55.99%,14.57%,-22.92%,54.81%,-45.33%,-1.55%,12.24%,Upgrade
31,Total Shareholder Return,-0.68%,80.65%,-135.47%,34.31%,5.67%,12.80%,-17.82%,-1.86%,-19.10%,-580.55%,62.92%,-33.21%,15.18%,73.66%,-55.99%,14.57%,-21.93%,54.81%,-45.33%,-1.55%,12.93%,Upgrade
