,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,7469,6812,3904,3177,2589,2559,3416,2420,2271,2470,3810,Upgrade
1,Market Cap Growth,114.42%,114.42%,50.77%,24.12%,-24.20%,5.76%,50.44%,-2.02%,-40.40%,-13.29%,-0.10%,Upgrade
2,Enterprise Value,9738,8099,5937,5495,5496,4674,5610,3510,3545,3511,4498,Upgrade
3,Last Close Price,7.50,6.84,3.77,3.07,2.34,2.32,2.87,2.03,1.76,1.92,2.73,Upgrade
4,PE Ratio,10.84,9.93,6.80,7.46,7.07,7.58,10.38,8.45,8.27,9.94,12.14,Upgrade
5,Forward PE,10.08,8.78,6.70,7.13,6.62,6.14,8.56,6.42,6.41,7.32,9.17,Upgrade
6,PS Ratio,0.89,0.82,0.49,0.45,0.39,0.43,0.61,0.47,0.48,0.66,0.93,Upgrade
7,PB Ratio,1.34,0.93,0.52,0.47,0.37,0.36,0.46,0.35,0.34,0.42,0.70,Upgrade
8,P/TBV Ratio,1.46,1.46,0.74,0.74,0.54,0.61,0.66,0.55,0.46,0.63,0.88,Upgrade
9,P/FCF Ratio,8.54,-,3.37,-,3.71,-,79.57,-,21.46,-,37.49,Upgrade
10,P/OCF Ratio,5.26,-,2.37,2.39,2.65,-,11.06,-,10.21,-,22.36,Upgrade
11,PEG Ratio,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,Upgrade
12,EV/Sales Ratio,1.17,0.97,0.74,0.78,0.83,0.79,1.00,0.67,0.76,0.94,1.10,Upgrade
13,EV/EBITDA Ratio,8.33,7.02,5.55,6.33,7.52,7.53,9.73,6.88,7.58,8.35,9.24,Upgrade
14,EV/EBIT Ratio,9.65,8.03,6.34,7.38,8.93,9.00,11.73,8.28,9.16,10.08,10.87,Upgrade
15,EV/FCF Ratio,11.13,-,5.13,-,7.88,-,130.67,-,33.51,-,44.26,Upgrade
16,Debt / Equity Ratio,0.44,0.44,0.37,0.47,0.44,0.51,0.47,0.50,0.41,0.44,0.43,Upgrade
17,Debt / FCF Ratio,3.66,-,2.40,-,4.34,-,81.60,-,25.82,-,22.88,Upgrade
18,Return on Capital Employed (ROCE),11.48%,11.48%,11.10%,10.03%,7.65%,6.28%,5.64%,5.15%,5.25%,5.73%,6.95%,Upgrade
19,Earnings Yield,9.18%,10.07%,14.71%,13.41%,14.14%,13.19%,9.63%,11.83%,12.09%,10.06%,8.24%,Upgrade
20,FCF Yield,11.71%,12.84%,29.64%,27.43%,26.93%,9.04%,1.26%,-2.68%,4.66%,-1.30%,2.67%,Upgrade
21,Dividend Yield,3.69%,-,-,-,-,-,-,-,-,-,9.52%,Upgrade
22,Buyback Yield / Dilution,-0.48%,-0.40%,-0.56%,-0.13%,-0.05%,-,0.01%,-0.24%,-0.80%,1.78%,1.86%,Upgrade
23,Total Shareholder Return,3.22%,-0.40%,-0.56%,-0.13%,-0.05%,-,0.01%,-0.24%,-0.80%,1.78%,11.38%,Upgrade
