,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,2158,2645,2077,2028,2016,2579,1940,2255,1660,1778,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,80,-,-,Upgrade
2,Trading Asset Securities,360,320,542,70,94,-,365,200,543.56,-,Upgrade
3,Cash & Short-Term Investments,2518,2965,2619,2098,2110,2579,2305,2535,2203,1778,Upgrade
4,Cash Growth,-3.88%,41.32%,24.13%,-18.65%,-8.45%,1.71%,4.61%,42.60%,18.41%,26.80%,Upgrade
5,Accounts Receivable,5377,4955,5324,4948,4941,4662,4960,4501,4367,3822,Upgrade
6,Other Receivables,334.51,327.71,268.88,368.64,367.81,337.97,305.01,185.29,312.56,165.46,Upgrade
7,Receivables,5840,5394,5701,5425,5428,5119,5365,4728,4828,4138,Upgrade
8,Inventory,1272,1206,1025,1081,1045,990.76,740.75,497.84,611.56,541.35,Upgrade
9,Prepaid Expenses,20.94,34.69,32.86,35.44,53.69,39.16,79.15,64.85,-,99.47,Upgrade
10,Other Current Assets,972.09,890.4,782.49,1157,922.85,860.54,612.07,731.59,767.88,781.16,Upgrade
11,Total Current Assets,10622,10489,10161,9796,9559,9588,9102,8558,8411,7338,Upgrade
12,"Property, Plant & Equipment",2265,2142,2030,1807,1708,1670,1575,1510,1472,1477,Upgrade
13,Long-Term Investments,300.16,101.07,91.89,293.07,56.18,267,64.66,78.78,86.33,97.33,Upgrade
14,Goodwill,330.64,330.64,330.64,330.64,338.32,338.32,313.27,313.27,313.27,313.27,Upgrade
15,Other Intangible Assets,528.96,72.14,513.39,53.44,564.94,49.32,517.76,16.21,504.02,19.38,Upgrade
16,Long-Term Deferred Tax Assets,132.7,119.56,102.13,91.46,74.09,62.14,40.5,33.73,27.88,21.23,Upgrade
17,Long-Term Deferred Charges,-,451.68,-,493.05,-,518.89,-,494.99,-,466.15,Upgrade
18,Other Long-Term Assets,72.87,88.51,77.98,75.93,271.43,69.61,277.2,78.65,88.14,287.28,Upgrade
19,Total Assets,14338,13880,13392,13026,12666,12672,12000,11270,10980,10097,Upgrade
20,Accounts Payable,3917,3939,3486,3642,3200,3313,3041,2963,2688,2881,Upgrade
21,Accrued Expenses,105.45,143.57,120.94,115.25,25.2,81.59,16.03,42.06,6.65,15.39,Upgrade
22,Current Portion of Long-Term Debt,1690,1679,2475,1715,2062,2047,1802,1788,2207,1619,Upgrade
23,Current Portion of Leases,7.7,5.22,7.89,9.29,7.95,7.89,8.49,5.31,3.17,3.05,Upgrade
24,Current Income Taxes Payable,77.8,101.58,97.84,100.05,83.88,74.53,64.13,52.68,62.11,50.58,Upgrade
25,Current Unearned Revenue,210.88,199.14,135.15,176.62,113.33,111.25,104.46,102.98,73.02,100.56,Upgrade
26,Other Current Liabilities,157.36,160.36,201.43,155.06,114.19,124.04,123.14,113.57,402.94,105.86,Upgrade
27,Total Current Liabilities,6167,6228,6524,5913,5606,5759,5159,5068,5443,4775,Upgrade
28,Long-Term Debt,1280,835.14,507.97,946.84,986.88,790.34,1070,502.13,139.55,455.23,Upgrade
29,Long-Term Leases,3.86,3.8,4.99,4.54,5.54,8.9,9.23,4.34,1.87,1.8,Upgrade
30,Long-Term Deferred Tax Liabilities,35.49,36.85,32.53,33.5,33.51,34.47,19.67,19.44,18.39,18.62,Upgrade
31,Total Liabilities,7486,7103,7070,6898,6632,6592,6258,5594,5603,5250,Upgrade
32,Common Stock,9.91,9.91,9.91,9.91,9.91,9.91,9.91,9.91,9.91,9.95,Upgrade
