,Fiscal Quarter,H1 2024,H1 2023,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,H1 2019,H2 2018
,Period Ending,"Jun '24 Jun 30, 2024","Jun '23 Jun 30, 2023","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019","Jun '19 Jun 30, 2019","Dec '18 Dec 31, 2018"
0,Cash & Equivalents,0.62,1.25,14.62,20.22,36.86,5.25,8.75,182.23,210.94,43.53
1,Short-Term Investments,-,-,-,104.45,-,164.46,-,198.14,-,109.63
2,Cash & Short-Term Investments,0.62,1.25,14.62,124.67,36.86,169.71,8.75,380.36,210.94,153.16
3,Cash Growth,-95.74%,-98.99%,-60.35%,-26.54%,321.04%,-55.38%,-95.85%,148.35%,-75.88%,-79.36%
4,Accounts Receivable,0.93,1.53,43.95,33.52,30.97,24.54,0.96,1.35,0.31,3.32
5,Other Receivables,-,-,-,3.21,-,15.13,7.24,11.21,11.8,86.55
6,Receivables,0.93,1.53,43.95,36.72,30.97,39.67,8.2,12.57,12.11,89.87
7,Inventory,909.29,1064,1937,1992,2931,2820,3020,2916,2943,2817
8,Other Current Assets,36.03,41.88,137.53,5.73,156.69,6.78,339.35,12.13,281,549.27
9,Total Current Assets,946.87,1109,2133,2159,3156,3036,3376,3321,3447,3609
10,"Property, Plant & Equipment",0.66,0.69,0.72,0.75,0.95,4.01,4.61,5.67,5.91,5.85
11,Long-Term Deferred Tax Assets,211.57,206.18,76.09,76.09,86.14,86.2,97.51,97.51,94.67,96.05
12,Other Long-Term Assets,909.02,918.2,1924,2988,3299,3296,3314,3319,3158,3126
13,Total Assets,2068,2234,4134,5224,6542,6422,6793,6743,6706,6837
14,Accounts Payable,479.45,568.65,248.46,322.21,378.21,374.61,285.06,291.67,264.61,241.24
15,Accrued Expenses,-,-,-,1032,-,1029,-,846.18,-,802.33
16,Short-Term Debt,-,-,39,49,-,100,-,-,-,-
17,Current Portion of Long-Term Debt,1559,1550,1571,1806,2118,2127,2159,2163,718.76,1266
18,Current Portion of Leases,-,-,-,-,-,-,0.5,0.81,0.66,-
19,Current Income Taxes Payable,909.29,887.73,882.65,211.25,893.41,249.9,909.87,262.79,930.72,261.32
20,Current Unearned Revenue,126.62,194.33,573.1,485.78,402.83,266,212.19,257.43,220.18,268.37
21,Other Current Liabilities,2127,1516,1462,816.12,1599,831.58,778.51,411.83,549.05,456.53
22,Total Current Liabilities,5201,4716,4776,4722,5391,4977,4346,4234,2684,3296
23,Long-Term Debt,-,-,-,-,-,-,-,-,1474,985.76
24,Long-Term Leases,-,-,-,-,-,-,0.03,0.24,0.09,-
25,Long-Term Deferred Tax Liabilities,169.31,165.84,306.23,478.47,581.76,581.01,546,529.27,473.54,462.29
26,Total Liabilities,5370,4882,5082,5201,5973,5558,4892,4764,4632,4744
27,Common Stock,14.88,14.88,14.88,14.88,14.88,14.88,14.88,14.88,14.88,14.88
28,Additional Paid-In Capital,-,-,496.16,496.16,496.16,496.16,496.16,496.16,496.16,496.16
29,Retained Earnings,-,-,-1469,-529.29,48.12,334.65,1264,1335,1462,1452
30,Comprehensive Income & Other,-3106,-2496,38.77,38.77,38.77,38.77,38.77,38.77,21.31,38.77
31,Total Common Equity,-3091,-2481,-919.34,20.52,597.92,884.45,1814,1885,1994,2002
32,Minority Interest,-211.42,-167.09,-28.82,2.2,-29.46,-20.4,87.33,94.75,79.8,90.29
33,Shareholders' Equity,-3302,-2648,-948.16,22.72,568.47,864.05,1901,1980,2074,2093
34,Total Liabilities & Equity,2068,2234,4134,5224,6542,6422,6793,6743,6706,6837
35,Total Debt,1559,1550,1610,1855,2118,2227,2160,2164,2194,2252
36,Net Cash (Debt),-1558,-1549,-1595,-1730,-2081,-2057,-2151,-1784,-1983,-2099
37,Net Cash Per Share,-0.83,-0.82,-0.85,-0.92,-1.11,-1.09,-1.15,-0.95,-0.95,-1.12
38,Filing Date Shares Outstanding,1879,1879,1879,1879,1879,1879,1879,1879,1879,1879
39,Total Common Shares Outstanding,1879,1879,1879,1879,1879,1879,1879,1879,1879,1879
40,Working Capital,-4254,-3608,-2643,-2564,-2236,-1941,-969.42,-912.62,763.24,313.05
41,Book Value Per Share,-1.65,-1.32,-0.49,0.01,0.32,0.47,0.97,1.00,1.06,1.07
42,Tangible Book Value,-3091,-2481,-919.34,20.52,597.92,884.45,1814,1885,1994,2002
43,Tangible Book Value Per Share,-1.65,-1.32,-0.49,0.01,0.32,0.47,0.97,1.00,1.06,1.07
44,Machinery,-,-,-,13.23,-,26.61,-,29.6,-,29.61
