,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,167.16,150.62,238.62,150.92,144.72,107.42,114.53,106.81,91.78,45.37,Upgrade
1,Short-Term Investments,101,156,-,66,-,-,-,-,-,1.2,Upgrade
2,Trading Asset Securities,30.52,-,-,-,-,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,298.68,306.62,238.62,216.92,144.72,107.42,114.53,106.81,91.78,46.56,Upgrade
4,Cash Growth,25.17%,41.35%,64.88%,101.93%,26.36%,0.57%,24.79%,129.38%,193.25%,-12.11%,Upgrade
5,Accounts Receivable,344.12,347.59,315.56,312.69,333.57,309.47,264,210.28,202.09,193.78,Upgrade
6,Other Receivables,1.78,2.33,0.72,2.11,0.27,1.57,0,0.41,0.42,0.73,Upgrade
7,Receivables,345.9,349.92,316.28,314.8,333.84,311.04,264,210.69,202.51,194.51,Upgrade
8,Inventory,1.13,1.35,0.61,15.19,0.34,0.9,0.37,0.85,-,-,Upgrade
9,Prepaid Expenses,11.5,15.93,11.68,14.59,4.58,8.54,9.51,17.81,4.33,7.54,Upgrade
10,Other Current Assets,6.48,5.9,4.45,14.56,20.17,20.07,19.65,4.52,4.26,3.93,Upgrade
11,Total Current Assets,663.7,679.72,571.65,576.07,503.65,447.96,408.06,340.68,302.88,252.54,Upgrade
12,"Property, Plant & Equipment",42.05,43.1,41.71,39.64,41.25,42.87,44.75,46.76,48.04,49.66,Upgrade
13,Long-Term Investments,-,-,-,-,-,-,10.51,11.33,71.05,68.6,Upgrade
14,Goodwill,49.47,49.47,49.47,49.47,49.47,49.47,49.47,49.47,-,-,Upgrade
15,Other Intangible Assets,4.84,7.26,9.68,12.1,14.57,17.03,19.5,21.97,0.24,0.32,Upgrade
16,Other Long-Term Assets,200.49,174.96,175.56,187.86,198.57,220.11,224.77,231.07,242.47,202.23,Upgrade
17,Total Assets,960.55,954.51,848.07,865.14,807.51,777.45,757.05,701.27,664.67,573.34,Upgrade
18,Accounts Payable,172.83,186.57,146.82,138.96,109.02,77.22,78.31,83.41,72.26,63.94,Upgrade
19,Accrued Expenses,59.29,72.21,27.18,45.1,23.16,27.94,10.07,18.71,14.96,22.07,Upgrade
20,Current Portion of Long-Term Debt,39.55,39.21,-,-,20.47,20.17,-,-,-,-,Upgrade
21,Current Portion of Leases,1.85,1.63,1.2,0.22,0.87,1.27,1.23,1.36,1.21,1.1,Upgrade
22,Current Income Taxes Payable,7.02,4.58,5.76,2.92,4.33,1.64,6.68,1.26,3.94,0.55,Upgrade
23,Current Unearned Revenue,58.63,60.16,49.16,62.28,58.77,52.28,35.9,28.18,18.77,11.13,Upgrade
24,Other Current Liabilities,-,1.83,4.82,6.13,13.48,1.4,42.09,38.35,2.68,2.9,Upgrade
25,Total Current Liabilities,339.16,366.18,234.95,255.59,230.1,181.92,174.28,171.27,113.83,101.68,Upgrade
26,Long-Term Debt,20.46,19.89,58.22,57.35,38.22,37.9,19.88,19.59,19.31,19.03,Upgrade
27,Long-Term Leases,1.13,1.82,2.13,-,-,0.22,0.87,1.49,2.13,2.74,Upgrade
28,Long-Term Deferred Tax Liabilities,0.98,1.38,1.5,1.9,2.3,2.69,3.36,3.75,0.16,0.16,Upgrade
29,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,37.33,-,Upgrade
30,Total Liabilities,361.73,389.27,296.8,314.84,270.62,222.73,198.38,196.11,172.75,123.61,Upgrade
31,Common Stock,21.94,21.94,21.94,21.94,21.94,21.94,21.94,17.66,17.66,15.56,Upgrade
32,Additional Paid-In Capital,315.36,315.36,315.36,315.36,315.36,315.36,315.67,279.16,279.16,257.77,Upgrade
33,Retained Earnings,227.52,214.28,210.84,196.58,200.75,185.62,256.86,241.73,244.6,233.63,Upgrade
