,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Revenue,504.06,559.3,517.49,472.73,404.59,353.5,358.95,356.22,281.12,275.06,Upgrade
1,Revenue Growth (YoY),-2.59%,18.31%,27.90%,33.73%,12.71%,-0.76%,27.68%,29.51%,-15.13%,-22.13%,Upgrade
2,Cost of Revenue,399.48,444.5,422.83,382.55,321.03,299.65,281.77,292.41,234.65,211.56,Upgrade
3,Gross Profit,104.58,114.79,94.66,90.18,83.56,53.85,77.18,63.81,46.47,63.5,Upgrade
4,"Selling, General & Admin",81.86,82.47,70.06,65.89,62.92,50.12,46.25,43.08,31.6,45.18,Upgrade
5,Other Operating Expenses,-0.35,-1.75,-0.15,-0.52,-0.09,-1.15,-0.05,-4.36,-5.06,-0.1,Upgrade
6,Operating Expenses,80.49,100.26,70.07,66.08,62.92,48.21,50.94,38.46,26.68,45.77,Upgrade
7,Operating Income,24.09,14.53,24.59,24.1,20.65,5.64,26.24,25.35,19.79,17.73,Upgrade
8,Interest Expense,-1.02,-0.96,-0.92,-0.82,-0.67,-0.58,-0.38,-0.42,-0.33,-1.78,Upgrade
9,Interest & Investment Income,4.93,6.6,2.93,1.82,0.02,0.05,0.1,0.04,0.02,0.01,Upgrade
10,Earnings From Equity Investments,-,-,-,-,-,-2.07,0.4,0.09,0.94,-2.65,Upgrade
11,Currency Exchange Gain (Loss),0.13,0.29,-1.15,0.24,-0.96,1.53,0.85,-0.81,0.45,0.13,Upgrade
12,Other Non Operating Income (Expenses),-,-,-,2.14,-,-,-,-,-,3.75,Upgrade
13,EBT Excluding Unusual Items,28.13,20.46,25.44,27.47,19.04,4.57,27.21,24.25,20.86,17.19,Upgrade
14,Merger & Restructuring Charges,-,-,-,-,-,-,-,-1.74,-,-,Upgrade
15,Gain (Loss) on Sale of Investments,0.61,-,-,-,-,4.54,-,-5.62,-,-,Upgrade
16,Asset Writedown,3.45,-1.87,-0.68,-20.78,-1.06,-5.59,-4.67,-12.29,-1.84,-,Upgrade
17,Other Unusual Items,-,-,-,0.44,5.41,0.23,-0.45,-0.13,-0.86,39.77,Upgrade
18,Pretax Income,32.19,18.59,24.76,7.13,23.39,3.75,22.1,4.47,18.17,56.96,Upgrade
19,Income Tax Expense,4.2,5.93,4.42,4.1,3.69,1.08,5.86,2.51,4.1,4.03,Upgrade
20,Earnings From Continuing Operations,27.99,12.66,20.34,3.03,19.7,2.67,16.24,1.96,14.07,52.93,Upgrade
21,Minority Interest in Earnings,-5.98,-10.22,-6.08,-7.2,-4.56,-6.71,-4.08,-4.83,-3.09,-3.92,Upgrade
22,Net Income,22.02,2.44,14.26,-4.17,15.14,-4.04,12.16,-2.87,10.97,49.01,Upgrade
23,Net Income to Common,22.02,2.44,14.26,-4.17,15.14,-4.04,12.16,-2.87,10.97,49.01,Upgrade
24,Net Income Growth,54.43%,-,-5.81%,-,24.50%,-,10.79%,-,-47.94%,1620.25%,Upgrade
25,Shares Outstanding (Basic),878,878,878,878,878,877,845,719,626,565,Upgrade
26,Shares Outstanding (Diluted),878,878,878,878,878,877,853,719,626,632,Upgrade
27,Shares Change (YoY),-,-,-,0.01%,2.87%,22.03%,36.33%,13.87%,18.77%,20.37%,Upgrade
28,EPS (Basic),0.03,0.00,0.02,-0.00,0.02,-0.00,0.01,-0.00,0.02,0.09,Upgrade
29,EPS (Diluted),0.03,0.00,0.02,-0.00,0.02,-0.00,0.01,-0.00,0.02,-0.05,Upgrade
30,EPS Growth,56.25%,-,-5.88%,-,21.42%,-,-20.16%,-,194.21%,-,Upgrade
31,Free Cash Flow,2.59,66.38,27.24,66.02,54.99,-12.42,-27.66,22.34,25.78,17.55,Upgrade
32,Free Cash Flow Per Share,0.00,0.08,0.03,0.08,0.06,-0.01,-0.03,0.03,0.04,0.03,Upgrade
33,Operating Margin,4.78%,2.60%,4.75%,5.10%,5.10%,1.59%,7.31%,7.12%,7.04%,6.45%,Upgrade
34,Profit Margin,4.37%,0.44%,2.75%,-0.88%,3.74%,-1.14%,3.39%,-0.81%,3.90%,17.82%,Upgrade
35,Free Cash Flow Margin,0.51%,11.87%,5.26%,13.97%,13.59%,-3.51%,-7.71%,6.27%,9.17%,6.38%,Upgrade
36,EBITDA,28.12,11.85,28.25,21.38,24.32,5.68,31.07,26.94,21.16,17.41,Upgrade
37,D&A For EBITDA,4.02,-2.68,3.66,-2.72,3.67,0.04,4.83,1.59,1.38,-0.32,Upgrade
38,EBIT,24.09,14.53,24.59,24.1,20.65,5.64,26.24,25.35,19.79,17.73,Upgrade
