,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,211,132,162,184,202,134,204,535,184,212,380,Upgrade
1,Market Cap Growth,-28.57%,-28.57%,-19.57%,37.25%,-1.29%,-74.92%,11.33%,152.60%,-51.63%,-25.02%,30.42%,Upgrade
2,Enterprise Value,1,-85,3,44,129,110,132,472,122,196,402,Upgrade
3,Last Close Price,0.24,0.15,0.17,0.20,0.21,0.14,0.22,0.57,0.24,0.28,0.57,Upgrade
4,PE Ratio,8.61,5.38,9.73,18.27,-,12.10,-,57.67,-,3.53,5.42,Upgrade
5,PS Ratio,0.20,0.12,0.15,0.19,0.23,0.18,0.29,0.75,0.29,0.38,0.63,Upgrade
6,PB Ratio,0.37,0.22,0.29,0.33,0.37,0.25,0.37,0.96,0.36,0.43,0.84,Upgrade
7,P/TBV Ratio,0.25,0.25,0.34,0.39,0.43,0.29,0.44,1.14,0.45,0.44,0.86,Upgrade
8,P/FCF Ratio,3.05,1.91,1.73,1.98,1.67,3.15,-,-,3.82,4.89,37.99,Upgrade
9,P/OCF Ratio,1.91,1.91,1.68,1.89,1.66,3.14,-,-,3.75,4.83,36.50,Upgrade
10,EV/Sales Ratio,0.00,-,0.00,0.04,0.15,0.15,0.19,0.66,0.19,0.35,0.66,Upgrade
11,EV/EBITDA Ratio,0.02,-,0.07,0.89,2.82,3.67,3.59,8.15,2.53,5.08,14.07,Upgrade
12,EV/EBIT Ratio,0.02,-,0.07,0.91,2.88,4.19,4.14,9.16,2.70,5.22,14.59,Upgrade
13,EV/FCF Ratio,0.01,-,0.03,0.47,1.06,2.59,-,-,2.53,4.52,40.23,Upgrade
14,Debt / Equity Ratio,0.11,0.11,0.11,0.11,0.10,0.11,0.11,0.04,0.04,0.05,0.05,Upgrade
15,Debt / FCF Ratio,0.91,0.91,0.67,0.66,0.48,1.40,-,-,0.47,0.52,2.29,Upgrade
16,Return on Capital Employed (ROCE),6.22%,6.22%,6.65%,7.94%,7.34%,4.55%,5.35%,8.85%,8.52%,6.81%,5.84%,Upgrade
17,Earnings Yield,11.61%,18.57%,10.28%,5.47%,5.43%,8.27%,3.97%,1.73%,4.41%,28.30%,18.46%,Upgrade
18,FCF Yield,32.74%,52.39%,57.66%,50.60%,59.95%,31.71%,-19.60%,-0.99%,26.20%,20.45%,2.63%,Upgrade
19,Buyback Yield / Dilution,-,-,-,-0.01%,-2.87%,-22.03%,-36.33%,-13.87%,-18.77%,-20.37%,Upgrade,
20,Total Shareholder Return,4.17%,-,-,-,-0.01%,-2.87%,-22.03%,-36.33%,-13.87%,-18.77%,-20.37%,Upgrade
