,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jan '25 Jan 22, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,417,481,428,495,417,467,639,503,445,428,848,Upgrade
1,Market Cap Growth,-2.81%,-2.81%,2.67%,5.95%,-34.78%,-7.18%,43.75%,17.53%,-47.54%,-61.01%,-24.69%,Upgrade
2,Enterprise Value,2797,3260,3494,3773,3649,4209,4092,4146,3970,4184,4335,Upgrade
3,Last Close Price,1.50,1.73,1.52,1.76,1.47,1.64,2.22,1.75,1.55,1.49,2.91,Upgrade
4,PE Ratio,4.10,4.73,4.82,6.66,9.38,-,5.55,12.01,-1.43,-,-,Upgrade
5,PS Ratio,0.05,0.06,0.05,0.06,0.05,0.04,0.06,0.05,0.06,0.06,0.13,Upgrade
6,PB Ratio,0.12,0.12,0.11,0.13,0.11,0.12,0.16,0.13,0.12,0.12,0.21,Upgrade
7,P/TBV Ratio,0.15,0.15,0.13,0.15,0.13,0.15,0.20,0.16,0.14,0.14,0.24,Upgrade
8,P/FCF Ratio,0.83,0.96,1.08,2.27,1.44,-1.31,-,-,1.10,1.45,-,Upgrade
9,P/OCF Ratio,0.86,0.86,1.04,2.12,1.37,-1.38,-,-,1.04,1.33,-,Upgrade
10,EV/Sales Ratio,0.33,0.38,0.39,0.43,0.40,0.40,0.37,0.44,0.52,0.63,0.68,Upgrade
11,EV/EBITDA Ratio,8.83,11.16,12.98,14.90,12.97,13.23,12.92,13.32,13.42,16.77,18.81,Upgrade
12,EV/EBIT Ratio,10.44,12.65,14.93,17.15,14.56,14.68,14.38,14.82,14.81,18.67,21.09,Upgrade
13,EV/FCF Ratio,5.59,6.51,8.84,17.27,12.59,-11.79,-,-,9.78,14.17,-,Upgrade
14,Debt / Equity Ratio,0.71,0.71,0.80,0.90,0.94,0.94,1.08,1.06,1.10,1.13,1.03,Upgrade
15,Debt / FCF Ratio,5.64,5.64,8.16,16.03,12.69,-10.02,-,-,10.01,13.75,-,Upgrade
16,Return on Capital Employed (ROCE),5.06%,5.06%,4.62%,4.42%,4.80%,5.66%,5.06%,5.66%,5.00%,4.09%,3.46%,Upgrade
17,Earnings Yield,24.39%,21.15%,20.73%,15.02%,10.66%,17.40%,18.00%,8.32%,-69.71%,-90.72%,9.29%,Upgrade
18,FCF Yield,120.02%,104.06%,92.35%,44.15%,69.54%,-76.44%,-83.61%,13.45%,91.29%,69.00%,1.56%,Upgrade
19,Total Shareholder Return,1.33%,-,-,-,-,-,-,-,-,-,-,Upgrade
