,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,1042,961.13,928.39,862.09,816.39,976.51,920.09,795.11,872.79,668.09,Upgrade
1,Short-Term Investments,-,33.96,-,21.73,-,19,-,11.97,-,16.57,Upgrade
2,Trading Asset Securities,19.66,87.89,89.61,86.42,78.97,23.37,16.52,16.9,13.97,14.36,Upgrade
3,Cash & Short-Term Investments,1061,1083,1018,970.23,895.35,1019,936.61,823.98,886.76,699.02,Upgrade
4,Cash Growth,4.27%,11.62%,13.70%,-4.77%,-4.40%,23.65%,5.62%,17.88%,34.17%,9.45%,Upgrade
5,Accounts Receivable,1264,1387,1431,1306,1190,1348,1114,1141,1077,982.99,Upgrade
6,Other Receivables,192.04,91.63,182.2,114.84,265.2,93.31,243.38,61.73,133.93,109.21,Upgrade
7,Receivables,1456,1478,1614,1421,1456,1441,1357,1203,1211,1092,Upgrade
8,Inventory,818.24,829.96,930.62,1062,1019,1359,823.52,661.8,656.72,824.83,Upgrade
9,Prepaid Expenses,-,18.64,-,26.67,-,15.85,-,33.8,-,8.62,Upgrade
10,Other Current Assets,310.68,397.09,389.36,348.65,343.84,441.82,439.29,598.61,458.54,526.04,Upgrade
11,Total Current Assets,3646,3807,3952,3829,3714,4277,3556,3321,3213,3151,Upgrade
12,"Property, Plant & Equipment",664.99,682.72,728.24,702.31,621.63,680.82,708.32,750.23,585.62,578.02,Upgrade
13,Long-Term Investments,532.44,466.1,371.07,330.5,285.54,340.78,412.17,374.62,326.93,375.89,Upgrade
14,Goodwill,126.41,126.41,126.41,126.41,126.41,126.41,126.41,126.41,126.41,126.41,Upgrade
15,Long-Term Accounts Receivable,20.94,46.61,-,-,-,-,-,-,-,-,Upgrade
16,Long-Term Deferred Tax Assets,79.62,88.86,87.08,80.75,79.49,89.38,79.66,84.26,69.82,78.57,Upgrade
17,Other Long-Term Assets,3089,3384,3435,3772,3817,4123,4232,4463,4625,5020,Upgrade
18,Total Assets,8159,8601,8699,8840,8644,9638,9115,9120,8946,9329,Upgrade
19,Accounts Payable,690.85,605.22,606.91,578.22,601.4,787.93,686.65,644.75,640.73,526.65,Upgrade
20,Accrued Expenses,-,402.25,-,339.73,-,379.16,-,315.37,-,263.57,Upgrade
21,Short-Term Debt,-,309.74,313.73,310.2,375.17,389.89,393.61,397.33,-,76.03,Upgrade
22,Current Portion of Long-Term Debt,1922,2121,2321,2299,2157,2346,2614,2274,2458,2396,Upgrade
23,Current Portion of Leases,17.94,19.08,17.71,15.65,14.78,16.24,17.37,18.16,16.88,18.35,Upgrade
24,Current Income Taxes Payable,17.76,31.24,30.31,24.48,39.01,51.64,54.99,34.42,26.18,23.7,Upgrade
25,Current Unearned Revenue,22.46,14.96,13.84,17.48,14.83,13.01,32.68,33.65,23.12,22.87,Upgrade
26,Other Current Liabilities,398.82,27.69,417.57,37.53,378.64,31.2,371.01,38.98,302.46,59.55,Upgrade
27,Total Current Liabilities,3070,3531,3721,3622,3581,4015,4170,3757,3467,3387,Upgrade
28,Long-Term Debt,854.14,735.31,804.86,1016,991.02,1423,900.98,1303,1507,1511,Upgrade
29,Long-Term Leases,29.19,39.5,44.55,38.77,38.23,48.71,58.06,71,79.58,90.19,Upgrade
30,Long-Term Deferred Tax Liabilities,124.49,130,104.46,111.81,96.1,108.64,94.63,118.79,105.17,203.74,Upgrade
31,Other Long-Term Liabilities,82.62,93.73,92.59,107.59,106.82,122.88,127.53,139.44,154.31,141.82,Upgrade
32,Total Liabilities,4180,4549,4788,4916,4834,5739,5371,5409,5337,5356,Upgrade
33,Common Stock,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,Upgrade
34,Additional Paid-In Capital,76.26,76.26,76.26,76.26,76.26,76.26,76.26,76.26,76.26,76.26,Upgrade
35,Retained Earnings,3473,3445,3374,3356,3286,3301,3210,3186,3168,3501,Upgrade
36,Comprehensive Income & Other,-216.15,-134.23,-149.72,-102.97,-131.63,-42.84,24.53,18.64,-14.11,4.72,Upgrade
37,Total Common Equity,3361,3415,3329,3357,3258,3362,3339,3309,3258,3610,Upgrade
38,Minority Interest,618.04,637.35,582.99,568.19,551.69,536.75,405.17,402.55,350.92,363.01,Upgrade
39,Shareholders' Equity,3979,4053,3911,3925,3810,3899,3744,3711,3609,3973,Upgrade
40,Total Liabilities & Equity,8159,8601,8699,8840,8644,9638,9115,9120,8946,9329,Upgrade
41,Total Debt,2823,3225,3501,3680,3576,4224,3984,4064,4061,4092,Upgrade
42,Net Cash (Debt),-1762,-2142,-2483,-2710,-2681,-3205,-3047,-3240,-3174,-3393,Upgrade
43,Net Cash Per Share,-6.34,-7.70,-8.93,-9.75,-9.64,-11.53,-10.96,-11.66,-11.42,-12.21,Upgrade
44,Filing Date Shares Outstanding,277.97,277.97,277.97,277.97,277.97,277.97,277.97,277.97,277.97,277.97,Upgrade
45,Total Common Shares Outstanding,277.97,277.97,277.97,277.97,277.97,277.97,277.97,277.97,277.97,277.97,Upgrade
46,Working Capital,576.48,275.78,231.02,206.32,132.94,262,-613.88,-435.75,-254.51,-236.25,Upgrade
47,Book Value Per Share,12.09,12.29,11.97,12.08,11.72,12.10,12.01,11.90,11.72,12.99,Upgrade
48,Tangible Book Value,3235,3289,3202,3230,3132,3236,3212,3182,3132,3484,Upgrade
49,Tangible Book Value Per Share,11.64,11.83,11.52,11.62,11.27,11.64,11.56,11.45,11.27,12.53,Upgrade
50,Land,-,389.67,-,394.88,-,404.94,-,414.13,-,409.78,Upgrade
51,Machinery,-,93.31,-,77.14,-,76.79,-,68.16,-,46.93,Upgrade
52,Leasehold Improvements,-,23.18,-,23.09,-,23.09,-,23.69,-,23.46,Upgrade
