,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Operating Revenue,0.01,-,7.84,-,34.94,37.91,872.42,930.28,642.51,584.15
1,Other Revenue,-,-,-,-,-,-,-,12.74,-,-
2,Revenue,0.01,-,7.84,-,34.94,37.91,872.42,943.02,642.51,584.15
3,Revenue Growth (YoY),-99.90%,-,-77.55%,-,-96.00%,-95.98%,35.78%,61.44%,51.06%,670.86%
4,Cost of Revenue,4.63,-,12.36,-,26.3,40.75,862.21,916.57,625.31,568.71
5,Gross Profit,-4.62,-,-4.52,-,8.64,-2.84,10.21,26.45,17.2,15.44
6,"Selling, General & Admin",-,-,-,-,0.12,0.12,0.12,0.17,0.25,0.35
7,Other Operating Expenses,4.08,-,6.1,-,9.55,8.74,9.49,10.43,8.05,9.53
8,Operating Expenses,6.06,-,7.32,-,15.42,15.21,16.48,20.07,20.01,28.83
9,Operating Income,-10.68,-,-11.84,-,-6.78,-18.05,-6.27,6.39,-2.81,-13.39
10,Interest Expense,-0.01,-,-0.02,-,-0.15,-0.25,-0.67,-0.2,-1.67,-1.51
11,Interest & Investment Income,1.72,-,1.92,-,1.3,1.33,1.13,0.98,2.27,1.63
12,Earnings From Equity Investments,-4.3,-,-3.22,-,0.11,5.41,3.53,13.38,4.1,3.6
13,Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-0.08,-1.19,-0.03
14,Other Non Operating Income (Expenses),0.7,-,0.06,-,0.24,2.79,0.59,1.78,0.59,3.09
15,EBT Excluding Unusual Items,-12.58,-,-13.1,-,-5.28,-8.77,-1.69,22.24,1.28,-6.62
16,Gain (Loss) on Sale of Investments,-,-,-,-,-,1.44,-,-,-,-
17,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,0.07
18,Asset Writedown,-,-,-,-,-,-0.84,-,-3.48,-0.61,-13.77
19,Other Unusual Items,-,-,1.81,-,1.9,3.99,1.15,8.2,5.76,4.42
20,Pretax Income,-12.58,-,-11.29,-,-3.38,-4.18,-0.54,26.96,6.44,-15.9
21,Income Tax Expense,-0.34,-,-0.55,-,-0.32,1.11,0.23,7.34,0.56,-0.19
22,Earnings From Continuing Operations,-12.25,-,-10.73,-,-3.06,-5.29,-0.76,19.62,5.89,-15.71
23,Earnings From Discontinued Operations,-,-,25.64,-,-,-,-,-,-,-
24,Net Income to Company,-12.25,-,14.91,-,-3.06,-5.29,-0.76,19.62,5.89,-15.71
25,Minority Interest in Earnings,1.13,-,-,-,0.01,0.01,0.01,0.02,0.03,0.03
26,Net Income,-11.11,-,14.91,-,-3.05,-5.28,-0.75,19.64,5.91,-15.68
27,Net Income to Common,-11.11,-,14.91,-,-3.05,-5.28,-0.75,19.64,5.91,-15.68
28,Shares Outstanding (Basic),893,-,893,-,878,859,859,859,859,859
29,Shares Outstanding (Diluted),893,-,893,-,878,859,859,859,859,859
30,Shares Change (YoY),-,-,1.75%,-,2.21%,-,-,-0.00%,0.87%,7.36%
31,EPS (Basic),-0.01,-,0.02,-,-0.00,-0.01,-0.00,0.02,0.01,-0.02
32,EPS (Diluted),-0.01,-,0.02,-,-0.00,-0.01,-0.00,0.02,0.01,-0.02
33,Free Cash Flow,3.49,-,-10.83,-,16.3,4.81,1.85,28.02,24.45,-14.21
34,Free Cash Flow Per Share,0.00,-,-0.01,-,0.02,0.01,0.00,0.03,0.03,-0.02
35,Operating Margin,-133500.00%,-,-150.88%,-,-19.39%,-47.61%,-0.72%,0.68%,-0.44%,-2.29%
36,Profit Margin,-138912.50%,-,190.09%,-,-8.73%,-13.92%,-0.09%,2.08%,0.92%,-2.68%
37,Free Cash Flow Margin,43612.50%,-,-138.07%,-,46.64%,12.67%,0.21%,2.97%,3.81%,-2.43%
38,EBITDA,-10.67,-,-11.14,-,-6.38,-17.64,-5.78,6.58,-0.73,-10.7
39,D&A For EBITDA,0.01,0.02,0.69,0.35,0.4,0.41,0.48,0.19,2.08,2.69
40,EBIT,-10.68,-,-11.84,-,-6.78,-18.05,-6.27,6.39,-2.81,-13.39
41,Revenue as Reported,-,-,-,-,34.94,37.91,872.42,943.02,642.51,584.15
