,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 11, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Market Capitalization,153,357,147,169,322,362,490,417,575,344,361
1,Market Cap Growth,8.11%,111.64%,-54.17%,-53.33%,-34.32%,-13.15%,-14.93%,21.25%,59.52%,-50.00%,-69.32%
2,Enterprise Value,138,348,133,168,305,352,475,393,581,369,385
3,Last Close Price,0.16,0.40,0.17,0.19,0.36,0.41,0.57,0.48,0.67,0.40,0.42
4,PE Ratio,-,-,-,11.32,-,-,-,-,22.52,-35.18,-
5,PS Ratio,3080.26,44663.75,-,21.52,-,4.97,0.54,0.23,0.36,0.28,0.36
6,PB Ratio,1.20,3.03,1.12,0.92,1.88,2.10,3.09,2.55,3.52,2.42,2.67
7,P/TBV Ratio,3.00,3.00,1.11,1.00,2.06,2.31,3.09,2.55,3.52,2.42,2.67
8,P/FCF Ratio,-,102.41,-,-,-,17.14,73.60,13.95,10.97,33.56,-
9,P/OCF Ratio,4304.94,99.84,-,-,-,17.14,73.60,13.95,10.96,32.57,-
10,EV/Sales Ratio,2998.00,43471.00,-,21.37,-,4.84,0.52,0.22,0.37,0.30,0.38
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,99.15,-,-
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,162.29,-,-
13,EV/FCF Ratio,-10621.00,99.68,-,-,-,16.70,71.38,13.17,11.06,36.03,-
14,Debt / Equity Ratio,0.01,0.01,0.01,0.01,0.05,0.05,0.09,0.19,0.21,0.32,0.51
15,Debt / FCF Ratio,-,0.22,-,-,-,0.40,2.18,1.05,0.65,4.42,-
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,2.07%,-,-
17,Earnings Yield,-40.53%,-3.11%,-,8.83%,-,-2.30%,-1.23%,4.53%,4.44%,-2.84%,-5.80%
18,FCF Yield,-0.01%,0.98%,-,-6.41%,-,5.83%,1.36%,7.17%,9.12%,2.98%,-2.03%
19,Buyback Yield / Dilution,-0.44%,-,-,-1.75%,-,-2.21%,-,-,0.00%,-0.87%,-7.36%
20,Total Shareholder Return,-0.44%,-,-,-1.75%,-,-2.21%,-,-,0.00%,-0.87%,-7.36%
