,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,14,10.49,15.66,9.74,24.35,23.79,46.17,32.29,27.11,28.48
1,Short-Term Investments,-,-,-,-,-,-,-,25.17,13,15.06
2,Cash & Short-Term Investments,14,10.49,15.66,9.74,24.35,23.79,46.17,57.45,40.11,43.54
3,Cash Growth,-10.62%,7.74%,-35.70%,-59.08%,-47.26%,-58.59%,15.12%,31.96%,-44.97%,-47.95%
4,Accounts Receivable,0.14,1.72,28.8,28.6,1.26,0.34,194.66,326.64,0.33,46.9
5,Other Receivables,7.81,14.79,21.82,17.14,22.05,31.26,18.38,22.81,16.98,5.11
6,Receivables,36.58,45.75,80.48,63.9,58.17,41.8,213.03,364.44,17.31,52.01
7,Inventory,2.6,2.53,2.52,2.84,0.25,0.11,0.12,0.12,1.74,1.97
8,Prepaid Expenses,0.54,0.67,0.48,1.23,-,7.31,12.81,21.87,34.48,2.97
9,Other Current Assets,1,1.64,0.4,6,6.22,6.43,3.89,4.44,7.13,5.69
10,Total Current Assets,54.72,61.08,99.54,83.7,88.99,79.44,276.02,448.32,100.76,106.17
11,"Property, Plant & Equipment",0.89,1.13,1.08,8.68,6.52,10.05,17.27,14.23,30.51,38.71
12,Long-Term Investments,78.82,85.19,96.28,99.5,91.53,91.42,93.62,90.05,75.19,71.1
13,Goodwill,-,-,8.81,8.81,9.03,-,-,-,-,-
14,Other Intangible Assets,-,-,5.34,6.02,6.91,0,0,0,0,0.01
15,Long-Term Deferred Tax Assets,0.46,0.45,0.02,0.02,-,-,-,-,1.16,1.1
16,Other Long-Term Assets,0.26,0.26,-,2.55,1.83,2.73,5.88,7.15,7.88,10.13
17,Total Assets,150.16,163.11,226.05,224.29,204.8,198.64,407.79,559.76,230.51,242.22
18,Accounts Payable,17.94,17.7,24.55,21.9,2.63,0.58,183.58,322.71,6.88,14.41
19,Accrued Expenses,1.74,1.2,-,3.71,3.4,5.57,4.16,7.75,3.23,4.37
20,Short-Term Debt,-,-,-,-,-,0.11,8.67,11.82,11.35,23.12
21,Current Portion of Leases,0.78,1.05,1.09,6.1,5.9,9.88,14.92,16.89,20.01,25.25
22,Current Income Taxes Payable,1.09,1.05,1.21,0.92,1.77,1,0.86,3.37,0.44,0.02
23,Current Unearned Revenue,-,-,0.12,1.1,3.27,5.94,9.3,11.7,-,-
24,Other Current Liabilities,7.14,5.69,9.26,9.77,7.15,8.22,11.18,12.34,30.21,16.21
25,Total Current Liabilities,28.69,26.69,36.23,43.51,24.12,31.28,232.68,386.57,72.12,83.37
26,Long-Term Leases,-,-,-,2.5,2.46,4.49,7.91,5.48,13.85,20.55
27,Long-Term Deferred Tax Liabilities,3.67,4,6.23,6.78,5.66,3.89,3.31,3.09,1.47,1.05
28,Other Long-Term Liabilities,-,0.3,-,0.3,0.17,0.57,0.7,1.23,1.21,1.95
29,Total Liabilities,32.35,31,42.46,53.09,32.41,40.24,244.59,396.36,88.65,106.91
30,Common Stock,2.23,2.23,2.23,2.23,2.23,2.15,2.15,2.15,2.15,2.15
31,Additional Paid-In Capital,170.76,170.76,170.76,170.76,170.76,152.63,152.63,152.63,152.63,152.63
32,Retained Earnings,-45.71,-36.87,13.83,-1.08,-2.77,0.28,5.56,6.31,-13.33,-19.24
33,Comprehensive Income & Other,-8.24,-3.91,-3.12,-0.6,2.28,3.45,2.95,2.39,0.47,-0.2
34,Total Common Equity,119.04,132.21,183.69,171.31,172.49,158.51,163.29,163.47,141.92,135.34
35,Minority Interest,-1.24,-0.1,-0.1,-0.11,-0.11,-0.11,-0.09,-0.08,-0.06,-0.03
36,Shareholders' Equity,117.8,132.11,183.59,171.2,172.39,158.4,163.2,163.39,141.86,135.3
37,Total Liabilities & Equity,150.16,163.11,226.05,224.29,204.8,198.64,407.79,559.76,230.51,242.22
38,Total Debt,0.78,1.05,1.09,8.6,8.35,14.47,31.49,34.18,45.21,68.92
39,Net Cash (Debt),13.21,9.44,14.56,1.13,16,9.32,14.68,23.27,-5.11,-25.39
40,Net Cash Growth,-9.28%,733.83%,-8.96%,-87.85%,8.97%,-59.96%,-,-,-,-
41,Net Cash Per Share,0.01,-,0.02,-,0.02,0.01,0.02,0.03,-0.01,-0.03
42,Filing Date Shares Outstanding,893.27,893.27,893.27,893.27,893.27,858.92,858.92,858.92,858.92,858.92
43,Total Common Shares Outstanding,893.27,893.27,893.27,893.27,893.27,858.92,858.92,858.92,858.92,858.92
44,Working Capital,26.04,34.39,63.31,40.2,64.87,48.16,43.34,61.76,28.63,22.81
45,Book Value Per Share,0.13,0.15,0.21,0.19,0.19,0.18,0.19,0.19,0.17,0.16
46,Tangible Book Value,119.04,132.21,169.55,156.47,156.56,158.51,163.29,163.47,141.92,135.33
47,Tangible Book Value Per Share,0.13,0.15,0.19,0.18,0.18,0.18,0.19,0.19,0.17,0.16
48,Machinery,-,1.82,-,3.99,-,10.86,-,13.65,-,27.91
49,Leasehold Improvements,-,-,-,4.14,-,7.83,-,10.01,-,17.17
