,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,2875707,2889804,3453452,2401802,2437473,2615824,2615824,3448132,2734725,2853626,2996308,2960637,3293561,2128341,2150170,2379376,2783215,1964622,1840157,1690144,1780102,Upgrade
1,Market Cap Growth,10.47%,10.47%,32.02%,-30.34%,-10.87%,-8.33%,-12.70%,16.47%,-16.97%,34.08%,39.35%,24.43%,18.34%,8.33%,16.85%,40.78%,56.35%,10.99%,18.71%,13.43%,21.93%,Upgrade
2,Enterprise Value,12335744,14028936,13440896,13338937,10989181,11453622,11303628,13100437,11871501,12172658,12299982,12809189,10959492,10343955,10085839,9831736,8433473,6855238,6723250,6319887,6301259,Upgrade
3,Last Close Price,20400.00,20500.00,24500.00,20200.00,20500.00,22000.00,22000.00,29000.00,23000.00,24000.00,25200.00,24900.00,27700.00,19500.00,19699.80,21799.78,25499.74,17999.82,18399.82,16899.83,17799.82,Upgrade
4,PE Ratio,60.53,66.17,107.22,230.11,60.17,-,52.55,68.35,872.92,-,290.70,334.58,388.50,268.28,164.90,163.21,191.57,147.60,208.07,143.00,131.30,Upgrade
5,PS Ratio,0.30,0.32,0.41,0.30,0.31,0.35,0.33,0.44,0.35,0.37,0.38,0.39,0.49,0.34,0.49,0.63,0.82,0.60,0.59,0.55,0.59,Upgrade
6,PB Ratio,1.39,0.47,0.57,0.44,0.44,0.56,0.56,0.74,0.59,0.63,0.78,0.79,0.84,0.54,0.57,0.63,0.74,0.71,0.79,0.74,0.86,Upgrade
7,P/TBV Ratio,5.21,5.21,10.76,-,-,-,-,-,-,-,-,-,-,-,-,3.80,4.62,2.89,3.81,2.75,2.91,Upgrade
8,P/FCF Ratio,25.31,25.43,-,-,-,12.97,-,-,-,-,-,-,-,-,-,-,-48.90,-,21.56,-,-16.98,Upgrade
9,P/OCF Ratio,4.52,4.52,-,1.93,-,5.09,-4.36,-,-,-9.10,-9.86,-,-,13.45,-20.67,-,6.26,-,4.01,3.94,7.20,Upgrade
10,EV/Sales Ratio,1.39,1.58,1.58,1.64,1.40,1.51,1.42,1.68,1.52,1.58,1.56,1.69,1.63,1.66,2.31,2.59,2.50,2.08,2.17,2.05,2.08,Upgrade
11,EV/EBITDA Ratio,9.35,11.47,11.67,11.63,10.34,10.82,10.01,11.74,10.97,11.48,11.41,12.19,10.99,11.90,14.77,18.38,18.26,15.42,16.17,15.53,15.13,Upgrade
12,EV/EBIT Ratio,20.51,27.75,28.88,27.90,27.94,28.40,26.03,29.17,29.59,29.98,32.51,38.47,33.38,39.72,51.91,75.91,74.41,64.52,49.67,49.46,42.96,Upgrade
13,EV/FCF Ratio,108.55,123.45,-,-,-,56.78,-,-,-,-,-,-,-,-,-,-,-148.18,-,78.76,-,-60.09,Upgrade
14,Debt / Equity Ratio,1.35,1.35,1.34,1.37,1.44,1.59,1.48,1.54,1.70,1.70,2.11,2.24,2.08,1.86,2.05,1.87,1.67,2.00,2.11,2.09,2.25,Upgrade
15,Debt / EBITDA Ratio,6.71,6.90,6.76,5.43,7.08,8.17,5.84,6.84,7.24,6.52,7.24,9.17,8.03,5.79,7.56,9.98,12.47,10.72,11.61,11.65,10.79,Upgrade
16,Debt / FCF Ratio,72.20,72.20,-,-,-,36.65,-,-,-,-,-,-,-,-,-,-,-109.66,-,57.76,-,-44.43,Upgrade
17,Asset Turnover,0.61,0.51,0.51,0.42,0.58,0.46,0.49,0.36,0.67,0.44,0.54,0.38,0.80,0.40,0.36,0.31,0.42,0.37,0.37,0.40,Upgrade,
18,Inventory Turnover,4.79,5.38,4.40,4.68,3.74,4.88,3.62,4.27,2.96,6.12,3.45,4.75,3.04,7.61,3.39,3.44,3.13,5.61,4.95,5.52,5.13,Upgrade
19,Quick Ratio,1.06,1.03,0.81,0.89,0.90,0.87,0.85,0.84,0.83,0.77,0.79,0.81,0.81,0.87,0.82,0.68,0.63,0.87,0.86,0.74,0.78,Upgrade
20,Current Ratio,1.49,1.49,1.30,1.32,1.35,1.36,1.38,1.31,1.29,1.23,1.38,1.37,1.40,1.30,1.30,1.18,1.18,1.22,1.22,1.01,1.05,Upgrade
21,Return on Equity (ROE),4.58%,4.66%,3.62%,0.48%,-1.00%,1.22%,10.59%,0.14%,4.94%,1.83%,2.14%,0.51%,1.54%,0.28%,0.22%,0.40%,-0.23%,0.35%,4.26%,0.65%,Upgrade,
22,Return on Assets (ROA),1.62%,1.73%,2.19%,1.73%,1.15%,2.12%,1.08%,1.91%,1.64%,2.43%,0.37%,2.28%,1.35%,1.86%,0.34%,1.45%,0.27%,1.11%,0.04%,1.83%,Upgrade,
23,Return on Capital (ROIC),1.99%,2.21%,2.93%,2.30%,1.55%,2.84%,1.43%,2.54%,2.14%,3.07%,0.46%,2.83%,1.69%,2.31%,0.42%,1.75%,0.33%,1.32%,0.05%,2.13%,Upgrade,
24,Return on Capital Employed (ROCE),4.34%,4.34%,4.15%,4.17%,3.37%,4.04%,4.49%,4.67%,3.82%,3.92%,3.60%,3.18%,2.99%,2.51%,1.88%,1.32%,1.20%,1.48%,2.09%,2.20%,2.66%,Upgrade
25,Earnings Yield,1.52%,1.51%,0.93%,0.43%,1.66%,1.55%,1.90%,1.46%,0.11%,0.15%,0.36%,0.31%,0.27%,0.39%,0.61%,0.61%,0.52%,0.68%,0.56%,0.79%,0.85%,Upgrade
26,FCF Yield,3.95%,3.93%,19.92%,36.49%,22.11%,7.71%,-39.41%,-34.65%,-57.63%,-49.48%,-46.02%,-44.83%,-34.04%,-24.74%,-35.02%,-24.77%,-2.04%,-10.46%,4.64%,-2.03%,-5.89%,Upgrade
27,Payout Ratio,48.35%,245.53%,13.94%,66.89%,331.37%,-,188.20%,17.91%,1093.93%,-,134.86%,1374.38%,442.36%,-,-,8018.54%,275.24%,19.18%,-,5096.96%,-,Upgrade
28,Buyback Yield / Dilution,-8.99%,-16.06%,-17.14%,-0.33%,-,-2.15%,-,3.29%,1.37%,-8.86%,-8.94%,-10.72%,-14.44%,-8.06%,-9.15%,-11.04%,-5.34%,-1.09%,-0.01%,-0.00%,-0.00%,Upgrade
29,Total Shareholder Return,-8.99%,-16.06%,-17.14%,-0.33%,-,-2.15%,-,3.29%,1.37%,-8.86%,-8.94%,-10.72%,-14.44%,-8.06%,-9.15%,-11.04%,-5.34%,-1.09%,-0.01%,-0.00%,-0.00%,Upgrade
