,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Revenue,346.84,-,368.33,-,606.13,735.33,656.08,599.02,509.54,339.1,Upgrade
1,Revenue Growth (YoY),-5.83%,-,-39.23%,-,-7.61%,22.75%,28.76%,76.65%,80.92%,-16.86%,Upgrade
2,Cost of Revenue,164.82,-,180.91,-,338.35,437.71,379.55,330.09,336.54,169.41,Upgrade
3,Gross Profit,182.02,-,187.42,-,267.78,297.62,276.54,268.93,173,169.69,Upgrade
4,"Selling, General & Admin",195.29,-,167.03,-,257.25,253.58,245.62,234.38,194.88,224.76,Upgrade
5,Operating Expenses,196.29,-,167.05,-,260.41,259.47,245.11,235.27,192.83,233.37,Upgrade
6,Operating Income,-14.27,-,20.37,-,7.36,38.15,31.43,33.66,-19.84,-63.68,Upgrade
7,Interest Expense,-14.95,-,-20.17,-,-52.45,-47.81,-47.88,-50.41,-57.32,-33.53,Upgrade
8,Interest & Investment Income,25.47,-,26.51,-,6.66,8.41,16.94,15.08,14.58,31.55,Upgrade
9,Earnings From Equity Investments,0.52,-,1.26,-,0.72,1.51,0.06,-0,4.66,6.44,Upgrade
10,Currency Exchange Gain (Loss),0.38,-,-2.76,-,-5.36,6.16,0.81,1.85,0.23,-2.26,Upgrade
11,Other Non Operating Income (Expenses),3.42,-,6.69,-,29.91,31.21,24.08,46.33,26.23,12.19,Upgrade
12,EBT Excluding Unusual Items,0.57,-,31.91,-,-13.16,37.63,25.43,46.52,-31.46,-49.29,Upgrade
13,Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-6.04,Upgrade
14,Gain (Loss) on Sale of Investments,-3.74,-,-2.14,-,-17.03,-64.9,-13.17,-22.22,-209.77,66.22,Upgrade
15,Gain (Loss) on Sale of Assets,14.93,-,33.67,-,0.06,1.81,-,-0.24,-,-0.55,Upgrade
16,Asset Writedown,12.95,-,-50.31,-,10.92,-121.32,40.69,-82.62,25.67,-162.56,Upgrade
17,Legal Settlements,-,-,-,-,-,48.57,-,-,-,-,Upgrade
18,Other Unusual Items,0.44,-,-,-,0.19,-3.39,1.33,-43.64,14.63,574.83,Upgrade
19,Pretax Income,25.15,-,13.13,-,-19.02,-101.59,54.29,-102.2,-200.93,422.61,Upgrade
20,Income Tax Expense,1.41,-,0.6,-,16.62,21.55,18.97,113.73,34.41,16.73,Upgrade
21,Earnings From Continuing Operations,23.74,-,12.53,-,-35.64,-123.14,35.32,-215.92,-235.34,405.88,Upgrade
22,Earnings From Discontinued Operations,-,-,8.6,-,-,-,-,-,-,-,Upgrade
23,Net Income to Company,23.74,-,21.12,-,-35.64,-123.14,35.32,-215.92,-235.34,405.88,Upgrade
24,Minority Interest in Earnings,-0.04,-,-17.58,-,-17.74,0.12,-21.21,66.85,8.42,0.46,Upgrade
25,Net Income,23.7,-,3.55,-,-53.39,-123.02,14.11,-149.08,-226.92,406.34,Upgrade
26,Net Income to Common,23.7,-,3.55,-,-53.39,-123.02,14.11,-149.08,-226.92,406.34,Upgrade
27,Net Income Growth,567.82%,-,-,-,-,-,-,-,-,1086.69%,Upgrade
28,Shares Outstanding (Basic),1127,-,1192,-,1228,1232,1232,1232,1232,1232,Upgrade
29,Shares Outstanding (Diluted),1127,-,1192,-,1228,1232,1232,1232,1232,1232,Upgrade
30,Shares Change (YoY),-5.46%,-,-2.95%,-,-0.31%,-,-,-,-,0.02%,Upgrade
31,EPS (Basic),0.02,-,0.00,-,-0.04,-0.10,0.01,-0.12,-0.18,0.33,Upgrade
32,EPS (Diluted),0.02,-,0.00,-,-0.04,-0.10,0.01,-0.12,-0.18,0.33,Upgrade
33,EPS Growth,606.45%,-,-,-,-,-,-,-,-,1086.52%,Upgrade
34,Free Cash Flow,19.26,-,22.93,-,-18,183.42,-40.35,181.73,171.32,39.34,Upgrade
35,Free Cash Flow Per Share,0.02,-,0.02,-,-0.01,0.15,-0.03,0.15,0.14,0.03,Upgrade
36,Operating Margin,-4.11%,-,5.53%,-,1.21%,5.19%,4.79%,5.62%,-3.89%,-18.78%,Upgrade
37,Profit Margin,6.83%,-,0.96%,-,-8.81%,-16.73%,2.15%,-24.89%,-44.53%,119.83%,Upgrade
38,Free Cash Flow Margin,5.55%,-,6.22%,-,-2.97%,24.94%,-6.15%,30.34%,33.62%,11.60%,Upgrade
39,EBITDA,2.64,-,39.14,-,34.74,68.81,61.77,66.07,6.76,-39.78,Upgrade
40,D&A For EBITDA,16.92,25.39,18.78,27.24,27.37,30.66,30.34,32.4,26.6,23.9,Upgrade
41,EBIT,-14.27,-,20.37,-,7.36,38.15,31.43,33.66,-19.84,-63.68,Upgrade
