,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1303,1131,1697,1697,2194,2983,4046,1663,1611,734,1251,Upgrade
1,Market Cap Growth,-33.33%,-33.33%,-22.66%,-43.10%,-45.76%,79.38%,151.06%,126.64%,28.77%,-46.50%,2.82%,Upgrade
2,Enterprise Value,4462,4791,4435,4802,5299,5915,7372,5093,4485,3645,4056,Upgrade
3,Last Close Price,0.38,0.33,0.49,0.49,0.64,0.87,1.18,0.48,0.47,0.21,0.36,Upgrade
4,PE Ratio,-,-,-,19.33,-,3.66,8.90,-4.08,-,-,-,Upgrade
5,Forward PE,-,12.61,12.61,12.61,12.61,12.61,12.61,12.61,12.61,12.61,12.61,Upgrade
6,PS Ratio,0.10,0.07,0.10,0.12,0.14,0.17,0.32,0.26,0.37,0.15,0.22,Upgrade
7,PB Ratio,0.55,0.43,0.60,0.60,0.77,0.90,1.48,0.64,0.63,0.26,0.44,Upgrade
8,P/TBV Ratio,0.41,0.41,0.58,0.58,0.74,0.95,1.48,0.82,0.79,0.32,0.53,Upgrade
9,P/FCF Ratio,-,-2.48,-,49.52,-,3.50,4.37,7.12,-,2.00,-,Upgrade
10,P/OCF Ratio,15.37,15.37,-,1.60,2.34,1.96,2.54,2.48,2.70,0.87,1.90,Upgrade
11,EV/Sales Ratio,0.34,0.32,0.26,0.33,0.33,0.34,0.57,0.79,1.03,0.76,0.70,Upgrade
12,EV/EBITDA Ratio,31.24,31.24,8.17,11.03,-,2.54,3.83,7.90,10.27,12.83,9.98,Upgrade
13,EV/EBIT Ratio,-,-,-,30.62,-,3.89,5.75,22.94,-,-38.86,-,Upgrade
14,EV/FCF Ratio,-,-10.50,-,140.10,-,6.95,7.97,21.80,-,9.92,-,Upgrade
15,Debt / Equity Ratio,1.98,1.98,1.81,1.52,1.57,1.41,1.50,1.61,1.79,1.65,1.47,Upgrade
16,Debt / FCF Ratio,-,-11.40,-,125.95,-,5.48,4.45,18.01,-,12.47,-,Upgrade
17,Return on Capital Employed (ROCE),-,-,-,3.62%,-,32.21%,36.27%,6.03%,-,-1.96%,-,Upgrade
18,Earnings Yield,-55.65%,-20.64%,3.78%,5.17%,15.32%,27.35%,11.24%,-24.52%,-27.18%,-40.44%,-16.17%,Upgrade
19,FCF Yield,-40.34%,-40.34%,-50.08%,2.02%,-4.27%,28.53%,22.87%,14.05%,10.00%,50.08%,14.36%,Upgrade
