,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,1061,975.58,950.01,1175,1324,1045,803.54,1130,1535,1104,Upgrade
1,Short-Term Investments,417.95,171.55,302.62,81.52,180.86,73.5,115.02,46.05,210.55,169.29,Upgrade
2,Trading Asset Securities,-,-,-,-,-,-,-,-,-,13.09,Upgrade
3,Cash & Short-Term Investments,1479,1147,1253,1257,1505,1119,918.56,1176,1745,1286,Upgrade
4,Cash Growth,18.09%,-8.74%,-16.77%,12.35%,63.86%,-4.83%,-47.37%,-8.58%,-7.95%,-17.65%,Upgrade
5,Accounts Receivable,1203,1532,1163,1484,1130,1455,1108,1429,1400,1757,Upgrade
6,Other Receivables,213.02,0.45,3.7,7.12,0.48,0.51,0.51,0.5,0.45,1.88,Upgrade
7,Receivables,1416,1533,1166,1491,1131,1455,1120,1447,1432,1759,Upgrade
8,Inventory,1498,1682,1842,1849,1499,1399,791.84,528.24,572.18,518.4,Upgrade
9,Prepaid Expenses,1356,1663,1372,1299,1396,1692,881.83,775.57,235.48,217.25,Upgrade
10,Other Current Assets,569.71,315.67,755.77,430.84,516.98,200.55,31.67,45.5,15.28,36.25,Upgrade
11,Total Current Assets,6319,6340,6388,6327,6047,5866,3744,3972,4001,3817,Upgrade
12,"Property, Plant & Equipment",4541,4498,4393,4543,4257,4237,3981,4031,3697,3283,Upgrade
13,Long-Term Investments,84.54,109.71,112.46,86.2,85.66,92.61,234.66,306.25,693.16,935.38,Upgrade
14,Other Intangible Assets,210.57,214.03,210.3,221.37,225.77,367.9,560.48,478.01,445.66,464.09,Upgrade
15,Long-Term Deferred Tax Assets,16.46,11.91,18.35,20.98,-,12.9,79.15,87.9,36.96,30.25,Upgrade
16,Other Long-Term Assets,153.61,191.67,243.62,251.82,455.24,408.2,288.46,183.39,201.19,202.86,Upgrade
17,Total Assets,11326,11366,11366,11451,11071,10984,8887,9059,9075,8767,Upgrade
18,Accounts Payable,1726,1449,2177,2149,1389,1300,616.79,685.21,590.12,691.08,Upgrade
19,Accrued Expenses,340.79,463.49,543.48,529.64,341.66,611.29,322.04,330.51,322.72,319.96,Upgrade
20,Short-Term Debt,56.04,56.5,2404,53.32,2871,2301,1886,2103,2481,2748,Upgrade
21,Current Portion of Long-Term Debt,3699,3956,613,3054,707.83,1302,1615,540.84,335.76,692.16,Upgrade
22,Current Portion of Leases,260.46,150.79,148.09,159.45,19.53,21.27,2.16,35.78,61.65,74.1,Upgrade
