,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Operating Revenue,0.12,0.21,0.17,0.1,0.01,-0.02,3.27,1.13,0.09,0.06,Upgrade
1,Other Revenue,-0.08,-,0.11,-,-,-,-,0.46,-,-,Upgrade
2,Revenue,0.04,0.21,0.28,0.1,0.01,-0.02,3.27,1.59,0.09,0.06,Upgrade
3,Revenue Growth (YoY),-84.81%,106.93%,2076.92%,-,-99.60%,-,3751.76%,2680.70%,-20.56%,-95.53%,Upgrade
4,Cost of Revenue,0.53,0.69,0.69,0.62,0.6,2.4,-,1.3,1.16,1.62,Upgrade
5,Gross Profit,-0.48,-0.48,-0.4,-0.52,-0.59,-2.42,3.27,0.28,-1.07,-1.56,Upgrade
6,"Selling, General & Admin",1.9,1.82,2.16,1.84,2.37,1.66,3.55,2.4,2.42,2.94,Upgrade
7,Research & Development,-,-,-,-,-,-1.6,1.6,-,-,-,Upgrade
8,Other Operating Expenses,0.11,0.24,0.08,0.06,-0.02,0.02,0.16,-0.15,0.22,0.18,Upgrade
9,Operating Expenses,2.02,12.32,14.62,14.98,14.69,13.16,16.45,10.99,13.3,17.25,Upgrade
10,Operating Income,-2.5,-12.81,-15.02,-15.5,-15.28,-15.59,-13.18,-10.71,-14.37,-18.81,Upgrade
11,Interest Expense,-0.06,-0.05,-0.03,-0.43,-0.58,-0.57,-0.65,-0.93,-0.77,-0.57,Upgrade
12,Interest & Investment Income,-,-,-,-,-,-,-,0.14,-0.03,0.38,Upgrade
13,Currency Exchange Gain (Loss),-0.06,0.21,-0.05,0.36,-0.46,-0.34,0.05,-,-,-,Upgrade
14,Other Non Operating Income (Expenses),-,-,-,0.69,-0.69,-1.84,3.43,-,-,-,Upgrade
15,EBT Excluding Unusual Items,-2.62,-12.65,-15.09,-14.88,-17.01,-18.35,-10.34,-11.5,-15.17,-19,Upgrade
16,Impairment of Goodwill,-,-,-,-,-,-,-,-5.7,-,-,Upgrade
17,Gain (Loss) on Sale of Investments,-,-0.06,-,0.22,-4.35,1.4,12.19,1.1,-1.1,-1.8,Upgrade
18,Asset Writedown,-,-2.67,-,-,-,-,-,19.43,-13.3,-26,Upgrade
19,Other Unusual Items,-,-,-,0.01,0.02,-,0.01,0.07,0.01,0.09,Upgrade
20,Pretax Income,-2.62,-15.37,-15.09,-14.66,-21.35,-16.95,1.86,3.39,-29.55,-46.71,Upgrade
21,Income Tax Expense,-,-2.52,-2.89,1.71,-1.29,-1.69,-0.8,0.63,-2.4,-4.01,Upgrade
22,Earnings From Continuing Operations,-2.62,-12.85,-12.2,-16.37,-20.06,-15.26,2.66,2.76,-27.16,-42.69,Upgrade
23,Net Income to Company,-2.62,-12.85,-12.2,-16.37,-20.06,-15.26,2.66,2.76,-27.16,-42.69,Upgrade
24,Minority Interest in Earnings,-,-,-,-,-,-,-,-,0,-0.05,Upgrade
25,Net Income,-2.62,-12.85,-12.2,-16.37,-20.06,-15.26,2.66,2.76,-27.16,-42.74,Upgrade
26,Net Income to Common,-2.62,-12.85,-12.2,-16.37,-20.06,-15.26,2.66,2.76,-27.16,-42.74,Upgrade
27,Shares Outstanding (Basic),228,228,222,120,120,120,120,94,92,92,Upgrade
28,Shares Outstanding (Diluted),228,228,222,120,120,120,121,94,92,92,Upgrade
29,Shares Change (YoY),2.99%,90.35%,84.85%,0.04%,-0.63%,27.50%,31.43%,2.43%,-,-,Upgrade
30,EPS (Basic),-0.01,-0.06,-0.06,-0.14,-0.17,-0.13,0.02,0.03,-0.30,-0.47,Upgrade
31,EPS (Diluted),-0.01,-0.06,-0.06,-0.14,-0.17,-0.13,0.02,0.03,-0.30,-0.47,Upgrade
32,Free Cash Flow,-2.56,-1.22,-2.37,3.86,-3.36,-0.91,-0.84,-1.81,-3.92,-4.55,Upgrade
33,Free Cash Flow Per Share,-0.01,-0.01,-0.01,0.03,-0.03,-0.01,-0.01,-0.02,-0.04,-0.05,Upgrade
34,Operating Margin,-5806.98%,-6127.75%,-5306.71%,-15342.57%,-117523.08%,-,-402.50%,-675.65%,-16900.00%,-33005.26%,Upgrade
35,Profit Margin,-6095.35%,-6148.33%,-4310.60%,-16202.97%,-154323.08%,-,81.28%,174.13%,-31947.06%,-74989.47%,Upgrade
36,Free Cash Flow Margin,-5944.19%,-585.17%,-837.10%,3819.80%,-25876.92%,-,-25.66%,-114.26%,-4608.24%,-7982.46%,Upgrade
37,EBITDA,-2.49,-2.99,-2.63,-2.88,-2.93,-2.97,-2.02,-1.95,-3.69,-4.65,Upgrade
38,D&A For EBITDA,0.01,9.81,12.39,12.62,12.35,12.62,11.16,8.76,10.67,14.17,Upgrade
39,EBIT,-2.5,-12.81,-15.02,-15.5,-15.28,-15.59,-13.18,-10.71,-14.37,-18.81,Upgrade
40,Revenue as Reported,-0.01,0.29,0.25,1.4,-5.42,-,19.04,3.15,-1,-,Upgrade
