,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,0.28,2.1,4.59,0.31,0.22,0.61,1.44,2.7,0.16,0.21,Upgrade
1,Trading Asset Securities,0.02,0.32,0.38,1.1,3.27,10.51,14.68,2.51,0.96,2.05,Upgrade
2,Cash & Short-Term Investments,0.3,2.42,4.97,1.41,3.49,11.13,16.12,5.21,1.12,2.26,Upgrade
3,Cash Growth,-93.94%,71.76%,42.42%,-87.36%,-78.36%,113.65%,1343.33%,130.75%,-84.21%,-65.40%,Upgrade
4,Accounts Receivable,0.04,0.04,-,0.02,0,-,0.02,0.43,0.03,0.02,Upgrade
5,Receivables,0.04,0.04,-,0.02,0,-,0.02,0.43,0.03,0.02,Upgrade
6,Prepaid Expenses,0.41,0.3,0.53,0.85,0.57,0.46,0.48,1.04,-,0.57,Upgrade
7,Restricted Cash,0.03,0.03,0.03,0.03,-,-,-,-,-,-,Upgrade
8,Other Current Assets,-,0,-,-,0.51,1.2,3.05,-,0.56,-,Upgrade
9,Total Current Assets,0.78,2.79,5.53,2.31,4.57,12.79,19.67,6.68,1.71,2.85,Upgrade
10,"Property, Plant & Equipment",0.01,0.01,0.06,0.3,0.54,0.78,0.98,1.21,0.09,0.4,Upgrade
11,Long-Term Investments,0,-,0,0,0,0,0,0,0,0,Upgrade
12,Other Intangible Assets,-,-,11.32,23.7,36.31,48.65,61.27,72.42,59.08,83.04,Upgrade
13,Total Assets,0.79,2.8,16.92,26.32,41.43,62.23,81.92,80.31,60.88,86.28,Upgrade
14,Accounts Payable,0.01,0.1,0.04,0.08,0.1,0.22,0.13,0.43,0.15,0.43,Upgrade
15,Accrued Expenses,3.09,3.04,-,4.53,-,-,-,-,-,-,Upgrade
16,Current Portion of Long-Term Debt,0.01,0.01,0.01,13.41,10.5,5.94,0.01,0.01,0,-,Upgrade
17,Current Portion of Leases,0.45,0.42,0.05,0.3,0.5,0.48,0.46,0.45,0.07,0.36,Upgrade
18,Current Income Taxes Payable,-,-,-,-,-,-,3.59,3.8,3.47,3.47,Upgrade
19,Other Current Liabilities,0.06,0.01,2.92,-,4.38,4.28,4.53,4.42,3.71,3.71,Upgrade
20,Total Current Liabilities,3.61,3.58,3.01,18.32,15.48,10.92,8.72,9.11,7.39,7.97,Upgrade
21,Long-Term Debt,0.73,0.01,0.02,0.02,2.97,7.28,12.99,12.79,12.21,7.5,Upgrade
22,Long-Term Leases,0.52,0.75,-,-,0.05,0.3,0.53,0.76,0,0.01,Upgrade
23,Long-Term Deferred Tax Liabilities,-,-,2.5,5.39,3.67,4.95,6.22,7.35,5.91,8.3,Upgrade
24,Total Liabilities,4.86,4.35,5.52,23.72,22.17,23.46,28.46,30.01,25.51,23.78,Upgrade
25,Common Stock,0.23,0.23,45.67,24,23.99,23.99,23.99,23.99,18.37,18.37,Upgrade
26,Additional Paid-In Capital,293.56,293.56,293.52,294.33,294.33,292.06,292.06,292.06,-,283.53,Upgrade
27,Retained Earnings,-310.35,-306.22,-338.85,-326.72,-311.5,-289.24,-273.98,-276.6,-,-252.21,Upgrade
28,Comprehensive Income & Other,12.49,10.89,11.07,10.98,12.44,11.95,11.38,10.85,16.99,12.81,Upgrade
29,Total Common Equity,-4.07,-1.55,11.4,2.6,19.26,38.77,53.46,50.31,35.37,62.5,Upgrade
30,Minority Interest,-,-,-,-,-,-,-,-,-,0,Upgrade
31,Shareholders' Equity,-4.07,-1.55,11.4,2.6,19.26,38.77,53.46,50.31,35.37,62.5,Upgrade
32,Total Liabilities & Equity,0.79,2.8,16.92,26.32,41.43,62.23,81.92,80.31,60.88,86.28,Upgrade
33,Total Debt,1.71,1.2,0.07,13.73,14.01,14.01,13.99,14.01,12.28,7.87,Upgrade
34,Net Cash (Debt),-1.4,1.22,4.9,-12.32,-10.53,-2.88,2.14,-8.8,-11.16,-5.61,Upgrade
35,Net Cash Per Share,-0.01,0.01,0.02,-0.10,-0.09,-0.02,0.02,-0.09,-0.12,-0.06,Upgrade
36,Filing Date Shares Outstanding,228.39,228.39,228.35,228.35,119.97,119.97,119.97,119.97,91.86,91.86,Upgrade
37,Total Common Shares Outstanding,228.39,228.39,228.35,120.02,119.97,119.97,119.97,119.97,91.86,91.86,Upgrade
38,Working Capital,-2.83,-0.8,2.53,-16,-10.91,1.87,10.95,-2.42,-5.69,-5.12,Upgrade
39,Book Value Per Share,-0.02,-0.01,0.05,0.02,0.16,0.32,0.45,0.42,0.38,0.68,Upgrade
40,Tangible Book Value,-4.07,-1.55,0.08,-21.11,-17.05,-9.89,-7.81,-22.11,-23.72,-20.53,Upgrade
41,Tangible Book Value Per Share,-0.02,-0.01,0.00,-0.18,-0.14,-0.08,-0.07,-0.18,-0.26,-0.22,Upgrade
42,Machinery,-,0.6,-,0.62,-,0.62,-,0.6,-,0.63,Upgrade
