,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,6095,6564,5167,5795,6386,6780,6845,8355,7455,6892,7474,6949,7586,7342,7680,7961,9649,9555,8899,8702,7474,Upgrade
1,Market Cap Growth,-3.18%,-3.18%,-24.52%,-30.64%,-14.34%,-1.63%,-8.41%,20.24%,-1.73%,-6.13%,-2.69%,-12.72%,-21.38%,-23.16%,-13.70%,-8.51%,29.11%,19.88%,3.15%,4.15%,6.98%,Upgrade
2,Enterprise Value,7398,8654,7394,7802,8163,9294,8921,10086,8897,9328,10350,9358,9607,10135,10331,10067,11421,11954,11749,10222,8993,Upgrade
3,Last Close Price,6.50,7.00,5.51,6.11,6.73,7.14,7.21,8.61,7.68,7.10,7.70,7.07,7.71,7.47,7.69,7.97,9.66,9.56,8.80,8.61,7.39,Upgrade
4,PE Ratio,21.07,22.74,35.67,46.59,-,-,13.75,16.66,14.83,18.22,22.42,20.96,-,20.50,21.01,18.52,23.85,22.82,22.30,25.79,20.42,Upgrade
5,Forward PE,-,14.00,14.00,14.00,14.00,14.00,14.00,14.00,14.00,14.00,14.00,14.00,14.00,14.00,14.00,14.15,17.44,17.57,20.74,19.13,17.71,Upgrade
6,PS Ratio,0.27,0.29,0.23,0.26,0.29,0.29,0.29,0.34,0.30,0.28,0.32,0.30,0.32,0.31,0.32,0.33,0.40,0.40,0.38,0.37,0.32,Upgrade
7,PB Ratio,1.18,0.90,0.72,0.88,0.95,0.98,0.96,1.20,1.04,0.99,1.09,1.00,1.13,1.03,1.06,1.12,1.34,1.32,1.29,1.31,1.15,Upgrade
8,P/TBV Ratio,1.34,1.34,1.08,1.24,1.37,1.43,1.43,1.80,1.63,1.60,1.75,1.61,1.86,1.77,1.86,1.98,2.41,2.47,2.34,2.37,2.09,Upgrade
9,P/FCF Ratio,14.27,15.37,12.83,-,-,181.92,-,-,6.01,12.48,45.86,-,-,-23.69,-78.89,-,-,32.11,133.25,-,-,Upgrade
10,P/OCF Ratio,7.75,7.75,5.83,-,-,7.38,-,-,3.77,4.84,6.88,-,-,11.63,7.22,-,-,4.81,5.81,6.13,-,Upgrade
