,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,7388,7574,7701,8124,7923,7752,7398,6886,4712,4196,3865,3643,3406,3689,3499,2777,2686,2671,2458,2343,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.2,-,-,Upgrade
2,Trading Asset Securities,662.28,159.35,109.35,79.35,83.62,68.62,73.62,470.35,809.75,956.4,922,1144,1329,378,116.36,713,316,421,491.5,372,Upgrade
3,Cash & Short-Term Investments,8050,7734,7810,8204,8007,7820,7471,7357,5522,5153,4787,4787,4735,4067,3615,3490,3002,3111,2950,2715,Upgrade
4,Cash Growth,0.54%,-1.11%,4.54%,11.51%,45.01%,51.77%,56.07%,53.69%,16.61%,26.70%,32.42%,37.15%,57.76%,30.71%,22.55%,28.53%,40.71%,28.31%,56.11%,72.82%,Upgrade
5,Accounts Receivable,3419,3646,3254,2783,3076,3147,3383,2991,2586,2596,3022,2569,2159,2833,3152,2706,2196,2087,1812,1639,Upgrade
6,Other Receivables,49.63,32.99,36.31,30.4,46.04,33.17,38.99,27.92,14.55,9.36,9.82,9.72,11.17,11.03,10.18,10.33,19.06,15.15,15.2,33.93,Upgrade
7,Receivables,3468,3679,3290,2814,3122,3180,3422,3019,2600,2605,3031,2579,2170,2845,3162,2716,2215,2102,1828,1673,Upgrade
8,Inventory,1722,1691,1732,1692,1769,1749,1791,1766,1796,1727,1533,1607,1457,1246,1162,1217,1185,1004,1019,997.22,Upgrade
