,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,36088,25285,20193,23479,23798,26845,32958,25524,13826,13799,11756,10723,12261,9059,9291,10022,10108,11312,7398,6065,5549,Upgrade
1,Market Cap Growth,-5.81%,-5.81%,-38.73%,-8.01%,72.12%,94.54%,180.36%,138.02%,12.76%,52.33%,26.53%,7.00%,21.31%,-19.92%,25.58%,65.25%,82.17%,82.64%,7.84%,-41.79%,-30.52%,Upgrade
2,Enterprise Value,33174,22288,17556,20883,21202,24351,30286,23186,11489,12257,10635,10023,11561,8276,8514,8944,9030,10247,6263,5676,5160,Upgrade
3,Last Close Price,16.97,11.89,9.44,10.80,10.94,12.34,15.30,11.77,6.38,6.37,5.42,4.95,5.66,4.18,4.20,4.53,4.57,5.11,3.34,2.74,2.51,Upgrade
4,PE Ratio,21.75,15.24,13.06,14.69,16.28,22.50,29.38,23.93,13.49,13.95,12.67,15.86,21.26,17.59,22.95,33.72,56.81,-6.28,-3.91,-3.11,-,Upgrade
5,Forward PE,15.59,12.40,9.36,13.03,13.21,15.96,22.76,21.08,12.07,13.45,15.08,16.50,19.52,17.01,15.18,19.57,24.54,36.30,19.99,16.39,17.67,Upgrade
6,PS Ratio,6.85,4.87,4.14,5.05,5.54,6.83,8.93,6.99,3.71,3.89,3.46,3.63,5.16,4.37,5.40,6.39,6.55,6.84,4.12,3.39,2.72,Upgrade
7,PB Ratio,5.96,4.18,3.55,4.14,4.54,5.35,6.68,5.17,3.04,2.97,2.60,2.61,3.27,2.53,2.82,3.21,3.36,3.81,2.59,2.15,1.91,Upgrade
8,P/TBV Ratio,4.89,4.89,4.20,4.89,5.46,6.49,8.12,6.53,3.85,3.96,3.69,3.84,4.83,3.69,4.20,4.81,4.99,5.58,3.82,3.19,2.79,Upgrade
9,P/FCF Ratio,26.38,18.48,10.93,16.45,15.70,19.66,31.29,18.29,10.23,10.09,10.72,17.12,35.36,334.06,-147.64,-201.71,-,-,14.78,14.38,20.72,Upgrade
10,P/OCF Ratio,15.01,15.01,9.78,14.15,13.95,17.70,28.27,16.93,9.32,8.99,9.34,13.86,24.49,62.77,301.45,216.10,-,-,13.81,12.93,16.99,Upgrade
11,EV/Sales Ratio,6.39,4.29,3.60,4.49,4.94,6.20,8.20,6.35,3.08,3.45,3.13,3.39,4.87,3.99,4.95,5.70,5.85,6.19,3.48,3.17,2.53,Upgrade
12,EV/EBITDA Ratio,19.82,13.29,11.12,12.69,13.14,17.24,22.49,17.18,8.65,9.08,8.04,9.37,13.69,12.11,18.68,36.35,56.34,34.83,-,22.78,17.51,Upgrade
13,EV/EBIT Ratio,20.26,13.40,11.21,12.79,13.24,17.39,22.70,17.31,8.72,9.14,8.10,9.45,13.86,12.31,19.17,38.31,61.41,36.55,-,24.25,18.51,Upgrade
14,EV/FCF Ratio,24.25,16.29,9.50,14.63,13.99,17.83,28.76,16.62,8.50,8.97,9.70,16.00,33.34,305.20,-135.30,-180.01,-,-,12.51,13.46,19.27,Upgrade
15,Debt / Equity Ratio,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,-,-,-,-,-,-,Upgrade
16,Debt / EBITDA Ratio,0.04,0.04,0.04,0.01,0.01,0.01,0.01,0.02,0.05,0.03,0.02,0.03,0.03,0.02,0.01,-,-,-,-,-,-,Upgrade
