,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,3611,3403,4610,4703,4448,4494,3843,3838,3108,3109,Upgrade
1,Revenue Growth (YoY),-21.67%,-27.63%,3.65%,4.64%,15.74%,17.10%,23.65%,23.43%,4.85%,11.91%,Upgrade
2,Cost of Revenue,914.57,933.1,1004,1103,1012,1121,969.24,997.08,814.67,780.43,Upgrade
3,Gross Profit,2697,2470,3606,3600,3436,3373,2874,2841,2293,2329,Upgrade
4,"Selling, General & Admin",1762,1510,1658,1800,1558,1778,1203,1380,924.56,1168,Upgrade
5,Research & Development,105.58,119.39,75.74,69.88,55.55,77.91,36.85,36.17,30.35,29.62,Upgrade
6,Operating Expenses,1868,1630,1733,1870,1614,1856,1240,1416,954.91,1197,Upgrade
7,Operating Income,828.96,840.3,1873,1730,1822,1517,1634,1425,1338,1132,Upgrade
8,Interest Expense,-21.65,-25.04,-21.21,-30.97,-18.11,-21.01,-7.26,-12.18,-15.34,-27.19,Upgrade
9,Interest & Investment Income,67.07,112.22,64.88,53.77,51.74,55.49,26.36,61.03,-,24.48,Upgrade
10,Earnings From Equity Investments,209.26,77.58,200.28,-17.36,82.42,-34.88,110.23,72.84,80.96,57.52,Upgrade
11,Currency Exchange Gain (Loss),-2.58,-37.56,69.1,-76.05,-50.16,14.7,7.92,55.8,4.76,-18.85,Upgrade
12,Other Non Operating Income (Expenses),55.28,-143.83,97,-39.88,167.36,13.58,44.99,-25.29,58.53,29.09,Upgrade
13,EBT Excluding Unusual Items,1136,823.68,2283,1620,2056,1545,1816,1577,1467,1197,Upgrade
14,Impairment of Goodwill,-,-,-,-60,-,-20,-,-170,-,-,Upgrade
15,Gain (Loss) on Sale of Investments,-,-60.75,-,150.01,-,115.66,-,-0.57,-,-,Upgrade
16,Gain (Loss) on Sale of Assets,-,-0.27,-,-0.4,-,-0.23,-,-0.15,-,-2.85,Upgrade
17,Asset Writedown,-,-171.49,-,-2,-,-,-,-57.6,-,-4.73,Upgrade
18,Pretax Income,1136,591.18,2283,1707,2056,1640,1816,1349,1467,1189,Upgrade
19,Income Tax Expense,232.93,122.7,366.64,227.27,259.39,246.7,184.62,93.5,166.89,400.97,Upgrade
20,Earnings From Continuing Operations,903.4,468.48,1916,1480,1796,1394,1632,1255,1301,788.17,Upgrade
21,Minority Interest in Earnings,7.02,11.41,5.11,-19.62,2.41,-3.78,-4.08,-4.21,-21.09,2.64,Upgrade
22,Net Income,910.43,479.88,1921,1460,1799,1390,1627,1251,1279,790.82,Upgrade
23,Net Income to Common,910.43,479.88,1921,1460,1799,1390,1627,1251,1279,790.82,Upgrade
24,Net Income Growth,-52.61%,-67.14%,6.80%,5.06%,10.52%,11.11%,27.20%,58.19%,9.36%,-11.38%,Upgrade
25,Shares Outstanding (Basic),2438,2452,2452,2452,2456,2465,2471,2471,2473,2480,Upgrade
26,Shares Outstanding (Diluted),2438,2452,2452,2452,2456,2465,2471,2471,2473,2480,Upgrade
27,Shares Change (YoY),-0.56%,-0.01%,-0.15%,-0.50%,-0.62%,-0.25%,-0.09%,-0.39%,-0.30%,-0.19%,Upgrade
28,EPS (Basic),0.37,0.20,0.78,0.60,0.73,0.56,0.66,0.51,0.52,0.32,Upgrade
29,EPS (Diluted),0.37,0.20,0.78,0.60,0.73,0.56,0.66,0.51,0.52,0.32,Upgrade
30,EPS Growth,-52.34%,-67.13%,6.96%,5.59%,11.21%,11.38%,27.32%,58.81%,9.69%,-11.21%,Upgrade
31,Free Cash Flow,868.54,994.12,1481,2092,1443,1050,1420,1232,1422,1192,Upgrade
32,Free Cash Flow Per Share,0.36,0.41,0.60,0.85,0.59,0.43,0.57,0.50,0.58,0.48,Upgrade
33,Dividend Per Share,0.151,0.078,0.313,0.241,0.293,0.227,0.264,0.203,0.210,0.127,Upgrade
34,Dividend Growth,-51.91%,-67.56%,6.96%,6.39%,10.94%,11.61%,25.46%,59.95%,11.79%,-11.37%,Upgrade
35,Operating Margin,22.96%,24.69%,40.62%,36.79%,40.97%,33.76%,42.52%,37.12%,43.07%,36.40%,Upgrade
36,Profit Margin,25.21%,14.10%,41.67%,31.05%,40.44%,30.93%,42.35%,32.60%,41.16%,25.43%,Upgrade
37,Free Cash Flow Margin,24.05%,29.21%,32.13%,44.48%,32.44%,23.37%,36.96%,32.11%,45.76%,38.34%,Upgrade
38,EBITDA,943.02,946.06,1976,1835,1927,1619,1738,1522,1438,1228,Upgrade
39,D&A For EBITDA,114.06,105.76,103.55,104.59,104.49,101.62,104.43,97.28,99.78,96.03,Upgrade
40,EBIT,828.96,840.3,1873,1730,1822,1517,1634,1425,1338,1132,Upgrade
