,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Cash & Equivalents,21.92,21.92,16.81,-,11.36,-,2.94,-,13.5,-,12.83,-,18.25,-,19.06,-,11.62,-,18.57,-,Upgrade
1,Trading Asset Securities,9.07,9.07,15.57,-,13.07,-,12.73,-,14.78,-,19.33,-,9.38,-,14.85,-,1.68,-,2.35,-,Upgrade
2,Cash & Short-Term Investments,30.99,30.99,32.37,-,24.43,15.67,15.67,-,28.28,32.16,32.16,-,27.64,33.91,33.91,-,13.3,20.92,20.92,-,Upgrade
3,Cash Growth,26.87%,97.75%,106.56%,-,-13.63%,-51.27%,-51.27%,-,2.34%,-5.16%,-5.16%,-,107.84%,62.10%,62.10%,-,-55.80%,-,-39.83%,-,Upgrade
4,Accounts Receivable,32.89,32.89,36.44,-,63.64,-,57.28,-,49.74,-,45.28,-,57.6,-,50.58,-,78.86,-,75.77,-,Upgrade
5,Other Receivables,-,-,9.73,-,-,-,8,-,-,-,3.59,-,-,-,7.19,-,-,-,11.4,-,Upgrade
6,Receivables,32.89,32.89,46.17,-,63.64,-,65.28,-,49.74,-,48.87,-,57.6,-,57.77,-,78.86,-,87.17,-,Upgrade
7,Prepaid Expenses,-,-,0.91,-,-,-,1.01,-,-,-,1.94,-,-,-,1.99,-,-,-,9.17,-,Upgrade
8,Restricted Cash,242.22,242.22,181.21,-,202.52,-,233.46,-,195.58,-,175.12,-,166.29,-,123.04,-,101.19,-,86.15,-,Upgrade
9,Other Current Assets,10.14,10.14,2.55,-,45.54,-,29.33,-,56.2,-,56.67,-,146.14,-,146.65,-,217.41,-,209.76,-,Upgrade
10,Total Current Assets,316.23,316.23,263.22,-,336.13,-,344.76,-,329.8,-,314.77,-,397.67,-,363.36,-,410.75,-,413.16,-,Upgrade
11,"Property, Plant & Equipment",5.41,5.41,5.03,-,6.04,-,4.79,-,5.8,-,6.81,-,6.36,-,6.88,-,8.18,-,10.47,-,Upgrade
12,Other Long-Term Assets,5.31,5.31,5.16,-,16.03,-,15.34,-,22.78,-,22.34,-,39.44,-,39.83,-,82.95,-,80.76,-,Upgrade
13,Total Assets,326.95,326.95,273.41,-,358.19,-,364.88,-,358.38,-,343.93,-,443.47,-,410.07,-,501.87,-,504.4,-,Upgrade
14,Accounts Payable,28.46,28.46,19.05,-,19.05,-,25.67,-,15.29,-,14.75,-,21.52,-,12.16,-,21.12,-,22.09,-,Upgrade
15,Accrued Expenses,50.41,50.41,52.3,-,46.1,-,43.75,-,38.75,-,34.97,-,44.76,-,43.31,-,41.63,-,41.67,-,Upgrade
16,Current Portion of Long-Term Debt,13.91,13.91,12.92,-,12.33,-,12.4,-,1.23,-,1.17,-,1.08,-,0.49,-,-,-,-,-,Upgrade
17,Current Portion of Leases,0.53,0.53,0.74,-,0.78,-,0.15,-,0.58,-,0.81,-,-,-,0.36,-,1.17,-,1.51,-,Upgrade
18,Current Income Taxes Payable,3,3,2.43,-,1.84,-,1.84,-,1.94,-,1.36,-,1.14,-,1.14,-,0.29,-,0.26,-,Upgrade
19,Current Unearned Revenue,-,-,0.27,-,0.37,-,0.37,-,1,-,1.74,-,-,-,1.67,-,1.63,-,8.31,-,Upgrade
20,Other Current Liabilities,204.08,204.08,151.17,-,193.09,-,196.68,-,167.7,-,153.83,-,136.8,-,104.08,-,80.44,-,67.47,-,Upgrade
21,Total Current Liabilities,300.39,300.39,238.88,-,273.55,-,280.85,-,226.48,-,208.64,-,205.3,-,163.2,-,146.27,-,141.3,-,Upgrade
22,Long-Term Debt,-,-,-,-,-,-,-,-,10.13,-,9.08,-,9.98,-,10.07,-,-,-,-,-,Upgrade
23,Long-Term Leases,-,-,0.13,-,0.53,-,-,-,-,-,0.14,-,-,-,-,-,-,-,0.39,-,Upgrade
24,Total Liabilities,300.39,300.39,239.01,-,274.08,-,280.85,-,236.6,-,217.86,-,215.27,-,173.26,-,146.27,-,141.69,-,Upgrade
25,Common Stock,1.12,1.12,1.12,-,44.57,-,44.57,-,44.57,-,44.57,-,44.57,-,44.57,-,36.72,-,36.72,-,Upgrade
26,Additional Paid-In Capital,626.46,626.46,626.46,-,626.46,-,626.46,-,626.46,-,626.46,-,626.46,-,626.46,-,626.52,-,626.52,-,Upgrade
27,Retained Earnings,-696.41,-696.41,-693.69,-,-640.17,-,-638.01,-,-595.54,-,-581.13,-,-477.17,-,-472.58,-,-375.33,-,-348.9,-,Upgrade
28,Comprehensive Income & Other,97.09,97.09,102,-,54.72,-,52.45,-,47.71,-,37.58,-,35.49,-,39.5,-,70.98,-,65.06,-,Upgrade
29,Total Common Equity,28.26,28.26,35.88,-,85.58,85.48,85.48,-,123.2,127.48,127.48,-,229.35,237.95,237.95,-,358.89,379.4,379.4,-,Upgrade
30,Minority Interest,-1.7,-1.7,-1.49,-,-1.47,-,-1.45,-,-1.42,-,-1.41,-,-1.15,-,-1.14,-,-3.29,-,-16.69,-,Upgrade
31,Shareholders' Equity,26.56,26.56,34.39,-,84.11,84.03,84.03,-,121.78,126.07,126.07,-,228.2,236.8,236.8,-,355.6,362.71,362.71,-,Upgrade
32,Total Liabilities & Equity,326.95,326.95,273.41,-,358.19,-,364.88,-,358.38,-,343.93,-,443.47,-,410.07,-,501.87,-,504.4,-,Upgrade
33,Total Debt,14.43,14.43,13.79,-,13.64,12.55,12.55,-,11.93,11.21,11.21,-,11.06,10.92,10.92,-,1.17,1.9,1.9,-,Upgrade
34,Net Cash (Debt),16.56,16.56,18.58,-,10.79,3.12,3.12,-,16.35,20.96,20.96,-,16.58,22.99,22.99,-,12.13,19.02,19.02,-,Upgrade
35,Net Cash Growth,53.49%,430.23%,495.04%,-,-34.03%,-85.10%,-85.10%,-,-1.37%,-8.85%,-8.85%,-,36.71%,20.86%,20.86%,-,-55.88%,-,-45.29%,-,Upgrade
36,Net Cash Per Share,0.38,0.38,0.43,-,0.25,0.07,0.07,-,0.38,0.49,0.49,-,0.38,0.53,0.53,-,0.34,0.53,0.53,-,Upgrade
37,Filing Date Shares Outstanding,43.2,43.2,43.2,43.2,43.2,43.2,43.2,43.2,43.2,43.2,43.2,43.2,43.2,43.2,43.2,43.2,36,36,36,36,Upgrade
38,Total Common Shares Outstanding,43.2,43.2,43.2,43.2,43.2,43.2,43.2,43.2,43.2,43.2,43.2,43.2,43.2,43.2,43.2,43.2,36,36,36,36,Upgrade
39,Working Capital,15.85,15.85,24.34,-,62.58,-,63.9,-,103.32,-,106.13,-,192.37,-,200.17,-,264.48,-,271.86,-,Upgrade
40,Book Value Per Share,0.65,0.65,0.83,-,1.98,1.98,1.98,-,2.85,2.95,2.95,-,5.31,5.51,5.51,-,9.97,10.54,10.54,-,Upgrade
41,Tangible Book Value,28.26,28.26,35.88,-,85.58,85.48,85.48,-,123.2,127.48,127.48,-,229.35,237.95,237.95,-,358.89,379.4,379.4,-,Upgrade
42,Tangible Book Value Per Share,0.65,0.65,0.83,-,1.98,1.98,1.98,-,2.85,2.95,2.95,-,5.31,5.51,5.51,-,9.97,10.54,10.54,-,Upgrade
43,Land,-,-,6.69,-,-,-,6.69,-,-,-,6.69,-,-,-,6.69,-,-,-,8.82,-,Upgrade
44,Machinery,-,-,11.95,-,-,-,11.55,-,-,-,11.57,-,-,-,11.16,-,-,-,11.82,-,Upgrade
45,Leasehold Improvements,-,-,4.47,-,-,-,4.12,-,-,-,4.43,-,-,-,4.86,-,-,-,3.45,-,Upgrade
