,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+15 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Nov '24 Nov 30, 2024","Aug '24 Aug 31, 2024","May '24 May 31, 2024","Feb '24 Feb 29, 2024","Nov '23 Nov 30, 2023","Aug '23 Aug 31, 2023","May '23 May 31, 2023","Feb '23 Feb 28, 2023","Nov '22 Nov 30, 2022","Aug '22 Aug 31, 2022","May '22 May 31, 2022","Feb '22 Feb 28, 2022","Nov '21 Nov 30, 2021","Aug '21 Aug 31, 2021","May '21 May 31, 2021","Feb '21 Feb 28, 2021","Nov '20 Nov 30, 2020","Aug '20 Aug 31, 2020","May '20 May 31, 2020","Feb '20 Feb 29, 2020",+15 Quarters
0,Market Capitalization,286,147,80,10,14,12,12,12,15,15,40,19,21,29,42,49,45,34,52,120,143,Upgrade
1,Market Cap Growth,1086.81%,1086.81%,575.86%,-14.95%,-12.00%,-16.58%,-70.09%,-37.42%,-26.47%,-48.57%,-5.96%,-60.51%,-52.92%,-16.00%,-18.34%,-59.63%,-68.63%,-76.88%,-53.75%,-29.36%,-32.35%,Upgrade
2,Enterprise Value,250,107,40,-30,-27,-30,-30,-29,-26,-24,-0,-22,-20,-13,-0,4,1,-6,13,94,116,Upgrade
3,Last Close Price,17.50,9.00,4.90,0.75,1.00,0.91,0.87,0.97,1.25,1.20,3.20,1.86,2.04,2.80,4.30,4.96,5.20,4.00,6.00,14.00,18.40,Upgrade
4,PE Ratio,643.58,330.98,-414.92,-,-,-,36.74,-,-20.58,-11.99,-43.31,-,-,-3.30,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,4.74,2.72,1.92,0.27,0.37,-,0.25,0.23,0.29,0.30,0.81,0.50,0.54,0.78,1.19,1.23,1.33,0.93,1.33,2.94,2.70,Upgrade
6,PB Ratio,4.33,2.22,1.17,0.17,0.23,0.20,0.20,0.20,-,0.24,0.69,0.33,-,0.46,0.67,0.77,-,0.52,0.77,1.87,-,Upgrade
7,P/TBV Ratio,2.22,2.22,1.17,0.17,0.23,0.20,0.20,0.20,-,0.24,0.69,0.33,-,0.46,0.67,0.77,-,0.52,0.77,1.87,-,Upgrade
8,P/FCF Ratio,-,-,-,7.31,19.65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
