,Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+15 Quarters
,Period Ending,"Nov '24 Nov 30, 2024","Aug '24 Aug 31, 2024","May '24 May 31, 2024","Feb '24 Feb 29, 2024","Nov '23 Nov 30, 2023","Aug '23 Aug 31, 2023","May '23 May 31, 2023","Feb '23 Feb 28, 2023","Nov '22 Nov 30, 2022","Aug '22 Aug 31, 2022","May '22 May 31, 2022","Feb '22 Feb 28, 2022","Nov '21 Nov 30, 2021","Aug '21 Aug 31, 2021","May '21 May 31, 2021","Feb '21 Feb 28, 2021","Nov '20 Nov 30, 2020","Aug '20 Aug 31, 2020","May '20 May 31, 2020","Feb '20 Feb 29, 2020",+15 Quarters
0,Revenue,7.75,7.75,7.69,7.69,-,7.23,7.14,6.79,7.25,9.13,6.98,5.28,6.4,2.63,6.48,4.56,5.27,4.77,2.98,6.38,Upgrade
1,Revenue Growth (YoY),-,7.18%,7.64%,13.20%,-,-20.79%,2.25%,28.65%,13.26%,247.22%,7.81%,15.82%,21.36%,-44.86%,117.38%,-28.55%,-22.28%,-30.65%,-65.16%,7.03%,Upgrade
2,Cost of Revenue,5.59,5.59,5.5,5.5,-,5.35,5.33,5.35,5.66,7.04,5.45,4.51,5.07,2.7,5.07,3.78,3.71,3.84,2.31,4.72,Upgrade
3,Gross Profit,2.16,2.16,2.19,2.19,-,1.87,1.82,1.44,1.58,2.09,1.54,0.77,1.33,-0.07,1.41,0.78,1.56,0.92,0.67,1.65,Upgrade
4,"Selling, General & Admin",1.71,1.71,1.91,1.91,-,1.47,0.56,1.49,1.51,1.98,0.88,1.07,1.1,1.2,3.74,0.76,2.08,1.18,3.55,2.21,Upgrade
5,Operating Expenses,1.71,1.71,2.35,2.35,-,1.47,2.09,1.49,1.51,1.98,2.16,1.07,1.1,1.2,3.74,0.76,2.08,1.18,3.55,2.21,Upgrade
6,Operating Income,0.45,0.45,-0.16,-0.16,-,0.41,-0.27,-0.06,0.07,0.11,-0.63,-0.29,0.23,-1.27,-2.33,0.01,-0.52,-0.26,-2.88,-0.56,Upgrade
7,Interest Expense,-0.02,-0.02,-0.03,-0.03,-,-0.03,-0.03,-0.03,-0.01,-0.01,-0.02,-0.02,-0.02,-0.02,-0.03,-0.01,-0.01,-0.04,-0.06,-0.02,Upgrade
8,Earnings From Equity Investments,-0,-0,-0,-0,-,0.05,0.09,-0,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,Other Non Operating Income (Expenses),0.25,0.25,0.17,0.17,-,0.23,0.23,0.22,0.16,0.36,0.13,0.1,0.11,0.08,-0.19,0.08,0.13,0.15,0.38,0.08,Upgrade
10,EBT Excluding Unusual Items,0.68,0.68,-0.02,-0.02,-,0.65,0.02,0.13,0.22,0.45,-0.52,-0.21,0.33,-1.21,-2.55,0.08,-0.39,-0.15,-2.56,-0.5,Upgrade
11,Pretax Income,0.68,0.68,-0.02,-0.02,-,0.65,0.02,0.13,0.22,0.45,-0.52,-0.21,0.33,-1.21,-2.55,0.08,-0.39,-0.15,-2.56,-0.5,Upgrade
12,Income Tax Expense,0.3,0.3,0.21,0.21,-,0.32,0.24,0.13,0.15,0.22,0.27,0.03,0.03,0,0.25,0.06,0.25,0.13,-0.2,0.13,Upgrade
13,Earnings From Continuing Operations,0.37,0.37,-0.23,-0.23,-,0.33,-0.22,0,0.07,0.23,-0.79,-0.24,0.3,-1.21,-2.8,0.02,-0.64,-0.27,-2.37,-0.62,Upgrade
14,Earnings From Discontinued Operations,-0.01,-0.01,-,-,-,-,0,-,-,-,0.05,-0.03,-0.04,0.04,-0.78,-0.26,-0.14,0.02,-,-,Upgrade
15,Net Income,0.36,0.36,-0.23,-0.23,-,0.33,-0.22,0,0.07,0.23,-0.74,-0.27,0.26,-1.17,-3.57,-0.24,-0.78,-0.26,-2.37,-0.62,Upgrade
16,Net Income to Common,0.36,0.36,-0.23,-0.23,-,0.33,-0.22,0,0.07,0.23,-0.74,-0.27,0.26,-1.17,-3.57,-0.24,-0.78,-0.26,-2.37,-0.62,Upgrade
17,Net Income Growth,-,8.08%,-,-,-,44.59%,-,-,-71.21%,-,-,-,-,-,-,-,-,-,-,-,Upgrade
18,Shares Outstanding (Basic),16,16,14,14,-,13,12,12,12,12,10,10,10,10,10,9,9,9,8,8,Upgrade
19,Shares Outstanding (Diluted),16,16,14,14,-,13,12,12,12,12,10,10,10,10,10,9,9,9,8,8,Upgrade
20,Shares Change (YoY),-,16.45%,10.24%,10.05%,-,16.41%,18.87%,20.00%,20.00%,17.90%,7.47%,20.00%,20.00%,13.95%,21.40%,11.00%,11.00%,11.00%,2.89%,-,Upgrade
21,EPS (Basic),0.02,0.02,-0.02,-0.02,-,0.02,-0.02,0.00,0.01,0.02,-0.07,-0.03,0.02,-0.12,-0.37,-0.03,-0.09,-0.03,-0.30,-0.08,Upgrade
22,EPS (Diluted),0.02,0.02,-0.02,-0.02,-,0.02,-0.02,0.00,0.01,0.02,-0.07,-0.03,0.02,-0.12,-0.37,-0.03,-0.09,-0.03,-0.30,-0.08,Upgrade
23,EPS Growth,-,-7.18%,-,-,-,24.21%,-,-,-76.01%,-,-,-,-,-,-,-,-,-,-,-,Upgrade
24,Free Cash Flow,-1.81,-1.81,0.42,0.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
25,Free Cash Flow Per Share,-0.12,-0.12,0.03,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
26,Gross Margin,27.82%,27.82%,28.43%,28.43%,-,25.93%,25.42%,21.18%,21.85%,22.87%,22.01%,14.63%,20.82%,-2.78%,21.75%,17.05%,29.61%,19.37%,22.42%,25.93%,Upgrade
27,Operating Margin,5.78%,5.78%,-2.09%,-2.09%,-,5.62%,-3.81%,-0.81%,0.99%,1.17%,-8.95%,-5.55%,3.64%,-48.29%,-35.91%,0.29%,-9.85%,-5.43%,-96.68%,-8.78%,Upgrade
28,Profit Margin,4.66%,4.66%,-3.04%,-3.04%,-,4.62%,-3.09%,0.06%,1.02%,2.53%,-10.58%,-5.13%,4.02%,-44.52%,-55.16%,-5.31%,-14.85%,-5.35%,-79.36%,-9.77%,Upgrade
29,Free Cash Flow Margin,-23.36%,-23.36%,5.47%,5.47%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
30,EBITDA,0.66,0.66,0.02,0.02,-,0.57,-0.11,0.14,0.25,0.3,-0.43,-0.11,0.43,-1.08,-2.14,0.26,-0.35,-0.01,-2.63,-0.34,Upgrade
31,EBITDA Margin,8.47%,8.47%,0.28%,0.28%,-,7.84%,-1.56%,2.04%,3.44%,3.29%,-6.18%,-2.05%,6.67%,-41.25%,-33.05%,5.73%,-6.55%,-0.23%,-88.36%,-5.33%,Upgrade
32,D&A For EBITDA,0.21,0.21,0.18,0.18,0.16,0.16,0.16,0.19,0.18,0.19,0.19,0.19,0.19,0.19,0.19,0.25,0.17,0.25,0.25,0.22,Upgrade
33,EBIT,0.45,0.45,-0.16,-0.16,-,0.41,-0.27,-0.06,0.07,0.11,-0.63,-0.29,0.23,-1.27,-2.33,0.01,-0.52,-0.26,-2.88,-0.56,Upgrade
34,EBIT Margin,5.78%,5.78%,-2.09%,-2.09%,-,5.62%,-3.81%,-0.81%,0.99%,1.17%,-8.95%,-5.55%,3.64%,-48.29%,-35.91%,0.29%,-9.85%,-5.43%,-96.68%,-8.78%,Upgrade
35,Effective Tax Rate,44.79%,44.79%,-,-,-,48.69%,1586.67%,96.90%,66.67%,48.67%,-,-,9.15%,-,-,71.79%,-,-,-,-,Upgrade
