,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,114.92,160.71,162.6,246.65,155.28,173.76,87.62,66.35,65.93,63.6
1,Revenue Growth (YoY),-29.32%,-34.84%,4.71%,41.95%,77.21%,161.89%,32.91%,4.31%,-26.65%,-60.01%
2,Cost of Revenue,106.57,145.48,151.25,236.78,139.42,152.2,81.97,64.92,59.2,70.83
3,Gross Profit,8.35,15.23,11.35,9.86,15.86,21.56,5.65,1.43,6.73,-7.23
4,"Selling, General & Admin",9.69,9.3,9.58,10.52,9.5,7.97,9.4,6.61,8.71,5.56
5,Operating Expenses,9.69,9.08,9.58,10.28,9.5,9.95,9.4,6.09,8.71,6.57
6,Operating Income,-1.34,6.16,1.77,-0.42,6.36,11.61,-3.74,-4.65,-1.98,-13.8
7,Interest Expense,-,-,-0.06,-0.37,-,-,-,-0,-,-0.03
8,Interest & Investment Income,-,0.01,-,-,-,-,-,-,-,-
9,Other Non Operating Income (Expenses),2.91,-0.11,1.3,-0.91,1.14,0.33,0.68,0.49,-0.17,-0.7
10,EBT Excluding Unusual Items,1.57,6.06,3.01,-1.7,7.5,11.94,-3.06,-4.17,-2.15,-14.52
11,Other Unusual Items,-,-,-,2.86,-,-,-,4.54,-,-
12,Pretax Income,1.57,6.06,3.01,1.16,7.5,11.94,-3.06,0.37,-2.15,-14.52
13,Income Tax Expense,0.26,1.65,-,-2.24,-,-1.83,-,-0.01,-,-
14,Net Income,1.31,4.41,3.01,3.41,7.5,13.77,-3.06,0.38,-2.15,-14.52
15,Net Income to Common,1.31,4.41,3.01,3.41,7.5,13.77,-3.06,0.38,-2.15,-14.52
16,Net Income Growth,-56.44%,29.57%,-59.85%,-75.26%,-,3493.99%,-,-,-,-
17,Shares Outstanding (Basic),1512,1525,1530,1530,1530,1563,1384,1330,1330,1331
18,Shares Outstanding (Diluted),1512,1525,1530,1530,1530,1563,1384,1330,1330,1331
19,Shares Change (YoY),-1.19%,-0.30%,-,-2.13%,10.54%,17.54%,4.07%,-0.06%,3.01%,3.96%
20,EPS (Basic),0.00,0.00,0.00,0.00,0.00,0.01,-0.00,0.00,-0.00,-0.01
21,EPS (Diluted),0.00,0.00,0.00,0.00,0.00,0.01,-0.00,0.00,-0.00,-0.01
22,EPS Growth,-55.95%,29.98%,-59.85%,-74.73%,-,2967.94%,-,-,-,-
23,Free Cash Flow,14.51,-5.98,42.41,-27.81,-11.23,-6.87,-19.38,17.45,-24.24,29.61
24,Free Cash Flow Per Share,0.01,-0.00,0.03,-0.02,-0.01,-0.00,-0.01,0.01,-0.02,0.02
25,Operating Margin,-1.17%,3.83%,1.09%,-0.17%,4.09%,6.68%,-4.27%,-7.01%,-3.00%,-21.70%
26,Profit Margin,1.14%,2.75%,1.85%,1.38%,4.83%,7.92%,-3.49%,0.58%,-3.26%,-22.83%
27,Free Cash Flow Margin,12.62%,-3.72%,26.08%,-11.27%,-7.23%,-3.95%,-22.11%,26.30%,-36.77%,46.56%
28,EBITDA,-0.13,7.43,2.93,0.51,7.18,12.21,-3.54,-4.37,-1.7,-13.52
29,D&A For EBITDA,1.22,1.27,1.16,0.93,0.82,0.6,0.2,0.28,0.28,0.28
30,EBIT,-1.34,6.16,1.77,-0.42,6.36,11.61,-3.74,-4.65,-1.98,-13.8
