,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,80.29,45.76,47.36,17.47,33.08,46.88,49.29,58.29,40.84,64.38
1,Cash & Short-Term Investments,80.29,45.76,47.36,17.47,33.08,46.88,49.29,58.29,40.84,64.38
2,Cash Growth,69.52%,161.90%,43.18%,-62.73%,-32.89%,-19.57%,20.70%,-9.47%,8.30%,127.74%
3,Accounts Receivable,131.02,166.86,146.4,209.63,154.51,139.83,103.63,67.74,98.53,102.33
4,Other Receivables,52,66.55,45.07,47.27,16.51,13.31,13.11,16.45,6.38,7.52
5,Receivables,183.02,233.41,191.46,256.89,171.02,153.14,116.74,84.19,104.91,109.85
6,Other Current Assets,5.21,5.15,5.41,5.4,5.4,5.4,7.23,7.24,7.24,7.9
7,Total Current Assets,268.52,284.31,244.23,279.76,209.5,205.42,173.26,149.71,152.98,182.13
8,"Property, Plant & Equipment",9.07,10.5,11.81,10.15,11.11,9.33,2.66,1.07,1.35,1.64
9,Other Intangible Assets,0.08,0.11,0.14,0.17,0.2,0.23,-,-,-,-
10,Long-Term Deferred Tax Assets,2.02,2.02,3.54,3.66,2,2,-,-,-,-
11,Other Long-Term Assets,-,-,1.22,1.21,1.2,1.19,6.83,6.48,6.87,7.26
12,Total Assets,279.69,296.94,260.94,294.96,224.01,218.17,182.76,157.26,161.2,191.03
13,Accounts Payable,32.07,45.19,42.91,58.83,58.95,55.84,44.69,32.18,32.56,47.22
14,Accrued Expenses,-,88.52,-,71.29,-,25.96,-,11,-,24.95
15,Short-Term Debt,20,-,-,10,-,-,-,-,-,-
16,Current Income Taxes Payable,0.26,-,-,-,-,-,0.22,-,-,-
17,Current Unearned Revenue,-,-,-,1.16,-,-,-,0.35,0.69,2
18,Other Current Liabilities,73.47,9.87,68.87,7.4,22.32,1.14,16.77,1.48,16.07,2.83
19,Total Current Liabilities,125.8,143.59,111.78,148.69,81.27,82.93,61.68,45.01,49.32,77
20,Long-Term Deferred Tax Liabilities,-,-,-,-,0.59,0.59,0.19,0.19,0.2,0.2
21,Total Liabilities,126.76,144.48,111.78,149.4,81.85,83.51,61.86,45.2,49.52,77.2
22,Common Stock,14.98,15.23,15.3,15.3,15.3,15.3,15.3,13.3,13.3,13.3
23,Additional Paid-In Capital,46.68,47.27,47.68,47.68,47.68,47.68,47.68,37.8,37.8,37.8
24,Retained Earnings,90.67,89.35,85.57,81.97,78.57,71.06,57.3,60.36,59.97,62.12
25,Comprehensive Income & Other,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61
26,Shareholders' Equity,152.93,152.46,149.17,145.56,142.16,134.66,120.89,112.06,111.68,113.83
27,Total Liabilities & Equity,279.69,296.94,260.94,294.96,224.01,218.17,182.76,157.26,161.2,191.03
28,Total Debt,20,-,-,10,-,-,-,-,-,-
29,Net Cash (Debt),60.29,45.76,47.36,7.47,33.08,46.88,49.29,58.29,40.84,64.38
30,Net Cash Growth,27.30%,512.45%,43.18%,-84.06%,-32.89%,-19.57%,20.70%,-9.47%,18.41%,255.34%
31,Net Cash Per Share,0.04,0.03,0.03,0.00,0.02,0.03,0.04,0.04,0.03,0.05
32,Filing Date Shares Outstanding,1485,1523,1530,1530,1530,1530,1530,1330,1330,1330
33,Total Common Shares Outstanding,1485,1523,1530,1530,1530,1530,1530,1330,1330,1330
34,Working Capital,142.72,140.72,132.46,131.08,128.23,122.49,111.59,104.7,103.66,105.13
35,Book Value Per Share,0.10,0.10,0.10,0.10,0.09,0.09,0.08,0.08,0.08,0.09
36,Tangible Book Value,152.85,152.35,149.03,145.39,141.96,134.43,120.89,112.06,111.68,113.83
37,Tangible Book Value Per Share,0.10,0.10,0.10,0.10,0.09,0.09,0.08,0.08,0.08,0.09
38,Land,-,5.65,-,5.65,-,5.65,-,-,-,-
39,Machinery,-,9.96,-,7.18,-,4.61,-,2.71,-,3.83
