,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 14, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,573675,541804,764900,531180,488686,446192,509933,520557,361203,318708,520557,531181,1232339,1477189,1072480,849890,1628955,3085909,3136498,2671082,3055556,Upgrade
1,Market Cap Growth,21.43%,21.43%,50.00%,2.04%,35.29%,40.00%,-2.04%,-2.00%,-70.69%,-78.42%,-51.46%,-37.50%,-24.35%,-52.13%,-65.81%,-68.18%,-46.69%,2.35%,21.57%,-20.72%,-11.18%,Upgrade
2,Enterprise Value,1354466,1235806,1666371,1392414,1487065,1797076,1878252,1887282,2011909,2018914,2110436,1226636,2664590,1623817,1205778,983501,2648370,3216553,3302449,2866081,3255413,Upgrade
3,Last Close Price,5400.00,5100.00,7200.00,5000.00,4600.00,4200.00,4800.00,4900.00,3400.00,3000.00,4900.00,5000.00,11600.00,13904.76,10095.24,8000.00,15333.33,29047.62,29523.81,25142.86,28761.90,Upgrade
4,PE Ratio,411.05,-,14.24,10.57,10.54,10.58,9.97,10.49,8.91,7.04,11.35,11.89,24.50,32.64,22.68,19.28,34.56,87.17,168.91,196.86,229.76,Upgrade
5,PS Ratio,1.06,0.99,2.46,1.71,1.64,1.59,1.78,1.85,1.16,1.14,2.10,2.95,10.10,14.67,7.04,5.54,9.18,16.36,20.24,14.28,15.39,Upgrade
6,PB Ratio,0.49,0.39,0.52,0.37,0.34,0.32,0.37,0.38,0.27,0.24,0.40,0.41,1.06,1.28,0.94,0.75,1.45,2.78,2.86,2.46,2.83,Upgrade
7,P/TBV Ratio,0.59,0.59,0.63,0.45,0.42,0.38,0.44,0.46,0.32,0.29,0.77,0.49,1.06,1.28,0.94,0.75,1.46,2.79,2.87,2.46,2.84,Upgrade
8,P/FCF Ratio,38.67,-,3.02,-,1.64,-,5.72,-,-,1.93,-1.42,-,-,-,-,62.92,-,-,19.26,96.66,-,Upgrade
9,P/OCF Ratio,6.82,-,2.44,-,1.29,-,5.62,-,-,1.91,-1.68,-,-,-,-,39.80,4.20,-,17.71,83.65,-,Upgrade
10,EV/Sales Ratio,2.47,2.26,5.36,4.48,4.98,6.39,6.54,6.72,6.47,7.23,8.52,6.80,21.84,16.13,7.92,6.41,14.92,17.05,21.31,15.32,16.39,Upgrade
11,EV/EBITDA Ratio,6.59,6.81,8.97,7.38,8.26,10.80,6.92,6.65,6.33,7.16,15.07,14.22,272.22,218.99,211.78,177.86,206.86,426.45,-3174.03,9575.99,-,Upgrade
12,EV/EBIT Ratio,9.45,10.37,13.09,10.84,12.35,16.73,17.50,18.84,16.68,20.78,26.43,23.03,660.43,493.78,-,349.93,251.57,558.38,-716.88,-871.03,-,Upgrade
13,EV/FCF Ratio,91.31,-,6.59,-,4.99,-,21.07,-,-,12.21,-5.74,-,-,-,-,72.81,-,-,20.28,103.72,-,Upgrade
14,Debt / Equity Ratio,0.63,0.63,0.64,0.67,0.59,0.64,1.07,1.11,1.13,1.15,1.19,1.19,0.69,0.69,0.13,0.12,0.12,0.12,0.12,0.15,0.18,Upgrade
15,Debt / EBITDA Ratio,4.84,6.00,6.05,4.66,3.99,5.46,8.82,8.67,9.62,2.60,7.15,4.97,50.70,51.27,40.33,31.73,20.89,14.99,43.85,4.96,-,Upgrade
16,Debt / FCF Ratio,59.17,-,3.77,-,2.84,-,16.72,-,-,9.19,-4.25,-,-,-,-,9.77,-,-,0.80,5.97,-,Upgrade
17,Asset Turnover,0.45,0.11,0.13,0.13,0.10,0.10,0.10,0.09,0.10,0.09,0.16,0.07,0.10,0.01,0.13,0.04,0.29,0.01,0.20,0.07,Upgrade,
18,Inventory Turnover,6.65,16.61,6.66,8.57,7.38,9.99,9.11,7.40,6.46,7.53,5.34,5.75,4.52,11.53,6.93,149.16,38.57,334.15,8.21,238.36,76.31,Upgrade
19,Quick Ratio,1.46,1.46,0.79,0.75,0.61,1.11,0.68,0.67,0.63,0.65,0.14,0.32,0.26,0.45,0.16,0.28,0.35,0.33,0.40,0.23,0.94,Upgrade
20,Current Ratio,2.19,2.19,1.61,1.77,1.76,2.01,1.33,1.29,1.24,1.20,0.74,1.46,1.21,1.45,1.74,0.39,1.16,1.12,1.47,1.39,1.64,Upgrade
21,Return on Equity (ROE),-14.56%,7.47%,8.52%,7.73%,1.27%,6.99%,7.32%,5.14%,2.49%,6.33%,6.84%,5.82%,3.47%,4.20%,4.14%,4.25%,4.69%,3.20%,5.45%,-0.37%,Upgrade,
22,Return on Assets (ROA),1.09%,3.03%,3.63%,3.83%,1.84%,2.81%,2.43%,2.11%,1.62%,2.17%,4.98%,0.17%,0.37%,-0.00%,0.02%,0.12%,0.33%,0.06%,1.48%,-0.77%,Upgrade,
23,Return on Capital (ROIC),1.25%,3.35%,3.93%,4.14%,1.93%,2.92%,2.51%,2.18%,1.73%,2.32%,5.14%,0.18%,0.38%,-0.00%,0.03%,0.13%,0.35%,0.06%,1.55%,-0.81%,Upgrade,
24,Return on Capital Employed (ROCE),5.63%,5.63%,5.90%,6.02%,5.70%,5.15%,4.46%,4.21%,5.12%,4.16%,3.37%,2.26%,0.26%,0.22%,-,0.25%,0.94%,0.52%,-0.39%,-0.30%,-,Upgrade
25,Earnings Yield,0.24%,0.26%,7.02%,9.46%,9.48%,9.46%,10.03%,9.54%,11.22%,14.21%,8.81%,8.41%,4.08%,3.06%,4.41%,5.19%,2.89%,1.15%,0.59%,0.51%,0.44%,Upgrade
26,FCF Yield,2.59%,2.74%,33.08%,41.38%,60.96%,-11.00%,17.48%,40.14%,47.17%,51.87%,-70.66%,-111.99%,-42.04%,-34.13%,-1.60%,1.59%,23.03%,0.53%,5.19%,1.03%,-6.50%,Upgrade
27,Buyback Yield / Dilution,-1.05%,-0.16%,-,0.06%,0.27%,-,-,4.16%,0.15%,0.00%,0.00%,-4.38%,-0.39%,-,-,0.03%,0.34%,1.56%,-,-,-0.07%,Upgrade
28,Total Shareholder Return,-1.05%,-0.16%,-,0.06%,0.27%,-,-,4.16%,0.15%,0.00%,0.00%,-4.38%,-0.39%,-,-,0.03%,0.34%,1.56%,-,-,-0.07%,Upgrade
