,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,305775,75847,83582,82756,68479,76009,71450,65334,74407,69752,101275,33852,42697,2453,42997,12548,94236,3595,67129,23651,Upgrade
1,Revenue Growth (YoY),346.52%,-0.21%,16.98%,26.67%,-7.97%,8.97%,-29.45%,93.00%,74.27%,2743.97%,135.54%,169.77%,-54.69%,-31.78%,-35.95%,-46.94%,55.60%,-89.92%,-14.66%,-9.44%,Upgrade
2,Cost of Revenue,240596,36482,40970,37227,42374,35256,32168,33564,43643,37663,42673,30427,40104,1945,41839,10819,93733,2303,66863,21407,Upgrade
3,Gross Profit,65179,39365,42612,45530,26105,40754,39282,31770,30764,32089,58602,3424,2593,507.62,1157,1729,503.34,1293,265.96,2244,Upgrade
4,"Selling, General & Admin",53403,6749,5663,7716,6150,7062,10350,6903,10929,5525,9235,2015,96.3,510.95,1025,1066,-1220,1001,-7583,6348,Upgrade
5,Operating Expenses,53403,6749,5663,7716,6150,7062,10350,6903,10929,5525,9235,2015,96.3,510.95,1025,1066,-1220,1001,-7583,6348,Upgrade
6,Operating Income,11775,32616,36948,37814,19955,33691,28932,24868,19836,26564,49366,1409,2497,-3.33,132.12,663.07,1724,291.51,7849,-4104,Upgrade
7,Interest Expense,-25252,-15053,-15764,-17038,-20863,-27896,-27068,-29573,-25116,-33336,-51098,-13146,-3531,-3488,-3495,-2973,-2856,-4098,-3979,-4660,Upgrade
8,Interest & Investment Income,9603,4049,4430,1496,19648,14078,17826,18567,6784,21444,23213,18184,12443,11002,10361,9884,12851,14726,14586,8835,Upgrade
