,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,1352,1470,1122,1169,1005,1210,738.61,959.2,274.32,322.37,483.48,710.11,490.75,329.86,498.26,270.78,346.8,223.52,320.59,297.83,Upgrade
1,Trading Asset Securities,250.8,56.89,33.7,39.44,39.31,40.71,232.12,90.49,701.44,473,396.18,478.95,332,182.7,14.01,220.01,128,95,45,-,Upgrade
2,Cash & Short-Term Investments,1603,1527,1156,1208,1044,1251,970.74,1050,975.75,795.37,879.66,1189,822.74,512.56,512.27,490.79,474.8,318.52,365.59,297.83,Upgrade
3,Cash Growth,53.55%,22.05%,19.08%,15.12%,7.01%,57.31%,10.35%,-11.72%,18.60%,55.18%,71.72%,142.28%,73.28%,60.92%,40.12%,64.79%,-13.35%,-4.45%,-9.16%,0.81%,Upgrade
4,Accounts Receivable,1952,1806,2122,1973,2132,2169,2039,1757,1763,1725,2018,2101,2758,3242,2857,2607,2472,2217,1870,1790,Upgrade
5,Other Receivables,53.55,53.74,25.82,28.72,30.35,27.97,27.37,31.98,11.14,9.92,9.74,14.66,11.49,10.13,10.28,30.27,13.39,0.88,1.08,2.38,Upgrade
6,Receivables,2006,1860,2148,2002,2162,2197,2066,1789,1774,1735,2028,2116,2770,3252,2868,2637,2485,2218,1871,1793,Upgrade
7,Inventory,1449,1538,1619,1510,1408,1374,1355,1361,1424,1510,1580,1531,1393,1221,1227,1349,1255,1198,1071,1062,Upgrade
8,Other Current Assets,84.27,80.75,91.07,74.67,59.5,42.85,67.86,46.39,77.53,94.42,108.04,98.63,103.7,93.73,70.81,41.89,38.4,50.16,47.51,41.17,Upgrade
