,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,273.29,261.01,250.6,517.3,361.59,355.84,246.45,387.23,323.55,315.77,247.39,433.21,352.85,289.56,220.26,388.78,271.21,231.75,184.11,371.68,Upgrade
1,Other Revenue,-4.55,4.55,-,10.84,-4.86,4.86,-,5.33,-3.15,3.15,-,7.78,-4.65,4.65,-,12.64,-5.79,5.79,-,12.29,Upgrade
2,Revenue,268.74,265.56,250.6,528.14,356.72,360.7,246.45,392.56,320.4,318.92,247.39,440.99,348.2,294.21,220.26,401.41,265.42,237.54,184.11,383.98,Upgrade
3,Revenue Growth (YoY),-24.66%,-26.38%,1.68%,34.54%,11.34%,13.10%,-0.38%,-10.98%,-7.98%,8.40%,12.32%,9.86%,31.19%,23.86%,19.64%,4.54%,12.57%,-15.58%,-16.29%,7.74%,Upgrade
4,Cost of Revenue,117.63,159.71,125.73,304.17,138.1,214.06,127.21,241.41,141.97,192.5,126.73,220.74,150.14,165.45,118.47,224.32,112.17,156.61,104.97,251.02,Upgrade
5,Gross Profit,151.11,105.85,124.86,223.97,218.63,146.64,119.24,151.15,178.43,126.42,120.67,220.25,198.05,128.75,101.79,177.09,153.25,80.92,79.13,132.95,Upgrade
6,"Selling, General & Admin",93.89,96.15,75.47,127.39,85.11,104.56,65.75,80.94,84.62,73.33,72.7,115.6,74.36,61.3,61.51,97.22,53.18,45.28,50.15,83.31,Upgrade
7,Research & Development,20.32,20.22,16.27,24.86,20.9,22.28,18.31,30.21,20.17,17.54,18.04,22.7,18.3,23.94,14.81,14.88,17.33,15.29,7.59,6.04,Upgrade
8,Other Operating Expenses,-0.73,-3.15,4.56,14.68,-3.46,6.72,-0.65,10.49,2.65,0.44,1.2,11.04,2.49,1.1,1.07,25.3,-5.38,0.26,-7.05,14.72,Upgrade
9,Operating Expenses,120.75,113.4,93.68,165.46,117.44,128.88,82.88,116.29,121.61,96.6,89.89,144.94,109.79,90.75,76.42,131.04,76.53,60.4,50.75,105.39,Upgrade
10,Operating Income,30.36,-7.55,31.18,58.51,101.19,17.76,36.36,34.86,56.82,29.82,30.78,75.31,88.26,38,25.37,46.05,76.72,20.52,28.39,27.57,Upgrade
11,Interest Expense,-,-0.35,-,-0.64,-,-0.48,-,-0.31,-,-0.07,-,-0.32,-1.43,-,-0.02,-0.02,-0.56,-,-,-,Upgrade
12,Interest & Investment Income,1.35,12.48,3.84,3.01,3.15,7.13,2.62,3.72,3.37,4.56,0.27,3.05,-,1.23,0.74,1.57,-,0.36,0.28,1.18,Upgrade
13,Other Non Operating Income (Expenses),-1.79,1.23,-0.22,1.29,-2.8,3.3,-1.4,4.41,-4.17,-1.13,2.18,0.19,-0.19,-2.08,-0.12,4.1,-1.75,-1.02,-3.03,-5.09,Upgrade
14,EBT Excluding Unusual Items,29.92,5.81,34.81,62.17,101.55,27.72,37.57,42.68,56.03,33.18,33.23,78.23,86.64,37.15,25.97,51.7,74.41,19.86,25.64,23.66,Upgrade
15,Gain (Loss) on Sale of Investments,1.65,7.62,-2.69,-5.96,0.34,3.15,2.49,7.47,-6.16,1.1,-7.55,-,-1.35,0.09,-0.09,-,-,0,-0,-0.34,Upgrade
16,Gain (Loss) on Sale of Assets,-0.12,-0,-0.02,-0.08,-0.02,-0.19,0.03,-0.5,0.06,-0.08,-,0.07,0.03,0.15,0.04,0.13,0.01,0.11,0.35,0.45,Upgrade
17,Asset Writedown,-23.9,6.95,-6.95,42.81,-42.81,5.44,-5.44,23.16,-22.81,7.42,-7.77,22.52,-22.97,4.81,-7.34,33.85,-34.23,6.15,-6.2,44.94,Upgrade
18,Other Unusual Items,-0.23,1.12,0.93,8.42,-4.26,4.26,-,0.83,-,-,-,6.98,-,-,-,12.65,-,-,-,10.69,Upgrade
19,Pretax Income,7.33,21.5,26.08,107.34,54.8,40.38,34.65,73.64,27.12,41.63,17.9,107.8,62.35,42.2,18.59,98.33,40.19,26.12,19.79,79.41,Upgrade
