,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,59960,63076,54571,60704,60005,61045,86153,70245,70408,66036,69773,Upgrade
1,Market Cap Growth,3.91%,3.91%,-9.05%,-0.56%,-30.35%,-13.10%,22.36%,6.37%,0.91%,-15.22%,-14.04%,Upgrade
2,Enterprise Value,58422,59963,56049,58106,57447,55916,79792,63152,62529,57051,63086,Upgrade
3,Last Close Price,5.08,5.34,4.37,4.83,4.63,4.62,6.09,4.91,4.75,4.35,4.32,Upgrade
4,PE Ratio,13.16,13.82,12.62,16.12,15.57,14.92,16.59,13.54,14.27,14.51,17.47,Upgrade
5,Forward PE,13.15,13.00,12.39,13.95,12.82,12.63,15.54,13.78,14.28,14.61,16.04,Upgrade
6,PS Ratio,2.34,2.46,2.13,2.42,2.29,2.36,2.91,2.52,2.70,2.74,3.17,Upgrade
7,PB Ratio,3.52,3.70,3.07,3.91,3.57,4.02,4.17,3.78,3.96,4.15,4.15,Upgrade
8,P/TBV Ratio,3.70,3.70,3.08,3.93,3.59,4.04,4.20,3.80,3.99,4.18,4.18,Upgrade
9,P/FCF Ratio,12.66,13.32,10.68,15.19,14.26,16.41,20.00,12.50,11.64,11.67,14.00,Upgrade
10,P/OCF Ratio,12.28,12.28,9.77,13.29,12.45,14.38,17.83,11.58,10.96,10.97,13.16,Upgrade
11,PEG Ratio,3.21,3.17,143.44,161.49,3.21,4.17,3.02,188.51,188.51,188.51,183.12,Upgrade
12,EV/Sales Ratio,2.27,2.33,2.19,2.32,2.19,2.16,2.69,2.26,2.40,2.37,2.87,Upgrade
13,EV/EBITDA Ratio,8.40,8.89,8.57,9.46,9.39,9.49,10.56,8.14,8.42,8.18,10.28,Upgrade
14,EV/EBIT Ratio,9.90,10.17,9.85,10.95,10.98,11.11,12.14,9.33,9.70,9.46,12.06,Upgrade
15,EV/FCF Ratio,12.34,12.66,10.97,14.54,13.65,15.03,18.52,11.23,10.33,10.08,12.66,Upgrade
16,Debt / Equity Ratio,0.42,0.42,0.34,0.55,0.38,0.46,0.42,0.55,0.67,0.74,0.59,Upgrade
17,Debt / FCF Ratio,1.51,1.51,1.17,2.12,1.52,1.86,2.03,1.82,1.97,2.09,1.98,Upgrade
18,Return on Capital Employed (ROCE),34.00%,34.00%,27.32%,29.99%,26.62%,26.59%,25.82%,27.06%,24.62%,29.74%,19.91%,Upgrade
19,Earnings Yield,7.61%,7.24%,7.93%,6.20%,6.42%,6.70%,6.03%,7.39%,7.01%,6.89%,5.72%,Upgrade
20,FCF Yield,7.90%,7.51%,9.36%,6.58%,7.01%,6.09%,5.00%,8.00%,8.59%,8.57%,7.14%,Upgrade
21,Dividend Yield,5.05%,-,-,-,5.49%,5.10%,3.77%,3.63%,3.45%,5.65%,5.49%,Upgrade
22,Buyback Yield / Dilution,0.47%,0.57%,0.36%,0.17%,-0.40%,1.41%,2.82%,2.64%,1.90%,0.25%,0.27%,Upgrade
23,Total Shareholder Return,5.52%,0.57%,0.36%,0.17%,5.10%,6.51%,6.59%,6.27%,5.35%,5.90%,5.75%,Upgrade
