,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+4 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+4 Quarters
0,Cash & Equivalents,-,1231,1338,2086,2099,2152,1741,1305,1078,-,1639,1910,1130,470.03,305.63,326.88,473.61,462.92,132.73,217.44,Upgrade
1,Short-Term Investments,-,-,802.81,-,33,-,32.42,-,48.53,-,31.28,-,50.38,-,-,-,-,-,-,-,Upgrade
2,Trading Asset Securities,-,-,-,-,-,-,-,-,-,-,-,-,100.14,110.02,155.29,155,-,40,-,-,Upgrade
3,Cash & Short-Term Investments,1231,1231,2140,2086,2132,2152,1774,1305,1127,-,1670,1910,1281,580.05,460.92,481.88,473.61,502.92,132.73,217.44,Upgrade
4,Cash Growth,-42.28%,-42.81%,20.67%,59.84%,89.20%,-,6.20%,-31.70%,-12.02%,-,262.37%,296.40%,170.44%,15.34%,247.26%,121.61%,90.58%,77.03%,-,-17.53%,Upgrade
5,Accounts Receivable,-,473.72,490.04,556.82,591.3,633.72,565.62,505.57,605.23,-,1004,992.26,940.46,1011,1098,1078,866.46,763.49,743.45,571.47,Upgrade
6,Other Receivables,-,30.24,30.03,33.12,47.23,57.16,58.38,63.09,54.89,-,9.27,9.05,3.31,4.99,4.52,4.59,4.3,6,10.94,-,Upgrade
7,Receivables,-,503.96,520.07,589.94,638.53,690.88,624,568.66,660.12,-,1014,1001,943.77,1016,1102,1083,870.76,769.49,754.39,571.47,Upgrade
8,Inventory,-,691.19,762.16,827.12,889.41,953.64,997.45,1171,1309,-,1272,1210,1209,982.64,873.18,805.87,856.06,1032,1051,870.43,Upgrade
9,Other Current Assets,-,998.43,66.73,76.54,46.43,88.61,56.7,119,103.72,-,109.44,192.47,112.99,120.91,78.01,71.09,63.64,143.71,81.16,68.76,Upgrade
10,Total Current Assets,-,3424,3489,3579,3706,3885,3452,3163,3200,-,4065,4314,3546,2699,2514,2442,2264,2449,2020,1728,Upgrade
11,"Property, Plant & Equipment",-,3090,3048,3046,3069,3085,3093,3111,3138,-,3105,3097,3113,3000,2882,2865,2872,2793,2784,2789,Upgrade
12,Long-Term Investments,-,12.61,13.89,14.65,10.45,7.46,8.57,9.49,10.37,-,8.52,9.3,10.21,6.37,7.76,8.85,9.82,6.73,8,8.93,Upgrade
13,Other Intangible Assets,-,29.27,29.65,29.45,29.8,30.34,30.9,30.67,31.19,-,31.83,32.35,32.87,33.43,33.99,34.17,34.68,32.4,32.76,33.38,Upgrade
14,Long-Term Deferred Tax Assets,-,170.35,154.51,130.74,114.38,90.14,75.74,54.85,33.51,-,30.05,37.17,34.48,25.55,16.43,14.85,16.71,16.49,17.68,15.06,Upgrade
15,Long-Term Deferred Charges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.75,10.33,Upgrade
16,Other Long-Term Assets,-,380.51,437.12,442.09,437.81,448.94,455.35,456.24,464.43,-,480.2,492.87,499.83,533.24,507.41,504.93,467.52,492.93,497.03,495.03,Upgrade
17,Total Assets,-,7107,7173,7242,7368,7547,7115,6826,6878,-,7721,7983,7237,6297,5962,5869,5664,5790,5367,5080,Upgrade
18,Accounts Payable,-,1151,694,1061,833.16,1148,640,790.08,678.09,-,868.63,1040,1015,1162,900.62,1062,818.42,987.43,895.43,748.21,Upgrade
19,Accrued Expenses,-,68.93,377.39,48,346.26,68.43,276.87,47.65,208.27,-,239.61,44.47,266.73,74.59,211.91,42.71,213.04,42.78,38.11,55.63,Upgrade
20,Short-Term Debt,-,750.18,792.13,525.91,496.02,629.96,344.98,550.84,848.29,-,1470,1878,1001,331.51,361.53,568.7,644.88,901.48,1051,948.28,Upgrade
21,Current Portion of Long-Term Debt,-,256.9,379.17,-,564.92,-,561.81,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
22,Current Portion of Leases,-,-,9.12,883.87,4.08,570.3,9.33,49.81,13.6,-,13.3,13.16,13.01,12.87,11.37,-,-,-,-,-,Upgrade
23,Current Income Taxes Payable,-,11.46,5.91,15.75,5.91,15.42,5.91,17.13,-,-,11.93,31.45,27.49,44.7,38.24,38.46,12.29,21.68,18.63,-,Upgrade
24,Current Unearned Revenue,-,40.51,38.21,24.04,27.48,20.79,26.01,42.31,17.84,-,31.28,35.96,60.22,75.63,45.77,37.95,63.83,-,-,-,Upgrade
25,Other Current Liabilities,-,75.67,125.86,75.31,125.73,66.54,163.66,62.48,137.45,-,219.52,73.1,173.82,62.49,121.98,105.87,131.37,205.8,158.04,148.72,Upgrade
26,Total Current Liabilities,-,2355,2422,2634,2404,2519,2029,1560,1904,-,2854,3115,2557,1764,1691,1856,1884,2159,2161,1901,Upgrade
27,Long-Term Debt,-,353.39,308.92,125.74,424.85,433.52,452.98,525.43,120.5,-,33.34,31.53,-,-,-,-,-,-,-,-,Upgrade
28,Long-Term Leases,-,16.05,16.28,-,-,-,0.28,0.69,4.18,-,11.06,14.44,17.78,21.09,20.99,-,-,-,-,-,Upgrade
29,Long-Term Unearned Revenue,-,4.03,4.14,4.36,4.47,4.58,4.69,5.1,6.19,-,5.89,6,6.36,5.56,5.56,5.56,5.8,6.29,7.02,7.31,Upgrade
30,Long-Term Deferred Tax Liabilities,-,48.67,47.28,42.61,42.6,39.12,37.2,37.03,39.54,-,26.97,27.45,25.39,25.76,25.06,25.62,22.32,18.98,17.54,14.41,Upgrade
31,Total Liabilities,-,2777,2798,2806,2875,2997,2524,2129,2074,-,2932,3195,2607,1816,1743,1887,1912,2184,2186,1923,Upgrade
32,Common Stock,-,3333,3333,3333,3333,3333,3333,3333,3333,-,3333,3333,3333,3333,3333,3333,3333,3333,3000,3000,Upgrade
33,Additional Paid-In Capital,-,83.61,81.97,80.19,77.88,92.84,87.8,82.54,77.45,-,73.63,64.93,62,62,62,62,62,62,40.28,40.28,Upgrade
34,Retained Earnings,-,913.47,959.52,1023,1082,1125,1171,1281,1393,-,1382,1389,1234,1085,823.84,587.3,357.02,210.52,141.42,117.61,Upgrade
35,Comprehensive Income & Other,-,-0.5,-0.25,-0.29,-0.29,-0.29,-0.33,-0.11,-0.17,-,-0.02,0.2,0.18,0.12,0.13,0.07,0.1,-0.25,-0.16,-0.16,Upgrade
36,Shareholders' Equity,4330,4330,4375,4436,4493,4551,4592,4697,4804,-,4789,4788,4630,4481,4219,3983,3752,3606,3182,3158,Upgrade
37,Total Liabilities & Equity,-,7107,7173,7242,7368,7547,7115,6826,6878,-,7721,7983,7237,6297,5962,5869,5664,5790,5367,5080,Upgrade
38,Total Debt,1377,1377,1506,1536,1490,1634,1369,1127,986.58,-,1528,1937,1032,365.47,393.89,568.7,644.88,901.48,1051,948.28,Upgrade
39,Net Cash (Debt),-145.91,-145.91,634.78,550,642.15,517.96,404.43,177.96,140.3,-,142.56,-26.62,249.11,214.58,67.04,-86.82,-171.27,-398.56,-918.09,-730.84,Upgrade
40,Net Cash Growth,-,-,56.96%,209.06%,357.71%,-,183.69%,-,-43.68%,-,112.66%,-,-,-,-,-,-,-,-,-,Upgrade
