,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,681,903,1517,5058,6503,8093,11706,13006,7770,7770,7554,Upgrade
1,Market Cap Growth,-82.14%,-82.14%,-76.67%,-37.50%,-44.44%,-37.78%,50.65%,67.39%,2.86%,-6.09%,-23.91%,Upgrade
2,Enterprise Value,14678,14469,15709,19702,23533,24544,28719,26616,24832,20894,20537,Upgrade
3,Last Close Price,0.08,0.13,0.21,0.70,0.90,1.12,1.62,1.80,1.02,1.02,0.99,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,5.53,3.54,16.80,10.80,Upgrade
5,PS Ratio,0.31,0.50,0.74,2.05,2.29,2.96,3.92,1.89,1.17,2.42,1.85,Upgrade
6,PB Ratio,0.13,0.17,0.24,0.73,0.88,0.95,1.29,1.33,0.82,1.02,1.00,Upgrade
7,P/TBV Ratio,0.17,0.17,0.24,0.73,0.90,0.96,1.31,1.36,0.84,1.07,1.04,Upgrade
8,P/FCF Ratio,0.74,-,0.81,1.94,2.83,3.68,8.75,-,-,-,-5.58,Upgrade
9,P/OCF Ratio,0.98,-,0.81,1.94,2.82,3.15,6.66,-,-,-,-5.83,Upgrade
10,EV/Sales Ratio,8.12,8.01,7.66,7.98,8.29,8.98,9.62,3.87,3.75,6.51,5.04,Upgrade
11,EV/EBITDA Ratio,253.68,-,25.79,16.97,17.00,20.78,21.70,12.14,10.99,12.29,12.24,Upgrade
12,EV/EBIT Ratio,277.86,-,26.34,17.46,17.44,21.20,21.82,12.15,11.00,12.31,12.26,Upgrade
13,EV/FCF Ratio,16.01,-,8.42,7.56,10.22,11.16,21.47,-,-,-,-15.16,Upgrade
14,Debt / Equity Ratio,2.60,2.60,2.20,2.12,2.08,2.10,2.11,1.99,1.81,2.54,2.41,Upgrade
15,Debt / FCF Ratio,15.38,-,7.42,5.67,6.66,8.16,14.35,-,-,-,-13.44,Upgrade
16,Return on Capital Employed (ROCE),0.45%,-,4.17%,6.93%,7.14%,5.42%,5.58%,8.77%,11.20%,6.96%,7.18%,Upgrade
17,Earnings Yield,-250.31%,-181.34%,-57.40%,-12.08%,-15.33%,-8.16%,0.61%,18.45%,28.86%,6.57%,9.89%,Upgrade
18,FCF Yield,134.56%,101.53%,122.97%,51.54%,35.40%,27.18%,11.43%,-8.37%,-17.67%,18.60%,-17.93%,Upgrade
19,Buyback Yield / Dilution,-,-,-,0.01%,-0.39%,-0.44%,-0.04%,0.00%,-0.06%,-11.99%,Upgrade,
20,Total Shareholder Return,-,-,-,0.01%,-0.39%,-0.44%,-0.04%,0.00%,-0.06%,-11.99%,Upgrade,
