,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,6143,7689,7926,9123,7055,8810,6216,8453,5465,7045
1,Trading Asset Securities,14.38,15.33,4.26,3.12,1.9,2.47,0.82,0.74,0.58,4.93
2,Cash & Short-Term Investments,6158,7704,7931,9126,7057,8812,6217,8454,5466,7050
3,Cash Growth,-22.36%,-15.58%,12.38%,3.56%,13.51%,4.24%,13.75%,19.91%,1.73%,5.34%
4,Accounts Receivable,44938,46852,43672,48222,45321,47952,45230,45665,47016,46264
5,Other Receivables,2408,78.83,2328,78.77,2620,2618,2731,2437,2418,2469
6,Receivables,47346,46931,46000,48301,47941,50570,47961,48102,49433,48733
7,Inventory,315.36,385.42,168.43,385.63,251.66,494.54,296.28,541.39,338.92,241.15
8,Prepaid Expenses,-,87.17,-,73.96,-,70.19,90.54,65.11,53.75,53.69
9,Other Current Assets,1305,3191,1238,3239,1150,879.71,727.05,734.05,1363,1349
10,Total Current Assets,55123,58298,55336,61126,56400,60827,55292,57897,56655,57427
11,"Property, Plant & Equipment",1112,1137,1161,1155,1214,1142,1026,968.9,844.03,440.43
12,Long-Term Investments,1065,1090,1220,1260,1275,1302,1334,1310,1265,1309
13,Other Intangible Assets,93.02,94.13,95.23,96.33,97.44,98.54,99.67,100.75,101.84,35.63
14,Long-Term Accounts Receivable,3137,3162,3181,3073,2791,2669,2324,2106,1525,1381
15,Long-Term Deferred Tax Assets,1026,1005,854.55,821.75,801.77,771.21,358.59,274.69,219.07,198.2
16,Other Long-Term Assets,99.1,98.6,101.4,99.2,137.4,137,137.9,136.7,136.6,134.75
17,Total Assets,61656,64886,61950,67632,62717,66947,60572,62794,60747,60927
18,Accounts Payable,31995,35524,31601,37415,34158,38852,34358,35597,35325,36327
19,Accrued Expenses,257,335.23,205.83,264.86,218.01,251.76,216.9,224.01,161.04,219.14
20,Short-Term Debt,2445,2469,2846,2415,2547,2261,2145,2270,2236,2251
21,Current Portion of Long-Term Debt,308.18,416.9,699.98,888.43,988.38,1489,371.64,957.35,1490,913.5
22,Current Portion of Leases,-,6.18,-,8.2,-,9.19,8.51,7.37,14.12,8.9
23,Current Income Taxes Payable,848.43,833.81,788.97,709.93,767.31,815.53,647.43,670.35,584.03,601.77
24,Current Unearned Revenue,6937,6704,6425,6940,6468,6007,5284,6015,4594,4490
25,Other Current Liabilities,9308,9506,10342,10129,9125,9645,8443,8631,8866,8318
26,Total Current Liabilities,52099,55796,52908,58770,54271,59331,51474,54372,53271,53129
27,Long-Term Debt,3194,2850,2756,2685,2420,1729,2641,1960,1579,1864
28,Long-Term Leases,6.98,12.15,11.49,9.23,7.41,14.58,17.73,22.11,15.28,29.83
29,Total Liabilities,55300,58658,55676,61464,56699,61075,54133,56354,54865,55023
30,Common Stock,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761
31,Additional Paid-In Capital,-,1463,-,1463,-,1463,-,1462,-,1462
32,Retained Earnings,2717,2590,2536,2419,2251,2092,2672,2682,2181,2178
33,Comprehensive Income & Other,1702,232.68,1793,351.55,1831,377.17,1815,340.26,1749,318.63
34,Total Common Equity,6181,6047,6090,5995,5844,5694,6248,6246,5691,5721
35,Minority Interest,174.52,180.53,184.07,172.67,173.78,178.9,191.39,194.14,190.96,182.96
36,Shareholders' Equity,6355,6228,6274,6167,6018,5873,6440,6440,5882,5904
37,Total Liabilities & Equity,61656,64886,61950,67632,62717,66947,60572,62794,60747,60927
38,Total Debt,5954,5755,6313,6006,5963,5503,5184,5216,5334,5067
39,Net Cash (Debt),203.37,1949,1617,3120,1094,3309,1033,3238,131.34,1983
40,Net Cash Growth,-87.42%,-37.52%,47.81%,-5.72%,5.89%,2.20%,686.75%,63.30%,-89.91%,-35.15%
41,Net Cash Per Share,0.12,1.11,0.92,1.77,0.62,1.88,0.59,1.84,0.07,-
42,Filing Date Shares Outstanding,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761
43,Total Common Shares Outstanding,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761
44,Working Capital,3025,2503,2428,2356,2129,1496,3818,3525,3384,4298
45,Book Value Per Share,3.51,3.43,3.46,3.40,3.32,3.23,3.55,3.55,3.23,3.25
46,Tangible Book Value,6088,5953,5995,5898,5747,5595,6149,6145,5589,5685
47,Tangible Book Value Per Share,3.46,3.38,3.40,3.35,3.26,3.18,3.49,3.49,3.17,3.23
48,Buildings,-,999.77,-,997.12,-,944.36,847.85,335.73,315.52,295.42
49,Machinery,-,361.77,-,358.49,-,340.41,344.9,345.64,353.48,355.69
50,Construction In Progress,-,169.42,-,155.98,-,163.64,149.21,575.03,424.06,15.76
