,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Operating Revenue,10808,18240,14702,23069,16066,27415,19591,25380,14125,-
1,Other Revenue,206.79,304.6,246.47,348.05,523.18,442.53,379.44,398.75,246.69,-
2,Revenue,11015,18544,14949,23417,16589,27858,19970,25778,14372,-
3,Revenue Growth (YoY),-26.31%,-20.81%,-9.89%,-15.94%,-16.93%,8.07%,38.96%,-,-29.19%,-
4,Cost of Revenue,10366,17552,14146,22659,15713,26451,18891,24406,13604,-
5,Gross Profit,649.55,992.54,803.06,758.26,876.34,1407,1080,1372,767.32,-
6,"Selling, General & Admin",213.01,248.76,280.1,288.88,283.49,265.65,271.23,312.76,189.56,-
7,Research & Development,33.22,78.81,69.33,127.9,22.22,61.89,14.53,83.27,11.2,-
8,Other Operating Expenses,26.47,61.68,32.4,75.57,38.22,84.78,47.84,72.68,29.91,-
9,Operating Expenses,312.02,786.84,460.56,373.5,503.79,2014,628.24,672.12,281.02,-
10,Operating Income,337.53,205.7,342.5,384.77,372.55,-606.38,451.38,700.25,486.3,-
11,Interest Expense,-192.88,-149.65,-197.85,-155.01,-188.02,-150.48,-182.47,-106.12,-198.41,-
12,Interest & Investment Income,14.24,29.97,15.66,25.33,38.65,-,50.7,40.72,26.2,-
13,Currency Exchange Gain (Loss),-,-3.15,-,6.31,-,-22.15,-,-1.26,3.42,-
14,Other Non Operating Income (Expenses),-1.75,-15.27,2.59,-10.33,-7.82,6.29,-40.63,-18.37,1.24,-
15,EBT Excluding Unusual Items,157.14,67.59,162.89,251.06,215.35,-772.72,278.98,615.22,318.75,-
16,Gain (Loss) on Sale of Investments,-1.23,2.75,-6.02,-37.83,0.38,-1.21,1.27,4.18,-2.23,-
17,Gain (Loss) on Sale of Assets,0.06,-0.04,0.1,-0.09,-,-3.45,1.83,0.1,0.12,-
18,Pretax Income,155.97,70.3,156.98,213.14,215.74,-777.38,282.08,619.49,316.65,-
19,Income Tax Expense,35.09,23.42,45.79,51.82,61.63,-190.13,53,113.93,69.98,-
20,Earnings From Continuing Operations,120.88,46.88,111.19,161.33,154.11,-587.25,229.08,505.56,246.67,-
21,Net Income to Company,120.88,46.88,111.19,161.33,154.11,-587.25,229.08,505.56,246.67,-
22,Minority Interest in Earnings,6.01,7.72,5.61,6.16,5.12,4.44,7.75,5.16,2.46,-
23,Net Income,126.89,54.6,116.8,167.49,159.23,-582.8,236.83,510.73,249.13,-
24,Net Income to Common,126.89,54.6,116.8,167.49,159.23,-582.8,236.83,510.73,249.13,-
25,Net Income Growth,8.64%,-67.40%,-26.65%,-,-32.76%,-,-4.94%,-,-54.97%,-
26,Shares Outstanding (Basic),1761,1761,1761,1761,1761,1761,1761,1761,1761,-
27,Shares Outstanding (Diluted),1761,1761,1761,1761,1761,1761,1761,1761,1761,-
28,EPS (Basic),0.07,0.03,0.07,0.10,0.09,-0.33,0.13,0.29,0.14,-
29,EPS (Diluted),0.07,0.03,0.07,0.10,0.09,-0.33,0.13,0.29,0.14,-
30,EPS Growth,8.64%,-67.40%,-26.65%,-,-32.76%,-,-4.94%,-,-54.97%,-
31,Free Cash Flow,-1744,-105.53,-1270,1948,-1994,2604,-2003,3237,-1634,-
32,Free Cash Flow Per Share,-0.99,-0.06,-0.72,1.11,-1.13,1.48,-1.14,1.84,-0.93,-
33,Operating Margin,3.06%,1.11%,2.29%,1.64%,2.25%,-2.18%,2.26%,2.72%,3.38%,-
34,Profit Margin,1.15%,0.29%,0.78%,0.72%,0.96%,-2.09%,1.19%,1.98%,1.73%,-
35,Free Cash Flow Margin,-15.83%,-0.57%,-8.49%,8.32%,-12.02%,9.35%,-10.03%,12.56%,-11.37%,-
36,EBITDA,373.37,224.91,387.92,410.13,409.69,-612.26,516.64,761.32,512.37,-
37,D&A For EBITDA,35.83,19.22,45.42,25.36,37.14,-5.88,65.26,61.07,26.07,23.89
38,EBIT,337.53,205.7,342.5,384.77,372.55,-606.38,451.38,700.25,486.3,-
