,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,57464,32670,32607,28515,33667,21878,37433,26936,29316,57292,Upgrade
1,Investment Securities,307047,357252,212011,205580,220358,216925,228624,281776,282294,280442,Upgrade
2,Trading Asset Securities,102461,106113,105579,129402,96878,93953,79642,102044,167615,160072,Upgrade
3,Total Investments,409508,463365,317590,334982,317235,310877,308266,383821,449909,440513,Upgrade
4,Gross Loans,492708,477877,620285,613362,604856,586033,588040,547063,512775,457202,Upgrade
5,Allowance for Loan Losses,-20728,-20280,-27609,-27375,-26898,-24672,-23382,-20336,-16594,-12879,Upgrade
6,Net Loans,471980,457597,592676,585987,577958,561361,564659,526727,496180,444323,Upgrade
7,"Property, Plant & Equipment",5680,5844,5733,5842,6017,6055,6055,6305,6438,6377,Upgrade
8,Other Intangible Assets,541.12,551.47,426.68,434.87,366.56,371.91,304.05,297.62,252.91,258.08,Upgrade
9,Accrued Interest Receivable,49702,45537,65079,52297,39042,27663,15299,9100,5873,2892,Upgrade
10,Other Receivables,653.75,653.75,653.75,653.75,653.75,653.75,653.75,653.75,653.75,653.75,Upgrade
11,Restricted Cash,49570,52533,59580,58115,62195,60044,73360,68051,63053,61097,Upgrade
12,Other Current Assets,107.46,94.02,64.92,71.2,55.43,68.27,73.71,39.07,662.28,68.96,Upgrade
13,Long-Term Deferred Tax Assets,9259,9167,9470,8510,8393,7289,6846,5523,2798,4130,Upgrade
14,Other Real Estate Owned & Foreclosed,8799,8778,7280,1454,1576,1580,1608,1599,1589,1238,Upgrade
15,Other Long-Term Assets,5041,3263,4004,5553,9109,8285,1947,8906,1663,2637,Upgrade
16,Total Assets,1068305,1080053,1095165,1082413,1056268,1006126,1016503,1037958,1058389,1021481,Upgrade
17,Accrued Expenses,929.16,866.11,722.29,802.84,862.72,719.14,872.21,840.49,756.87,660.28,Upgrade
18,Interest Bearing Deposits,834162,813767,839060,793576,831141,787482,763875,748923,727996,722216,Upgrade
19,Non-Interest Bearing Deposits,24278,18387,17930,30458,19254,9441,17597,23023,14982,15713,Upgrade
20,Total Deposits,858440,832154,856990,824034,850396,796923,781472,771946,742978,737929,Upgrade
21,Short-Term Borrowings,71450,125930,118407,133292,81381,92049,72864,98241,107367,74195,Upgrade
22,Current Portion of Long-Term Debt,11873,11835,8885,11981,14960,2427,35430,39263,29961,36093,Upgrade
23,Current Portion of Leases,179.86,183.84,150.64,193.66,207.71,134.21,123.96,130.07,132.99,147.09,Upgrade
24,Current Income Taxes Payable,9.56,8.33,884.66,897.21,1162,804.98,813.77,1261,-,1605,Upgrade
25,Accrued Interest Payable,21575,19157,16800,17515,17000,17968,16982,16280,14569,14026,Upgrade
26,Other Current Liabilities,3640,2641,3004,2994,670.77,255.41,552.37,398.86,8014,4122,Upgrade
27,Long-Term Debt,4999,4999,4999,4999,6000,6000,6000,6000,44900,44900,Upgrade
28,Long-Term Leases,562.41,574.83,573.33,483.42,513.05,490.63,378.64,416.48,412.67,459.29,Upgrade
29,Long-Term Unearned Revenue,-,-,-,-,-,-,-,-,254.17,103.22,Upgrade
30,Pension & Post-Retirement Benefits,126.6,118.23,119.41,111.45,111.14,106.57,99.85,97.66,140.05,180.68,Upgrade
31,Other Long-Term Liabilities,14456,1690,1295,3673,1453,7745,19827,23038,27884,27938,Upgrade
32,Total Liabilities,988241,1000158,1012830,1000976,974717,925623,935416,957912,977370,942359,Upgrade
33,Common Stock,8797,8797,8797,8797,8797,8797,8797,8797,8797,8797,Upgrade
34,Retained Earnings,46411,45843,45848,45110,45075,44131,44759,43729,45269,42439,Upgrade
35,Comprehensive Income & Other,24280,24690,26975,26867,27037,26952,26921,26927,26371,27320,Upgrade
36,Total Common Equity,79488,79330,81620,80774,80908,79879,80477,79452,80437,78556,Upgrade
37,Minority Interest,576.19,564.69,714.67,662.91,643.28,623.54,610.56,594.62,582.8,566.45,Upgrade
38,Shareholders' Equity,80064,79895,82335,81437,81551,80503,81087,80047,81019,79122,Upgrade
39,Total Liabilities & Equity,1068305,1080053,1095165,1082413,1056268,1006126,1016503,1037958,1058389,1021481,Upgrade
40,Total Debt,89064,143523,133015,150949,103062,101101,114796,144050,182774,155794,Upgrade
41,Net Cash (Debt),74793,6326,18356,18384,33356,17462,6649,10079,19300,81698,Upgrade
42,Net Cash Growth,307.45%,-65.59%,-44.97%,5.28%,401.69%,73.26%,-65.55%,-87.66%,-,-,Upgrade
43,Net Cash Per Share,8.50,0.72,2.09,2.09,3.79,1.99,0.76,1.15,2.19,12.85,Upgrade
44,Filing Date Shares Outstanding,8797,8797,8797,8797,8797,8797,8797,8797,8797,8797,Upgrade
45,Total Common Shares Outstanding,8797,8797,8797,8797,8797,8797,8797,8797,8797,8797,Upgrade
46,Book Value Per Share,9.04,9.02,9.28,9.18,9.20,9.08,9.15,9.03,9.14,8.93,Upgrade
47,Tangible Book Value,78947,78779,81194,80339,80542,79507,80173,79154,80184,78297,Upgrade
48,Tangible Book Value Per Share,8.97,8.96,9.23,9.13,9.16,9.04,9.11,9.00,9.12,8.90,Upgrade
