,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Interest Income on Loans,16443,17077,21300,22306,21043,19738,21177,21695,20839,22653,Upgrade
1,Interest Paid on Deposits,13207,14189,15322,15508,14986,13982,14546,14620,13356,13176,Upgrade
2,Net Interest Income,3236,2888,5978,6797,6056,5757,6631,7075,7483,9478,Upgrade
3,Net Interest Income Growth (YoY),-45.87%,-57.51%,-1.29%,18.08%,-8.67%,-18.64%,-11.39%,-25.35%,8.89%,29.71%,Upgrade
4,Income From Trading Activities,-1058,-437.63,-126.98,-54.29,225.65,-251.84,-456.48,-30.17,-702.75,-2141,Upgrade
5,Gain (Loss) on Sale of Assets,-,0.06,-,0.04,-,32.56,-,0.06,136.97,0.94,Upgrade
6,Gain (Loss) on Sale of Investments,2342,382.62,1138,1087,1728,1140,2153,-742.95,2335,1381,Upgrade
7,Other Non-Interest Income,40.78,62.92,154.82,241.82,71.41,281.27,180.23,126.12,586.03,2152,Upgrade
8,Total Non-Interest Income,1324,7.97,1166,1275,2025,1202,1877,-646.94,2355,1392,Upgrade
9,Non-Interest Income Growth (YoY),13.62%,-99.37%,-42.43%,6.06%,7.86%,-,-20.30%,-,-27.87%,-45.40%,Upgrade
10,Revenues Before Loan Losses,4560,2896,7144,8072,8081,6958,8508,6428,9839,10870,Upgrade
11,Provision for Loan Losses,1135,-551.44,3671,4700,4472,4405,5103,6252,4373,5636,Upgrade
12,Revenue,3425,3447,3473,3372,3609,2553,3406,175.63,5466,5233,Upgrade
13,Revenue Growth (YoY),-1.39%,2.23%,-3.78%,32.09%,5.98%,1353.59%,-37.69%,-96.64%,-1.35%,11.21%,Upgrade
14,Salaries and Employee Benefits,1457,1633,1477,1647,1544,1621,1457,1569,1264,1368,Upgrade
15,Occupancy Expenses,295.78,426.67,285.39,440.78,296.94,369.61,359.3,377.47,348.98,390.2,Upgrade
16,"Selling, General & Administrative",872.71,1219,622.56,840.02,690.24,1257,543.72,787.43,494,800.85,Upgrade
17,Other Non-Interest Expense,148.01,168.44,168.21,183.56,147.7,117.15,130.44,103.68,106.19,61.51,Upgrade
18,Total Non-Interest Expense,2774,3446,2554,3112,2679,3364,2491,2837,2213,2620,Upgrade
19,EBT Excluding Unusual Items,650.98,1.11,919.25,260.41,930.84,-811.22,914.81,-2662,3253,2613,Upgrade
20,Pretax Income,650.98,1.11,919.25,260.41,930.84,-811.22,914.81,-2662,3253,2613,Upgrade
21,Income Tax Expense,59.29,25.99,129.62,205,-33.02,-195.8,-131.49,-1048,407.4,319.04,Upgrade
22,Earnings From Continuing Operations,591.69,-24.88,789.64,55.41,963.86,-615.42,1046,-1614,2846,2294,Upgrade
23,Minority Interest in Earnings,-15.1,19.44,-51.76,-19.63,-19.74,-12.98,-15.94,-11.82,-16.34,-6.71,Upgrade
24,Net Income,576.59,-5.44,737.88,35.79,944.11,-628.4,1030,-1626,2829,2287,Upgrade
25,Net Income to Common,576.59,-5.44,737.88,35.79,944.11,-628.4,1030,-1626,2829,2287,Upgrade
26,Net Income Growth,-21.86%,-,-21.84%,-,-8.37%,-,-63.58%,-,-10.35%,-0.04%,Upgrade
27,Basic Shares Outstanding,8797,8797,8797,8797,8797,8797,8797,8797,8797,6356,Upgrade
28,Diluted Shares Outstanding,8797,8797,8797,8797,8797,8797,8797,8797,8797,6356,Upgrade
29,Shares Change (YoY),-,-,-,-,-,-,-,38.41%,51.75%,9.64%,Upgrade
30,EPS (Basic),0.07,-0.00,0.08,0.00,0.11,-0.07,0.12,-0.18,0.32,0.36,Upgrade
31,EPS (Diluted),0.07,-0.00,0.08,0.00,0.11,-0.07,0.12,-0.18,0.32,0.36,Upgrade
32,EPS Growth,-21.86%,-,-21.84%,-,-8.37%,-,-63.58%,-,-40.92%,-8.83%,Upgrade
