,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,7865,10663,14397,16586,21768,27610,35535,34232,35021,26495
1,Trading Asset Securities,38.64,37,35.58,34.27,73.79,181.07,459.35,552.41,410.38,290.72
2,Cash & Short-Term Investments,7904,10700,14433,16620,21842,27792,35995,34785,35432,26786
3,Cash Growth,-45.24%,-35.62%,-33.92%,-40.20%,-39.32%,-20.10%,1.59%,29.86%,244.05%,81.23%
4,Accounts Receivable,9,7.86,11.86,7.75,6.29,5.24,4.96,5.21,6.3,3.04
5,Other Receivables,12408,41904,15702,46465,16432,15283,18822,37883,13930,33482
6,Receivables,12417,41912,15713,46473,16439,15288,18827,37888,13936,33485
7,Inventory,72836,95723,123748,137115,144433,153281,164928,156801,144949,132921
8,Prepaid Expenses,-,3527,-,5391,-,-,-,6570,-,6524
9,Other Current Assets,37122,5630,41376,6137,42211,42058,46156,10707,41326,10415
10,Total Current Assets,130279,157492,195270,211736,224925,238419,265906,246751,235643,210131
11,"Property, Plant & Equipment",21.32,38.36,51.58,101.2,128.08,165.55,255.09,245.81,202.74,262.49
12,Long-Term Investments,16126,20158,21731,21496,23922,23677,21356,18473,15600,9990
13,Other Intangible Assets,1.84,1.2,3.71,5.25,4.54,6.19,7.48,8.48,6.71,8.13
14,Long-Term Deferred Tax Assets,896.79,1570,2809,2937,3040,3425,3513,3222,3447,2932
15,Other Long-Term Assets,1448,1509,1557,1544,1444,1486,2500,2132,2515,1197
16,Total Assets,148773,180768,221421,237819,253464,267178,293537,270833,257414,224520
17,Accounts Payable,20489,25614,22808,21019,20958,21211,18594,17083,12645,12061
18,Accrued Expenses,-,4240,-,2822,-,1981,-,3998,92.1,2468
19,Short-Term Debt,3426,9958,12317,8518,6261,13299,14890,14652,13206,13462
20,Current Portion of Long-Term Debt,4967,8092,6299,9325,8178,6240,8325,9132,9769,8041
21,Current Portion of Leases,2.7,2.75,4.9,21.41,15.68,39.1,61.09,47.25,88.01,46.23
22,Current Income Taxes Payable,3956,2545,3564,1723,2785,2012,5471,2875,3691,2062
23,Current Unearned Revenue,45227,65433,100012,114459,118147,121510,129224,121483,125096,116301
24,Other Current Liabilities,37451,35244,39881,39103,43468,44179,50889,40367,36614,29577
25,Total Current Liabilities,115519,151131,184885,196990,199812,210471,227453,209636,201201,184018
26,Long-Term Debt,13012,3115,4493,8892,16291,20642,31385,30308,29834,18678
27,Long-Term Leases,0.34,1.38,1.42,24.07,38.25,43.61,87.66,72.7,42.5,100.21
28,Long-Term Deferred Tax Liabilities,105.56,121.23,425.88,538.33,580.02,538.19,650.8,633.98,890.96,851.88
29,Total Liabilities,128637,154369,189806,206445,216721,231695,259576,240651,231968,203648
30,Common Stock,32.31,31.45,31.45,31.45,31.45,31.45,31.45,31.45,31.45,31.45
31,Additional Paid-In Capital,-,2672,2672,2672,2672,2672,3630,3630,3630,3630
32,Retained Earnings,-,4159,8423,8404,10188,9199,7711,7286,5238,5105
33,Comprehensive Income & Other,5148,26.95,65.76,3.65,87.66,62.02,11.28,-40.35,-23.03,-38.58
34,Total Common Equity,5180,6889,11193,11112,12980,11965,11383,10907,8876,8728
35,Minority Interest,14955,19510,20423,20262,23763,23518,22578,19275,16569,12143
36,Shareholders' Equity,20136,26399,31615,31374,36743,35483,33961,30182,25446,20872
37,Total Liabilities & Equity,148773,180768,221421,237819,253464,267178,293537,270833,257414,224520
38,Total Debt,21409,21170,23115,26781,30784,40264,54749,54212,52940,40328
39,Net Cash (Debt),-13505,-10470,-8683,-10160,-8942,-12473,-18754,-19427,-17508,-13542
40,Net Cash Per Share,-3.75,-3.00,-2.49,-2.91,-2.56,-3.48,-5.24,-5.42,-4.89,-3.83
41,Filing Date Shares Outstanding,3676,3582,3582,3582,3582,3582,3582,3582,3582,3582
42,Total Common Shares Outstanding,3676,3582,3582,3582,3582,3582,3582,3582,3582,3582
43,Working Capital,14760,6361,10384,14746,25113,27948,38453,37115,34442,26112
44,Book Value Per Share,1.41,1.92,3.12,3.10,3.62,3.34,3.18,3.05,2.48,2.44
45,Tangible Book Value,5178,6888,11189,11107,12975,11959,11376,10898,8870,8720
46,Tangible Book Value Per Share,1.41,1.92,3.12,3.10,3.62,3.34,3.18,3.04,2.48,2.43
47,Buildings,-,84.11,-,81.42,-,81.42,-,80.83,-,55.28
48,Machinery,-,148.69,-,148.62,-,143.11,-,126.03,-,108.52
49,Leasehold Improvements,-,60.73,-,59.92,-,58.65,-,51.73,-,42.4
