,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,22701,37764,28851,16986,22343,43209,32906,42174,23767,36083
1,Revenue Growth (YoY),-21.32%,122.32%,29.12%,-60.69%,-32.10%,2.45%,38.45%,16.88%,15.62%,76.16%
2,Cost of Revenue,22496,37090,26341,17259,18569,37007,26075,33683,18405,27935
3,Gross Profit,205.23,674.41,2510,-273.08,3775,6202,6831,8491,5362,8148
4,"Selling, General & Admin",546.06,1120,1030,1337,1903,3414,3014,2975,2128,2517
5,Other Operating Expenses,942.88,-,508.87,-,-,-,-,-0.32,3.1,-
6,Operating Expenses,1489,1120,1539,1337,1903,3414,3014,2974,2131,2517
7,Operating Income,-1284,-445.2,971.6,-1610,1872,2787,3817,5517,3231,5631
8,Interest Expense,-139.91,-108.62,-201.88,-180.17,-217.01,-439.99,-207.48,-346.01,-196.49,-215.68
9,Interest & Investment Income,16.9,27.36,41.74,167.52,79.3,177.34,194.19,249.05,159.06,323.35
10,Earnings From Equity Investments,69.27,135,787.16,613.85,253.15,269.11,501.66,485.28,479.75,1021
11,Currency Exchange Gain (Loss),-,-,-,-,-,183.06,58.37,528.79,-,74.64
12,Other Non Operating Income (Expenses),452.9,-849.92,125.48,-960.94,-359.16,41.83,-37.06,40.2,-105.08,-133.68
13,EBT Excluding Unusual Items,-884.56,-1241,1724,-1970,1628,3019,4326,6474,3569,6700
14,Gain (Loss) on Sale of Investments,1.64,-0.22,2.96,-123.77,-41.63,-114.63,-110.43,64.25,25.63,-11.95
15,Gain (Loss) on Sale of Assets,-,-0.82,0.82,24.13,256.44,407.24,-,82.27,1.51,-4.3
16,Asset Writedown,-,-87.36,-,13.45,-21.37,35.52,61.29,47.19,41.18,20.76
17,Other Unusual Items,-,-,-,-,-,-,-,60.39,-,-
18,Pretax Income,-882.92,-1330,1728,-2056,1822,3347,4277,6728,3637,6705
19,Income Tax Expense,1074,2033,1284,423.5,962.98,1172,1696,2372,1427,2348
20,Earnings From Continuing Operations,-1957,-3362,443.64,-2480,858.68,2175,2581,4356,2210,4357
21,Minority Interest in Earnings,248.49,-901.87,-425.01,695.2,-420.34,-854.12,-1199,-1819,-1004,-1728
22,Net Income,-1709,-4264,18.63,-1785,438.34,1321,1382,2538,1206,2630
23,Net Income to Common,-1709,-4264,18.63,-1785,438.34,1321,1382,2538,1206,2630
24,Net Income Growth,-,-,-95.75%,-,-68.28%,-47.96%,14.61%,-3.50%,0.14%,107.24%
25,Shares Outstanding (Basic),3606,3493,3493,3493,3493,3582,3582,3582,3582,3533
26,Shares Outstanding (Diluted),3606,3493,3493,3493,3493,3582,3582,3582,3582,3533
27,Shares Change (YoY),3.24%,-,-,-2.49%,-2.49%,-,-,1.38%,19.39%,17.86%
28,EPS (Basic),-0.47,-1.22,0.01,-0.51,0.13,0.37,0.39,0.71,0.34,0.74
29,EPS (Diluted),-0.47,-1.23,0.01,-0.51,0.13,0.36,0.39,0.71,0.34,0.74
30,EPS Growth,-,-,-95.75%,-,-67.47%,-48.60%,14.61%,-4.38%,-16.13%,75.04%
31,Free Cash Flow,-1829,-4425,2225,3239,7701,15581,2199,11785,-6175,-10600
32,Free Cash Flow Per Share,-0.51,-1.27,0.64,0.93,2.20,4.35,0.61,3.29,-1.72,-3.00
33,Dividend Per Share,-,-,-,-,-,-,0.154,0.265,0.146,0.292
34,Dividend Growth,-,-,-,-,-,-,5.48%,-9.27%,5.80%,-
35,Operating Margin,-5.65%,-1.18%,3.37%,-9.48%,8.38%,6.45%,11.60%,13.08%,13.60%,15.60%
36,Profit Margin,-7.53%,-11.29%,0.06%,-10.51%,1.96%,3.06%,4.20%,6.02%,5.07%,7.29%
37,Free Cash Flow Margin,-8.05%,-11.72%,7.71%,19.07%,34.47%,36.06%,6.68%,27.94%,-25.98%,-29.38%
38,EBITDA,-1267,-430.11,987.46,-1596,1889,2804,3835,5535,3249,5643
39,D&A For EBITDA,17.15,15.1,15.86,14.8,16.6,16.49,18.51,18.18,17.85,12.9
40,EBIT,-1284,-445.2,971.6,-1610,1872,2787,3817,5517,3231,5631
