,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,518,457,488,482,508,416,528,569,508,640,579
1,Market Cap Growth,-5.26%,-5.26%,-4.00%,15.85%,-3.85%,-26.79%,4.05%,-11.06%,-12.28%,3.28%,3.64%
2,Enterprise Value,85,-271,-196,-145,-92,-14,120,196,171,229,184
3,Last Close Price,0.51,0.41,0.24,0.24,0.24,0.20,0.24,0.26,0.22,0.26,0.24
4,PE Ratio,6.06,5.35,5.16,4.48,4.72,3.72,5.30,3.55,3.32,16.21,-
5,PS Ratio,1.36,1.20,1.28,1.26,1.17,0.85,1.00,1.03,1.02,3.34,-
6,PB Ratio,1.18,1.04,0.63,0.66,0.70,0.59,0.76,0.91,0.85,1.42,1.30
7,P/TBV Ratio,1.04,1.04,0.63,0.66,0.70,0.60,0.77,0.91,0.85,1.42,1.30
8,P/FCF Ratio,7.86,5.03,3.18,2.69,2.90,2.84,4.92,5.65,4.42,9.90,-
9,P/OCF Ratio,6.70,4.91,3.11,2.66,2.88,2.82,4.86,5.62,4.06,8.61,-
10,EV/Sales Ratio,0.22,-,-,-,-,-,0.23,0.36,0.34,1.20,-
11,EV/EBITDA Ratio,0.65,-,-,-,-,-,0.72,1.13,1.12,4.36,-
12,EV/EBIT Ratio,0.76,-,-,-,-,-,0.77,1.19,1.21,4.91,-
13,EV/FCF Ratio,1.29,-,-,-,-,-,1.12,1.95,1.49,3.55,-
14,Debt / Equity Ratio,0.10,0.10,0.07,0.09,0.11,0.11,0.12,0.11,0.09,0.10,0.07
15,Debt / FCF Ratio,0.68,0.49,0.36,0.35,0.44,0.53,0.75,0.71,0.46,0.71,-
16,Return on Capital Employed (ROCE),23.54%,23.54%,14.75%,14.40%,14.97%,19.40%,20.41%,23.84%,21.86%,9.57%,-
17,Earnings Yield,16.50%,18.70%,19.40%,22.31%,21.18%,26.86%,18.85%,28.18%,30.12%,6.17%,-
18,FCF Yield,12.72%,19.87%,31.45%,37.19%,34.45%,35.17%,20.34%,17.69%,22.60%,10.10%,-
19,Buyback Yield / Dilution,-,-,0.07%,0.12%,0.05%,-0.02%,-0.02%,-,0.03%,-,
20,Total Shareholder Return,8.21%,-,-,0.07%,0.12%,0.05%,-0.02%,-0.02%,-,0.03%,-
